Rank,Name,Number,Gender,Year
1,Noah,496,Male,2024
2,Oliver,462,Male,2024
3,Theodore,407,Male,2024
4,Luca,376,Male,2024
5,Henry,351,Male,2024
6,Leo,336,Male,2024
7,Hudson,321,Male,2024
8,Charlie,309,Male,2024
9,Lucas,299,Male,2024
10,Elijah,285,Male,2024
11,William,278,Male,2024
12,Thomas,270,Male,2024
13,Levi,261,Male,2024
14,Jack,251,Male,2024
15,Liam,233,Male,2024
16,Alexander,230,Male,2024
17,Archie,224,Male,2024
18,Arthur,222,Male,2024
19,Isaac,214,Male,2024
20,Kai,213,Male,2024
21,James,200,Male,2024
22,Oscar,191,Male,2024
23,Sebastian,190,Male,2024
23,Muhammad,190,Male,2024
25,George,186,Male,2024
26,Harrison,184,Male,2024
27,Max,183,Male,2024
27,Harvey,183,Male,2024
29,Cooper,182,Male,2024
30,Hugo,181,Male,2024
31,Ethan,170,Male,2024
32,Gabriel,169,Male,2024
33,Beau,168,Male,2024
34,Jacob,162,Male,2024
35,Lachlan,158,Male,2024
36,Xavier,156,Male,2024
36,Theo,156,Male,2024
38,Austin,153,Male,2024
39,Harry,151,Male,2024
39,Arlo,151,Male,2024
41,Louis,149,Male,2024
41,Archer,149,Male,2024
43,Finn,147,Male,2024
44,Benjamin,141,Male,2024
45,Joseph,138,Male,2024
45,Jasper,138,Male,2024
47,Luka,135,Male,2024
48,Jude,134,Male,2024
49,Hunter,132,Male,2024
49,Eli,132,Male,2024
49,Ezra,132,Male,2024
52,Samuel,130,Male,2024
52,Mason,130,Male,2024
54,Leon,129,Male,2024
55,Sonny,128,Male,2024
56,Edward,127,Male,2024
57,Bodhi,119,Male,2024
57,Adam,119,Male,2024
59,Miles,114,Male,2024
59,Felix,114,Male,2024
61,Ali,111,Male,2024
62,Jayden,110,Male,2024
63,Louie,109,Male,2024
63,Angus,109,Male,2024
65,Roman,107,Male,2024
66,Ryan,106,Male,2024
67,Jordan,105,Male,2024
68,Lennox,104,Male,2024
68,Daniel,104,Male,2024
70,Spencer,102,Male,2024
71,Joshua,101,Male,2024
71,Flynn,101,Male,2024
73,Riley,100,Male,2024
73,Jackson,100,Male,2024
73,Billy,100,Male,2024
76,Carter,99,Male,2024
76,Aiden,99,Male,2024
78,Patrick,97,Male,2024
79,Asher,96,Male,2024
80,Alfie,95,Male,2024
81,Isaiah,94,Male,2024
82,Logan,93,Male,2024
83,Michael,92,Male,2024
83,Ibrahim,92,Male,2024
83,Darcy,92,Male,2024
86,Vincent,91,Male,2024
87,Julian,89,Male,2024
88,Myles,88,Male,2024
88,Grayson,88,Male,2024
88,Elias,88,Male,2024
91,Matteo,87,Male,2024
91,Koa,87,Male,2024
93,Marcus,85,Male,2024
94,Lincoln,84,Male,2024
95,Caleb,82,Male,2024
96,Parker,81,Male,2024
96,Frederick,81,Male,2024
98,Rory,80,Male,2024
98,Nicholas,80,Male,2024
98,Leonardo,80,Male,2024
98,Luke,80,Male,2024
1,Charlotte,383,Female,2024
2,Amelia,367,Female,2024
3,Olivia,316,Female,2024
4,Mia,308,Female,2024
5,Isla,298,Female,2024
6,Chloe,275,Female,2024
7,Harper,268,Female,2024
8,Hazel,262,Female,2024
9,Evelyn,259,Female,2024
10,Sophia,258,Female,2024
11,Lily,238,Female,2024
12,Sienna,226,Female,2024
13,Isabella,221,Female,2024
13,Ella,221,Female,2024
15,Matilda,220,Female,2024
16,Ava,216,Female,2024
17,Mila,215,Female,2024
18,Grace,211,Female,2024
19,Sofia,205,Female,2024
20,Ivy,195,Female,2024
21,Audrey,194,Female,2024
22,Ruby,190,Female,2024
23,Sophie,183,Female,2024
24,Aria,179,Female,2024
25,Ellie,176,Female,2024
26,Willow,174,Female,2024
26,Zoe,174,Female,2024
28,Violet,167,Female,2024
29,Daisy,163,Female,2024
30,Layla,160,Female,2024
31,Lucy,159,Female,2024
32,Eleanor,156,Female,2024
32,Billie,156,Female,2024
34,Millie,155,Female,2024
34,Evie,155,Female,2024
36,Florence,153,Female,2024
37,Elsie,150,Female,2024
38,Maya,148,Female,2024
39,Penelope,144,Female,2024
40,Aurora,143,Female,2024
41,Freya,139,Female,2024
42,Ayla,136,Female,2024
43,Emilia,132,Female,2024
44,Poppy,130,Female,2024
44,Maeve,130,Female,2024
46,Hallie,126,Female,2024
46,Eliana,126,Female,2024
46,Bonnie,126,Female,2024
49,Georgia,122,Female,2024
49,Eloise,122,Female,2024
51,Abigail,120,Female,2024
52,Luna,115,Female,2024
53,Scarlett,114,Female,2024
54,Frankie,112,Female,2024
54,Emily,112,Female,2024
56,Isabelle,111,Female,2024
57,Zara,108,Female,2024
57,Eden,108,Female,2024
59,Remi,106,Female,2024
60,Hannah,103,Female,2024
61,Stella,101,Female,2024
61,Lola,101,Female,2024
63,Phoebe,100,Female,2024
63,Olive,100,Female,2024
65,Delilah,99,Female,2024
66,Alice,98,Female,2024
67,Nora,97,Female,2024
67,Harriet,97,Female,2024
69,Emma,95,Female,2024
70,Mackenzie,93,Female,2024
71,Sadie,92,Female,2024
72,Lucia,91,Female,2024
73,Rosie,90,Female,2024
73,Kaia,90,Female,2024
73,Eva,90,Female,2024
76,Elodie,89,Female,2024
77,Pippa,88,Female,2024
78,Adeline,87,Female,2024
79,Maisie,84,Female,2024
80,Lyla,82,Female,2024
81,Rose,80,Female,2024
82,Riley,78,Female,2024
82,Amara,78,Female,2024
84,Summer,77,Female,2024
84,Imogen,77,Female,2024
84,Elizabeth,77,Female,2024
87,Anastasia,76,Female,2024
88,Valentina,73,Female,2024
88,Piper,73,Female,2024
88,Margot,73,Female,2024
91,Savannah,70,Female,2024
91,Aaliyah,70,Female,2024
93,Leah,69,Female,2024
93,Elena,69,Female,2024
95,Lara,67,Female,2024
95,Jasmine,67,Female,2024
95,Ariana,67,Female,2024
95,Bella,67,Female,2024
95,Addison,67,Female,2024
100,Lottie,66,Female,2024
100,Alina,66,Female,2024
1,OLIVER,555,Male,2023
2,NOAH,537,Male,2023
3,LEO,409,Male,2023
4,HENRY,404,Male,2023
5,THEODORE,400,Male,2023
6,LUCA,398,Male,2023
7,HUDSON,385,Male,2023
8,WILLIAM,371,Male,2023
9,LUCAS,322,Male,2023
10,CHARLIE,308,Male,2023
11,JACK,302,Male,2023
12,JAMES,279,Male,2023
13,THOMAS,274,Male,2023
13,LEVI,274,Male,2023
15,LIAM,256,Male,2023
16,ELIJAH,254,Male,2023
17,ARCHIE,237,Male,2023
18,ALEXANDER,236,Male,2023
19,ARLO,227,Male,2023
20,KAI,217,Male,2023
21,HUGO,215,Male,2023
22,COOPER,214,Male,2023
23,MAX,213,Male,2023
24,HUNTER,205,Male,2023
24,GEORGE,205,Male,2023
26,OSCAR,203,Male,2023
27,SEBASTIAN,200,Male,2023
27,HARRISON,200,Male,2023
27,ETHAN,200,Male,2023
30,HARVEY,196,Male,2023
30,JACOB,196,Male,2023
32,ARTHUR,195,Male,2023
33,ISAAC,194,Male,2023
34,MASON,187,Male,2023
35,JOSEPH,178,Male,2023
36,MUHAMMAD,174,Male,2023
37,XAVIER,173,Male,2023
37,BEAU,173,Male,2023
39,SAMUEL,171,Male,2023
39,LACHLAN,171,Male,2023
41,HARRY,169,Male,2023
41,AUSTIN,169,Male,2023
43,BENJAMIN,167,Male,2023
44,THEO,166,Male,2023
45,FINN,163,Male,2023
46,LEON,157,Male,2023
47,LOUIS,156,Male,2023
47,JASPER,156,Male,2023
47,ARCHER,156,Male,2023
50,SONNY,152,Male,2023
51,GABRIEL,150,Male,2023
52,RYAN,145,Male,2023
53,JORDAN,139,Male,2023
54,EDWARD,138,Male,2023
55,DANIEL,132,Male,2023
56,ELI,131,Male,2023
57,LUKA,127,Male,2023
57,FELIX,127,Male,2023
59,ELIAS,126,Male,2023
60,ROMAN,124,Male,2023
61,PATRICK,122,Male,2023
62,MILES,121,Male,2023
62,EZRA,121,Male,2023
64,JUDE,119,Male,2023
65,KOA,118,Male,2023
65,BILLY,118,Male,2023
65,ADAM,118,Male,2023
68,RILEY,117,Male,2023
69,AIDEN,115,Male,2023
70,ANGUS,114,Male,2023
71,LENNOX,112,Male,2023
72,JACKSON,110,Male,2023
73,REUBEN,109,Male,2023
74,LEONARDO,108,Male,2023
75,RIVER,106,Male,2023
76,LINCOLN,105,Male,2023
77,ALFIE,104,Male,2023
78,CHARLES,103,Male,2023
79,ISAIAH,102,Male,2023
79,CARTER,102,Male,2023
81,JAYDEN,100,Male,2023
82,MICHAEL,98,Male,2023
83,DARCY,96,Male,2023
84,TOMMY,95,Male,2023
85,MATTHEW,93,Male,2023
86,ZACHARY,92,Male,2023
86,LUKE,92,Male,2023
86,ARI,92,Male,2023
89,REMY,91,Male,2023
89,LOGAN,91,Male,2023
89,BODHI,91,Male,2023
92,FLYNN,90,Male,2023
93,SPENCER,89,Male,2023
93,PARKER,89,Male,2023
93,MATEO,89,Male,2023
93,JOSHUA,89,Male,2023
97,ZAYN,88,Male,2023
97,MARCUS,88,Male,2023
97,ASHER,88,Male,2023
100,ALI,87,Male,2023
1,ISLA,403,Female,2023
2,AMELIA,399,Female,2023
3,OLIVIA,381,Female,2023
4,MIA,347,Female,2023
5,CHARLOTTE,338,Female,2023
6,AVA,284,Female,2023
7,LILY,279,Female,2023
8,SOPHIA,267,Female,2023
8,EVELYN,267,Female,2023
10,MATILDA,261,Female,2023
11,CHLOE,255,Female,2023
12,HARPER,253,Female,2023
13,ELLA,252,Female,2023
14,ZOE,246,Female,2023
15,ISABELLA,244,Female,2023
15,HAZEL,244,Female,2023
17,GRACE,242,Female,2023
18,SIENNA,236,Female,2023
19,WILLOW,228,Female,2023
20,SOFIA,226,Female,2023
21,MILA,211,Female,2023
22,IVY,208,Female,2023
23,SOPHIE,193,Female,2023
24,EVIE,185,Female,2023
25,VIOLET,183,Female,2023
25,ELLIE,183,Female,2023
27,RUBY,182,Female,2023
27,FLORENCE,182,Female,2023
29,DAISY,180,Female,2023
29,ARIA,180,Female,2023
31,REMI,169,Female,2023
31,MILLIE,169,Female,2023
33,AUDREY,166,Female,2023
34,ELEANOR,157,Female,2023
35,ZARA,156,Female,2023
35,ELSIE,156,Female,2023
37,BILLIE,155,Female,2023
38,FREYA,154,Female,2023
39,LUNA,153,Female,2023
40,PENELOPE,149,Female,2023
41,EMILIA,146,Female,2023
42,MAEVE,145,Female,2023
43,LUCY,142,Female,2023
44,ISABELLE,140,Female,2023
45,GEORGIA,137,Female,2023
45,FRANKIE,137,Female,2023
47,LAYLA,136,Female,2023
48,POPPY,135,Female,2023
49,EMILY,134,Female,2023
50,AURORA,133,Female,2023
51,SCARLETT,131,Female,2023
52,AYLA,128,Female,2023
53,EMMA,125,Female,2023
54,HANNAH,123,Female,2023
55,DELILAH,119,Female,2023
56,EVA,118,Female,2023
57,BONNIE,117,Female,2023
58,NORA,116,Female,2023
59,MAYA,113,Female,2023
59,MACKENZIE,113,Female,2023
61,OLIVE,111,Female,2023
62,ELOISE,110,Female,2023
63,SADIE,109,Female,2023
64,ABIGAIL,107,Female,2023
65,LOLA,102,Female,2023
65,ALICE,102,Female,2023
67,STELLA,99,Female,2023
68,AMARA,98,Female,2023
69,PHOEBE,96,Female,2023
69,HARRIET,96,Female,2023
71,ELENA,95,Female,2023
72,SUMMER,93,Female,2023
73,ROSE,90,Female,2023
73,HALLIE,90,Female,2023
75,ROSIE,84,Female,2023
75,ELIANA,84,Female,2023
75,AALIYAH,84,Female,2023
78,SAVANNAH,83,Female,2023
78,PIPPA,83,Female,2023
78,MAISIE,83,Female,2023
81,LARA,81,Female,2023
82,PIPER,80,Female,2023
82,MARGOT,80,Female,2023
84,LUCIA,78,Female,2023
84,EDEN,78,Female,2023
84,ARIANA,78,Female,2023
87,LOTTIE,77,Female,2023
87,ELIZABETH,77,Female,2023
87,CLEO,77,Female,2023
90,MARYAM,76,Female,2023
90,IMOGEN,76,Female,2023
92,KAIA,75,Female,2023
92,CALLIE,75,Female,2023
94,KIARA,74,Female,2023
95,THEA,73,Female,2023
96,BELLA,72,Female,2023
97,VALENTINA,71,Female,2023
97,ZAHRA,71,Female,2023
97,ADDISON,71,Female,2023
97,ADELINE,71,Female,2023
1,NOAH,630,Male,2022
1,CHARLOTTE,430,Female,2022
2,OLIVER,628,Male,2022
2,AMELIA,425,Female,2022
3,LEO,447,Male,2022
3,ISLA,403,Female,2022
4,WILLIAM,427,Male,2022
4,OLIVIA,401,Female,2022
5,THEODORE,404,Male,2022
5,MIA,363,Female,2022
6,JACK,381,Male,2022
6,AVA,343,Female,2022
7,LUCA,367,Male,2022
7,HENRY,367,Male,2022
7,ELLA,331,Female,2022
8,MATILDA,318,Female,2022
9,THOMAS,348,Male,2022
9,SIENNA,293,Female,2022
10,CHARLIE,334,Male,2022
10,WILLOW,288,Female,2022
11,HUDSON,328,Male,2022
11,CHLOE,286,Female,2022
12,LUCAS,319,Male,2022
12,SOPHIA,283,Female,2022
13,ELIJAH,317,Male,2022
13,GRACE,280,Female,2022
14,ARCHIE,312,Male,2022
14,HARPER,273,Female,2022
15,LIAM,307,Male,2022
15,LILY,272,Female,2022
16,LEVI,297,Male,2022
16,ISABELLA,269,Female,2022
17,JAMES,294,Male,2022
17,ZOE,267,Female,2022
18,ALEXANDER,271,Male,2022
18,MILA,243,Female,2022
18,IVY,243,Female,2022
19,ISAAC,267,Male,2022
20,SEBASTIAN,243,Male,2022
20,EVELYN,241,Female,2022
21,HUGO,239,Male,2022
21,HAZEL,238,Female,2022
22,ARLO,228,Male,2022
22,EVIE,221,Female,2022
23,HUNTER,224,Male,2022
23,ARIA,218,Female,2022
24,ETHAN,220,Male,2022
24,SOPHIE,214,Female,2022
24,RUBY,214,Female,2022
25,LACHLAN,218,Male,2022
26,MAX,215,Male,2022
26,KAI,215,Male,2022
26,ELLIE,201,Female,2022
27,VIOLET,199,Female,2022
28,OSCAR,214,Male,2022
28,GEORGE,214,Male,2022
28,COOPER,214,Male,2022
28,AUDREY,198,Female,2022
29,AURORA,185,Female,2022
30,GEORGIA,183,Female,2022
31,ARTHUR,208,Male,2022
31,ZARA,178,Female,2022
32,HARRY,207,Male,2022
32,SOFIA,175,Female,2022
33,XAVIER,202,Male,2022
33,EMILY,172,Female,2022
34,HARVEY,197,Male,2022
34,SCARLETT,171,Female,2022
35,HARRISON,192,Male,2022
35,FLORENCE,169,Female,2022
36,JACOB,187,Male,2022
36,LUNA,167,Female,2022
37,MASON,180,Male,2022
37,BENJAMIN,180,Male,2022
37,BILLIE,163,Female,2022
38,REMI,161,Female,2022
39,MUHAMMAD,175,Male,2022
39,AYLA,160,Female,2022
40,THEO,173,Male,2022
40,LAYLA,159,Female,2022
40,EMILIA,159,Female,2022
40,DAISY,159,Female,2022
41,ARCHER,172,Male,2022
42,GABRIEL,165,Male,2022
43,LEON,163,Male,2022
43,LUCY,156,Female,2022
44,BEAU,159,Male,2022
44,MILLIE,155,Female,2022
45,JORDAN,155,Male,2022
45,PENELOPE,154,Female,2022
45,POPPY,154,Female,2022
45,ELEANOR,154,Female,2022
46,FINN,154,Male,2022
47,SONNY,152,Male,2022
47,DANIEL,152,Male,2022
47,ADAM,152,Male,2022
48,MAYA,153,Female,2022
49,MAEVE,152,Female,2022
50,RYAN,151,Male,2022
50,ABIGAIL,151,Female,2022
51,JOSEPH,149,Male,2022
51,ISABELLE,145,Female,2022
52,SAMUEL,146,Male,2022
52,LOUIS,146,Male,2022
52,AUSTIN,146,Male,2022
52,ELSIE,142,Female,2022
53,ALICE,140,Female,2022
54,FREYA,135,Female,2022
55,ROMAN,145,Male,2022
55,JACKSON,145,Male,2022
55,JAYDEN,145,Male,2022
55,OLIVE,130,Female,2022
55,FRANKIE,130,Female,2022
57,BONNIE,128,Female,2022
58,RILEY,143,Male,2022
58,HANNAH,127,Female,2022
59,ELI,139,Male,2022
59,LOLA,126,Female,2022
59,EVA,126,Female,2022
60,LOGAN,133,Male,2022
61,JASPER,131,Male,2022
61,ELOISE,122,Female,2022
62,MICHAEL,126,Male,2022
62,EDWARD,126,Male,2022
62,EMMA,119,Female,2022
63,SADIE,110,Female,2022
63,MACKENZIE,110,Female,2022
64,LUKA,124,Male,2022
64,LINCOLN,124,Male,2022
65,HARRIET,109,Female,2022
66,ZACHARY,121,Male,2022
66,LEONARDO,121,Male,2022
66,JUDE,121,Male,2022
66,STELLA,107,Female,2022
67,HALLIE,106,Female,2022
68,ELENA,104,Female,2022
69,JOSHUA,120,Male,2022
69,BILLY,120,Male,2022
69,BELLA,103,Female,2022
70,SAVANNAH,99,Female,2022
71,FELIX,119,Male,2022
71,ALI,119,Male,2022
71,ADDISON,96,Female,2022
72,PHOEBE,95,Female,2022
73,ANGUS,117,Male,2022
73,PIPER,93,Female,2022
74,CHARLES,115,Male,2022
74,ASHER,115,Male,2022
74,AIDEN,115,Male,2022
74,SUMMER,92,Female,2022
74,ROSE,92,Female,2022
74,IMOGEN,92,Female,2022
77,PATRICK,114,Male,2022
77,RILEY,89,Female,2022
78,REMY,112,Male,2022
78,GABRIELLA,87,Female,2022
78,ELIANA,87,Female,2022
79,CARTER,111,Male,2022
80,CHRISTIAN,108,Male,2022
80,ELIZABETH,86,Female,2022
80,AALIYAH,86,Female,2022
81,RIVER,106,Male,2022
81,EZRA,106,Male,2022
82,NORA,83,Female,2022
82,HARLOW,83,Female,2022
83,HAMISH,104,Male,2022
84,NICHOLAS,103,Male,2022
84,ELIAS,103,Male,2022
84,ROSIE,82,Female,2022
85,ARIANA,81,Female,2022
86,BODHI,102,Male,2022
86,PIPPA,80,Female,2022
86,CLAIRE,80,Female,2022
87,REUBEN,101,Male,2022
87,CONNOR,101,Male,2022
88,EDEN,79,Female,2022
89,FLYNN,99,Male,2022
89,ALFIE,99,Male,2022
89,ADELINE,78,Female,2022
90,THEA,77,Female,2022
90,DELILAH,77,Female,2022
91,VINCENT,98,Male,2022
91,DYLAN,98,Male,2022
92,VALENTINA,76,Female,2022
92,LARA,76,Female,2022
92,ANASTASIA,76,Female,2022
93,JULIAN,97,Male,2022
93,ASHTON,97,Male,2022
95,ZAYN,96,Male,2022
95,LENNOX,96,Male,2022
95,CHARLIE,75,Female,2022
96,LEAH,73,Female,2022
97,MATTHEW,95,Male,2022
97,KOA,95,Male,2022
97,ARI,95,Male,2022
97,JASMINE,72,Female,2022
97,ELODIE,72,Female,2022
99,MARYAM,70,Female,2022
100,LUKE,94,Male,2022
100,QUINN,69,Female,2022
1,OLIVER,695,Male,2021
1,OLIVIA,493,Female,2021
2,NOAH,633,Male,2021
2,AMELIA,489,Female,2021
3,JACK,459,Male,2021
3,CHARLOTTE,486,Female,2021
4,WILLIAM,458,Male,2021
4,ISLA,439,Female,2021
5,HENRY,444,Male,2021
5,AVA,414,Female,2021
6,LEO,424,Male,2021
6,MIA,375,Female,2021
7,LUCAS,410,Male,2021
7,GRACE,367,Female,2021
8,THEODORE,378,Male,2021
8,CHLOE,335,Female,2021
9,LEVI,339,Male,2021
9,MATILDA,326,Female,2021
10,LIAM,336,Male,2021
10,ELLA,322,Female,2021
11,ELIJAH,331,Male,2021
11,SIENNA,305,Female,2021
12,THOMAS,330,Male,2021
12,SOPHIA,299,Female,2021
13,CHARLIE,327,Male,2021
13,ISABELLA,290,Female,2021
14,ARCHIE,327,Male,2021
14,WILLOW,275,Female,2021
15,HUDSON,324,Male,2021
15,LILY,266,Female,2021
16,LUCA,317,Male,2021
16,ZOE,264,Female,2021
17,ALEXANDER,314,Male,2021
17,EVIE,258,Female,2021
18,JAMES,310,Male,2021
18,HARPER,256,Female,2021
19,ETHAN,285,Male,2021
19,AUDREY,251,Female,2021
20,LACHLAN,274,Male,2021
20,SOPHIE,246,Female,2021
21,OSCAR,272,Male,2021
21,EVELYN,245,Female,2021
22,HARRISON,270,Male,2021
22,MILA,242,Female,2021
23,ISAAC,268,Male,2021
23,SOFIA,231,Female,2021
24,COOPER,259,Male,2021
24,IVY,231,Female,2021
25,MAX,253,Male,2021
25,RUBY,221,Female,2021
26,GEORGE,245,Male,2021
26,ARIA,219,Female,2021
27,ARTHUR,241,Male,2021
27,HAZEL,210,Female,2021
28,SEBASTIAN,240,Male,2021
28,MAYA,197,Female,2021
29,KAI,238,Male,2021
29,ZARA,193,Female,2021
30,HUNTER,236,Male,2021
30,LUCY,192,Female,2021
31,HARVEY,234,Male,2021
31,FLORENCE,188,Female,2021
32,BENJAMIN,234,Male,2021
32,GEORGIA,188,Female,2021
33,HARRY,232,Male,2021
33,LUNA,184,Female,2021
34,ARLO,231,Male,2021
34,VIOLET,183,Female,2021
35,HUGO,230,Male,2021
35,EMILY,182,Female,2021
36,MASON,224,Male,2021
36,DAISY,182,Female,2021
37,JACOB,224,Male,2021
37,AURORA,182,Female,2021
38,ARCHER,214,Male,2021
38,LAYLA,181,Female,2021
39,SAMUEL,210,Male,2021
39,HANNAH,179,Female,2021
40,BEAU,199,Male,2021
40,SCARLETT,178,Female,2021
41,XAVIER,195,Male,2021
41,FRANKIE,176,Female,2021
42,JOSHUA,192,Male,2021
42,ELLIE,167,Female,2021
43,FINN,190,Male,2021
43,PENELOPE,165,Female,2021
44,JOSEPH,188,Male,2021
44,ISABELLE,165,Female,2021
45,RYAN,182,Male,2021
45,EMILIA,163,Female,2021
46,EDWARD,173,Male,2021
46,AYLA,163,Female,2021
47,MUHAMMAD,172,Male,2021
47,POPPY,160,Female,2021
48,LOUIS,169,Male,2021
48,ELEANOR,155,Female,2021
49,AUSTIN,167,Male,2021
49,ABIGAIL,151,Female,2021
50,LOGAN,165,Male,2021
50,EMMA,147,Female,2021
51,DANIEL,164,Male,2021
51,EVA,142,Female,2021
52,ADAM,163,Male,2021
52,ELSIE,141,Female,2021
53,MICHAEL,162,Male,2021
53,BILLIE,136,Female,2021
54,SONNY,161,Male,2021
54,MACKENZIE,134,Female,2021
55,JACKSON,160,Male,2021
55,FREYA,134,Female,2021
56,JASPER,157,Male,2021
56,LOLA,133,Female,2021
57,GABRIEL,157,Male,2021
57,BONNIE,130,Female,2021
58,JORDAN,153,Male,2021
58,ALICE,128,Female,2021
59,PATRICK,152,Male,2021
59,STELLA,126,Female,2021
60,LEON,151,Male,2021
60,REMI,126,Female,2021
61,RILEY,149,Male,2021
61,OLIVE,124,Female,2021
62,AIDEN,148,Male,2021
62,MILLIE,123,Female,2021
63,CARTER,147,Male,2021
63,ELOISE,123,Female,2021
64,ELI,146,Male,2021
64,HARRIET,119,Female,2021
65,JAYDEN,144,Male,2021
65,ELENA,119,Female,2021
66,LUKA,142,Male,2021
66,PIPER,113,Female,2021
67,ALI,142,Male,2021
67,LARA,104,Female,2021
68,LINCOLN,141,Male,2021
68,ELIANA,104,Female,2021
69,THEO,134,Male,2021
69,ADDISON,103,Female,2021
70,RIVER,133,Male,2021
70,SAVANNAH,102,Female,2021
71,FLYNN,129,Male,2021
71,BELLA,100,Female,2021
72,FELIX,128,Male,2021
72,PHOEBE,99,Female,2021
73,CHRISTIAN,126,Male,2021
73,ARIANA,99,Female,2021
74,LEONARDO,125,Male,2021
74,SUMMER,98,Female,2021
75,BILLY,124,Male,2021
75,AALIYAH,97,Female,2021
76,ZACHARY,122,Male,2021
76,SADIE,96,Female,2021
77,ASHER,122,Male,2021
77,ROSE,94,Female,2021
78,ELIAS,119,Male,2021
78,MAEVE,92,Female,2021
79,LENNOX,118,Male,2021
79,CLAIRE,89,Female,2021
80,BODHI,118,Male,2021
80,IMOGEN,88,Female,2021
81,NICHOLAS,117,Male,2021
81,ZOEY,87,Female,2021
82,ANGUS,115,Male,2021
82,LEAH,87,Female,2021
83,JUDE,110,Male,2021
83,JASMINE,87,Female,2021
84,ROMAN,108,Male,2021
84,ELIZABETH,87,Female,2021
85,VINCENT,106,Male,2021
85,ANNA,87,Female,2021
86,MATTHEW,106,Male,2021
86,EDEN,86,Female,2021
87,EZRA,105,Male,2021
87,RILEY,84,Female,2021
88,ARI,105,Male,2021
88,PIPPA,84,Female,2021
89,CHARLES,104,Male,2021
89,NORA,83,Female,2021
90,LUKE,103,Male,2021
90,VALENTINA,82,Female,2021
91,SPENCER,102,Male,2021
91,GABRIELLA,82,Female,2021
92,ASHTON,102,Male,2021
92,CHARLIE,82,Female,2021
93,ZAYN,100,Male,2021
93,QUINN,81,Female,2021
94,KOA,100,Male,2021
94,HALLIE,80,Female,2021
95,OWEN,99,Male,2021
95,DELILAH,80,Female,2021
96,JAXON,99,Male,2021
96,SARAH,79,Female,2021
97,MAXWELL,98,Male,2021
97,LYLA,79,Female,2021
98,ISAIAH,97,Male,2021
98,ELIZA,79,Female,2021
99,ANTHONY,97,Male,2021
99,ADELINE,79,Female,2021
100,TYLER,96,Male,2021
100,MOLLY,78,Female,2021
1,OLIVER,637,Male,2020
1,AMELIA,514,Female,2020
2,NOAH,593,Male,2020
2,OLIVIA,476,Female,2020
3,WILLIAM,478,Male,2020
3,CHARLOTTE,460,Female,2020
4,LEO,420,Male,2020
4,MIA,420,Female,2020
5,LUCAS,409,Male,2020
5,ISLA,420,Female,2020
6,LIAM,383,Male,2020
6,AVA,391,Female,2020
7,JACK,376,Male,2020
7,CHLOE,375,Female,2020
8,HENRY,374,Male,2020
8,GRACE,323,Female,2020
9,ELIJAH,371,Male,2020
9,SOPHIA,302,Female,2020
10,THOMAS,351,Male,2020
10,ZOE,301,Female,2020
11,JAMES,344,Male,2020
11,HARPER,293,Female,2020
11,ALEXANDER,344,Male,2020
11,IVY,291,Female,2020
13,CHARLIE,335,Male,2020
13,ISABELLA,289,Female,2020
14,LEVI,317,Male,2020
14,ELLA,289,Female,2020
15,THEODORE,313,Male,2020
15,SOPHIE,276,Female,2020
16,HUDSON,307,Male,2020
16,SIENNA,273,Female,2020
17,JACOB,293,Male,2020
17,MATILDA,270,Female,2020
18,ARCHIE,290,Male,2020
18,WILLOW,266,Female,2020
19,ETHAN,287,Male,2020
19,LILY,247,Female,2020
20,HARRISON,286,Male,2020
20,EVELYN,245,Female,2020
21,MASON,270,Male,2020
21,MILA,244,Female,2020
22,HUNTER,264,Male,2020
22,RUBY,242,Female,2020
23,ISAAC,259,Male,2020
23,EVIE,240,Female,2020
24,OSCAR,245,Male,2020
24,LAYLA,220,Female,2020
25,COOPER,243,Male,2020
25,AUDREY,210,Female,2020
26,LACHLAN,239,Male,2020
26,EMILY,209,Female,2020
27,LUCA,238,Male,2020
27,LUCY,206,Female,2020
28,GEORGE,231,Male,2020
28,ARIA,205,Female,2020
29,BENJAMIN,227,Male,2020
29,HANNAH,201,Female,2020
30,HARRY,223,Male,2020
30,HAZEL,200,Female,2020
31,HARVEY,222,Male,2020
31,GEORGIA,195,Female,2020
32,SAMUEL,221,Male,2020
32,ZARA,192,Female,2020
33,HUGO,212,Male,2020
33,SOFIA,190,Female,2020
34,MAX,211,Male,2020
34,SCARLETT,179,Female,2020
35,ARCHER,209,Male,2020
35,ELLIE,171,Female,2020
36,SEBASTIAN,205,Male,2020
36,EMMA,170,Female,2020
37,ARLO,194,Male,2020
37,FRANKIE,166,Female,2020
38,LOGAN,193,Male,2020
38,ABIGAIL,164,Female,2020
39,MUHAMMAD,190,Male,2020
39,ISABELLE,164,Female,2020
39,FINN,190,Male,2020
39,FLORENCE,157,Female,2020
41,XAVIER,183,Male,2020
41,EVA,151,Female,2020
42,RYAN,182,Male,2020
42,VIOLET,151,Female,2020
42,EDWARD,182,Male,2020
42,EMILIA,150,Female,2020
44,ARTHUR,181,Male,2020
44,ELSIE,141,Female,2020
45,JAYDEN,180,Male,2020
45,ELEANOR,140,Female,2020
46,JACKSON,176,Male,2020
46,AURORA,139,Female,2020
47,JOSHUA,175,Male,2020
47,PENELOPE,137,Female,2020
47,DANIEL,175,Male,2020
47,JASMINE,136,Female,2020
49,JOSEPH,173,Male,2020
49,POPPY,135,Female,2020
