name,number,sex,year
Alex,172,Male,2005
Matilda,120,Female,2005
Christopher,170,Male,2005
Angelina,119,Female,2005
Joel,165,Male,2005
Bianca,119,Female,2005
Jesse,164,Male,2005
Ellie,117,Female,2005
Sebastian,162,Male,2005
Mikayla,115,Female,2005
Aidan,161,Male,2005
Stephanie,115,Female,2005
Brayden,151,Male,2005
Abigail,114,Female,2005
Aaron,148,Male,2005
Natasha,113,Female,2005
Aiden,148,Male,2005
Anna,111,Female,2005
Cody,140,Male,2005
Jorja,111,Female,2005
Dominic,140,Male,2005
Summer,111,Female,2005
Henry,140,Male,2005
Lilly,110,Female,2005
Marcus,136,Male,2005
Mackenzie,110,Female,2005
Justin,135,Male,2005
Zara,110,Female,2005
George,134,Male,2005
Amber,107,Female,2005
Toby,133,Male,2005
Brooke,107,Female,2005
Ashton,132,Male,2005
Kate,107,Female,2005
John,128,Male,2005
Rebecca,103,Female,2005
David,127,Male,2005
Abby,102,Female,2005
Mason,127,Male,2005
Maya,102,Female,2005
Callum,126,Male,2005
Skye,102,Female,2005
Ali,125,Male,2005
Alicia,101,Female,2005
Declan,124,Male,2005
Eliza,100,Female,2005
Seth,122,Male,2005
Erin,100,Female,2005
Xavier,122,Male,2005
Taylor,100,Female,2005
Timothy,117,Male,2005
Eva,99,Female,2005
Peter,116,Male,2005
Sofia,99,Female,2005
Zac,116,Male,2005
Victoria,97,Female,2005
Kyle,115,Male,2005
Brianna,95,Female,2005
Elijah,114,Male,2005
Tayla,94,Female,2005
Jonathan,114,Male,2005
Makayla,93,Female,2005
Jett,113,Male,2005
Gabrielle,91,Female,2005
Kai,110,Male,2005
Tiana,91,Female,2005
Finn,109,Male,2005
Ebony,89,Female,2005
Jai,109,Male,2005
Ashleigh,88,Female,2005
Zane,109,Male,2005
Rachel,88,Female,2005
Charles,107,Male,2005
Layla,87,Female,2005
Luca,107,Male,2005
Scarlett,87,Female,2005
Jason,106,Male,2005
Taylah,87,Female,2005
Sam,105,Male,2005
Annabelle,85,Female,2005
Brandon,103,Male,2005
Monique,84,Female,2005
Hunter,102,Male,2005
Alice,83,Female,2005
Darcy,100,Male,2005
Madeline,83,Female,2005
Kye,99,Male,2005
Alana,82,Female,2005
Owen,99,Male,2005
Claire,82,Female,2005
Hamish,97,Male,2005
Gemma,82,Female,2005
Sean,97,Male,2005
Mariam,82,Female,2005
Gabriel,95,Male,2005
Talia,81,Female,2005
Jack,837,Male,2004
Emily,622,Female,2004
Joshua,795,Male,2004
Olivia,531,Female,2004
Lachlan,759,Male,2004
Chloe,527,Female,2004
Thomas,735,Male,2004
Jessica,523,Female,2004
William,659,Male,2004
Sophie,504,Female,2004
James,600,Male,2004
Charlotte,503,Female,2004
Ethan,580,Male,2004
Isabella,477,Female,2004
Ryan,551,Male,2004
Ella,464,Female,2004
Daniel,545,Male,2004
Emma,391,Female,2004
Samuel,535,Male,2004
Grace,384,Female,2004
Nicholas,500,Male,2004
Sarah,375,Female,2004
Luke,487,Male,2004
Mia,374,Female,2004
Matthew,480,Male,2004
Hannah,364,Female,2004
Benjamin,463,Male,2004
Jasmine,333,Female,2004
Liam,456,Male,2004
Georgia,332,Female,2004
Jacob,440,Male,2004
Lily,319,Female,2004
Alexander,407,Male,2004
Zoe,257,Female,2004
Dylan,383,Male,2004
Amelia,252,Female,2004
Riley,383,Male,2004
Hayley,246,Female,2004
Jake,351,Male,2004
Ruby,231,Female,2004
Jayden,343,Male,2004
Holly,217,Female,2004
Harrison,326,Male,2004
Madison,217,Female,2004
Bailey,323,Male,2004
Jade,216,Female,2004
Cooper,321,Male,2004
Maddison,216,Female,2004
Oliver,320,Male,2004
Alyssa,207,Female,2004
Connor,307,Male,2004
Caitlin,205,Female,2004
Nathan,302,Male,2004
Lara,191,Female,2004
Michael,297,Male,2004
Amy,189,Female,2004
Max,294,Male,2004
Paige,184,Female,2004
Noah,290,Male,2004
Lucy,179,Female,2004
Jordan,275,Male,2004
Sophia,176,Female,2004
Jackson,264,Male,2004
Tahlia,174,Female,2004
Blake,260,Male,2004
Samantha,172,Female,2004
Zachary,260,Male,2004
Chelsea,171,Female,2004
Isaac,257,Male,2004
Molly,162,Female,2004
Joseph,239,Male,2004
Lauren,161,Female,2004
Cameron,235,Male,2004
Elizabeth,153,Female,2004
Harry,229,Male,2004
Abbey,150,Female,2004
Adam,221,Male,2004
Phoebe,147,Female,2004
Patrick,221,Male,2004
Brooke,144,Female,2004
Hayden,206,Male,2004
Imogen,143,Female,2004
Oscar,206,Male,2004
Laura,139,Female,2004
Joel,204,Male,2004
Bianca,135,Female,2004
Angus,203,Male,2004
Natalie,135,Female,2004
Andrew,199,Male,2004
Kayla,134,Female,2004
Mitchell,199,Male,2004
Sienna,132,Female,2004
Anthony,195,Male,2004
Amber,129,Female,2004
Tyler,184,Male,2004
Ashley,129,Female,2004
Aaron,178,Male,2004
Stephanie,128,Female,2004
Christopher,174,Male,2004
Gabrielle,127,Female,2004
Caleb,172,Male,2004
Angelina,126,Female,2004
Charlie,172,Male,2004
Mikayla,126,Female,2004
Sebastian,163,Male,2004
Claudia,125,Female,2004
Logan,158,Male,2004
Brianna,122,Female,2004
Cody,157,Male,2004
Rachel,122,Female,2004
Jesse,153,Male,2004
Mackenzie,121,Female,2004
Alex,150,Male,2004
Ava,120,Female,2004
Christian,147,Male,2004
Anna,119,Female,2004
Ashton,146,Male,2004
Taylah,117,Female,2004
Callum,141,Male,2004
Isabelle,116,Female,2004
David,141,Male,2004
Natasha,113,Female,2004
Justin,140,Male,2004
Tara,111,Female,2004
Aidan,139,Male,2004
Kate,110,Female,2004
George,137,Male,2004
Alexandra,109,Female,2004
Aiden,135,Male,2004
Eliza,109,Female,2004
Zac,134,Male,2004
Erin,109,Female,2004
Lucas,133,Male,2004
Ashleigh,108,Female,2004
Hamish,132,Male,2004
Paris,105,Female,2004
Peter,132,Male,2004
Abby,98,Female,2004
John,131,Male,2004
Jorja,98,Female,2004
Marcus,128,Male,2004
Abigail,96,Female,2004
Henry,126,Male,2004
Claire,96,Female,2004
Flynn,125,Male,2004
Ellie,96,Female,2004
Brandon,123,Male,2004
Maya,96,Female,2004
Brock,122,Male,2004
Kiara,94,Female,2004
Brayden,121,Male,2004
Rebecca,93,Female,2004
Edward,117,Male,2004
Taylor,92,Female,2004
Charles,116,Male,2004
Tayla,91,Female,2004
Jason,116,Male,2004
Annabelle,90,Female,2004
Kyle,116,Male,2004
Ebony,90,Female,2004
Jeremy,112,Male,2004
Matilda,89,Female,2004
Declan,111,Male,2004
Victoria,88,Female,2004
Jonathan,111,Male,2004
Alana,86,Female,2004
Dominic,107,Male,2004
Zara,86,Female,2004
Ali,106,Male,2004
Kaitlyn,85,Female,2004
Corey,105,Male,2004
Lilly,85,Female,2004
Elijah,105,Male,2004
Jordan,84,Female,2004
Toby,105,Male,2004
Alicia,81,Female,2004
Xavier,103,Male,2004
Caitlyn,79,Female,2004
Gabriel,100,Male,2004
Sofia,79,Female,2004
Zane,100,Male,2004
Megan,78,Female,2004
Brendan,98,Male,2004
Tiana,77,Female,2004
Sam,98,Male,2004
Scarlett,76,Female,2004
Darcy,97,Male,2004
Courtney,75,Female,2004
Jamie,96,Male,2004
Layla,75,Female,2004
Jai,95,Male,2004
Madeline,75,Female,2004
Levi,94,Male,2004
Monique,74,Female,2004
Timothy,94,Male,2004
Bella,73,Female,2004
Ben,93,Male,2004
Gemma,73,Female,2004
Beau,92,Male,2004
Bethany,72,Female,2004
Jack,889,Male,2003
Emily,695,Female,2003
Joshua,859,Male,2003
Jessica,592,Female,2003
Lachlan,764,Male,2003
Chloe,551,Female,2003
Thomas,694,Male,2003
Olivia,551,Female,2003
William,678,Male,2003
Isabella,482,Female,2003
James,644,Male,2003
Sarah,453,Female,2003
Daniel,626,Male,2003
Emma,421,Female,2003
Ethan,625,Male,2003
Georgia,418,Female,2003
Benjamin,582,Male,2003
Ella,411,Female,2003
Samuel,552,Male,2003
Grace,408,Female,2003
Matthew,544,Male,2003
Sophie,406,Female,2003
Nicholas,530,Male,2003
Charlotte,396,Female,2003
Luke,500,Male,2003
Hannah,381,Female,2003
Liam,496,Male,2003
Mia,324,Female,2003
Ryan,479,Male,2003
Zoe,303,Female,2003
Dylan,442,Male,2003
Lily,301,Female,2003
Jacob,439,Male,2003
Jasmine,270,Female,2003
Jayden,400,Male,2003
Hayley,266,Female,2003
Jordan,394,Male,2003
Holly,242,Female,2003
Alexander,387,Male,2003
Amelia,231,Female,2003
Harrison,346,Male,2003
Jade,228,Female,2003
Riley,342,Male,2003
Caitlin,224,Female,2003
Connor,334,Male,2003
Ruby,224,Female,2003
Mitchell,314,Male,2003
Maddison,215,Female,2003
Jake,306,Male,2003
Madison,210,Female,2003
Michael,306,Male,2003
Lara,208,Female,2003
Max,301,Male,2003
Amy,204,Female,2003
Bailey,298,Male,2003
Lauren,203,Female,2003
Jackson,297,Male,2003
Lucy,203,Female,2003
Adam,294,Male,2003
Chelsea,190,Female,2003
Cameron,285,Male,2003
Alyssa,186,Female,2003
Noah,284,Male,2003
Elizabeth,183,Female,2003
Cooper,271,Male,2003
Paige,183,Female,2003
Nathan,264,Male,2003
Samantha,176,Female,2003
Blake,263,Male,2003
Brooke,163,Female,2003
Oliver,261,Male,2003
Stephanie,162,Female,2003
Joseph,255,Male,2003
Laura,160,Female,2003
Zachary,255,Male,2003
Claudia,159,Female,2003
Patrick,253,Male,2003
Alexandra,158,Female,2003
Andrew,234,Male,2003
Imogen,154,Female,2003
Angus,233,Male,2003
Sophia,154,Female,2003
Hayden,232,Male,2003
Abbey,149,Female,2003
Christopher,229,Male,2003
Tahlia,149,Female,2003
Harry,210,Male,2003
Rachel,143,Female,2003
Anthony,209,Male,2003
Bianca,140,Female,2003
Isaac,201,Male,2003
Brianna,140,Female,2003
Joel,201,Male,2003
Ashleigh,137,Female,2003
Tyler,185,Male,2003
Ashley,137,Female,2003
Sebastian,184,Male,2003
Natalie,137,Female,2003
Aaron,182,Male,2003
Erin,135,Female,2003
Oscar,181,Male,2003
Tara,134,Female,2003
Caleb,173,Male,2003
Isabelle,131,Female,2003
Logan,166,Male,2003
Kayla,129,Female,2003
Aidan,163,Male,2003
Molly,129,Female,2003
Kyle,158,Male,2003
Courtney,126,Female,2003
Alex,153,Male,2003
Natasha,126,Female,2003
John,153,Male,2003
Claire,124,Female,2003
Brandon,149,Male,2003
Paris,122,Female,2003
Christian,147,Male,2003
Phoebe,122,Female,2003
Peter,145,Male,2003
Anna,117,Female,2003
Callum,143,Male,2003
Gabrielle,114,Female,2003
Justin,143,Male,2003
Ebony,113,Female,2003
Charlie,142,Male,2003
Rebecca,111,Female,2003
Jesse,142,Male,2003
Amber,108,Female,2003
Lucas,142,Male,2003
Monique,107,Female,2003
David,138,Male,2003
Angelina,101,Female,2003
Cody,133,Male,2003
Mikayla,101,Female,2003
Marcus,133,Male,2003
Taylah,101,Female,2003
Brock,131,Male,2003
Kate,100,Female,2003
George,128,Male,2003
Eliza,99,Female,2003
Declan,126,Male,2003
Gemma,99,Female,2003
Jonathan,126,Male,2003
Annabelle,98,Female,2003
Hamish,125,Male,2003
Victoria,98,Female,2003
Aiden,120,Male,2003
Maya,96,Female,2003
Ali,118,Male,2003
Alana,95,Female,2003
Bradley,118,Male,2003
Mackenzie,95,Female,2003
Jason,117,Male,2003
Kiara,94,Female,2003
Jeremy,117,Male,2003
Madeleine,94,Female,2003
Kai,113,Male,2003
Angela,91,Female,2003
Ben,112,Male,2003
Ava,91,Female,2003
Zac,111,Male,2003
Jorja,91,Female,2003
Sean,107,Male,2003
Tiana,91,Female,2003
Brodie,106,Male,2003
Jacinta,90,Female,2003
Charles,106,Male,2003
Jordan,90,Female,2003
Elijah,106,Male,2003
Tayla,90,Female,2003
Timothy,106,Male,2003
Ellie,88,Female,2003
Rhys,105,Male,2003
Jemma,88,Female,2003
Toby,105,Male,2003
Jennifer,88,Female,2003
Flynn,103,Male,2003
Madeline,87,Female,2003
Mason,103,Male,2003
Kaitlyn,85,Female,2003
Corey,99,Male,2003
Sienna,84,Female,2003
Adrian,96,Male,2003
Lillian,82,Female,2003
Dominic,96,Male,2003
Lilly,82,Female,2003
Owen,96,Male,2003
Taylor,82,Female,2003
Robert,96,Male,2003
Abigail,78,Female,2003
Seth,94,Male,2003
Bethany,78,Female,2003
Brayden,93,Male,2003
Bronte,78,Female,2003
Brendan,92,Male,2003
Alicia,77,Female,2003
Tyson,92,Male,2003
Caitlyn,76,Female,2003
Darcy,91,Male,2003
Christina,75,Female,2003
Joshua,1008,Male,2002
Emily,675,Female,2002
Jack,845,Male,2002
Jessica,633,Female,2002
Lachlan,841,Male,2002
Chloe,578,Female,2002
Thomas,692,Male,2002
Isabella,503,Female,2002
Ethan,658,Male,2002
Sarah,478,Female,2002
Nicholas,626,Male,2002
Olivia,474,Female,2002
James,616,Male,2002
Sophie,463,Female,2002
Daniel,613,Male,2002
Georgia,453,Female,2002
Benjamin,608,Male,2002
Hannah,405,Female,2002
William,602,Male,2002
Grace,404,Female,2002
Matthew,563,Male,2002
Ella,383,Female,2002
Liam,554,Male,2002
Emma,341,Female,2002
Luke,530,Male,2002
Jasmine,328,Female,2002
Samuel,506,Male,2002
Charlotte,315,Female,2002
Jacob,458,Male,2002
Caitlin,292,Female,2002
Dylan,448,Male,2002
Lauren,264,Female,2002
Ryan,438,Male,2002
Jade,259,Female,2002
Jayden,419,Male,2002
Amy,246,Female,2002
Alexander,402,Male,2002
Zoe,243,Female,2002
Jordan,395,Male,2002
Maddison,230,Female,2002
Michael,357,Male,2002
Mia,228,Female,2002
Nathan,350,Male,2002
Holly,221,Female,2002
Riley,335,Male,2002
Lily,220,Female,2002
Connor,329,Male,2002
Madison,217,Female,2002
Harrison,327,Male,2002
Lara,215,Female,2002
Jake,311,Male,2002
Hayley,212,Female,2002
Blake,299,Male,2002
Samantha,210,Female,2002
Mitchell,295,Male,2002
Chelsea,204,Female,2002
Bailey,288,Male,2002
Alyssa,203,Female,2002
Zachary,286,Male,2002
Ruby,194,Female,2002
Jackson,277,Male,2002
Lucy,191,Female,2002
Adam,275,Male,2002
Laura,190,Female,2002
Cameron,273,Male,2002
Amelia,182,Female,2002
Noah,264,Male,2002
Stephanie,182,Female,2002
Cooper,258,Male,2002
Alexandra,171,Female,2002
Andrew,255,Male,2002
Elizabeth,169,Female,2002
Joseph,249,Male,2002
Abbey,166,Female,2002
Patrick,247,Male,2002
Kayla,163,Female,2002
Max,240,Male,2002
Claudia,159,Female,2002
Oliver,232,Male,2002
Brooke,155,Female,2002
Angus,228,Male,2002
Brianna,153,Female,2002
Anthony,226,Male,2002
Natalie,153,Female,2002
Joel,224,Male,2002
Paige,151,Female,2002
Harry,222,Male,2002
Rebecca,150,Female,2002
Christopher,218,Male,2002
Ashley,146,Female,2002
Hayden,213,Male,2002
Phoebe,145,Female,2002
Kyle,196,Male,2002
Tahlia,145,Female,2002
Isaac,192,Male,2002
Courtney,142,Female,2002
Aaron,187,Male,2002
Gabrielle,142,Female,2002
Tyler,179,Male,2002
Anna,141,Female,2002
Caleb,175,Male,2002
Taylah,141,Female,2002
David,172,Male,2002
Ashleigh,138,Female,2002
Aidan,170,Male,2002
Erin,137,Female,2002
Alex,170,Male,2002
Bianca,136,Female,2002
Callum,164,Male,2002
Sophia,136,Female,2002
Sebastian,163,Male,2002
Ebony,135,Female,2002
John,155,Male,2002
Tara,131,Female,2002
Cody,145,Male,2002
Tayla,130,Female,2002
Timothy,145,Male,2002
Amber,129,Female,2002
Brandon,140,Male,2002
Isabelle,127,Female,2002
Sean,140,Male,2002
Natasha,127,Female,2002
Christian,139,Male,2002
Molly,126,Female,2002
Jason,139,Male,2002
Kate,124,Female,2002
Corey,137,Male,2002
Mikayla,122,Female,2002
Zac,136,Male,2002
Rachel,122,Female,2002
Lucas,134,Male,2002
Kiara,118,Female,2002
Jeremy,132,Male,2002
Alicia,117,Female,2002
Jonathan,131,Male,2002
Taylor,117,Female,2002
Declan,128,Male,2002
Madeline,115,Female,2002
Justin,128,Male,2002
Monique,113,Female,2002
Aiden,127,Male,2002
Angela,104,Female,2002
Jesse,127,Male,2002
Mackenzie,103,Female,2002
George,124,Male,2002
Madeleine,103,Female,2002
Logan,123,Male,2002
Victoria,103,Female,2002
Oscar,123,Male,2002
Claire,102,Female,2002
Peter,123,Male,2002
Danielle,102,Female,2002
Marcus,120,Male,2002
Tiana,102,Female,2002
Bradley,118,Male,2002
Imogen,101,Female,2002
Brayden,116,Male,2002
Abby,99,Female,2002
Henry,114,Male,2002
Alana,98,Female,2002
Ali,113,Male,2002
Katie,97,Female,2002
Ben,109,Male,2002
Jordan,95,Female,2002
Darcy,105,Male,2002
Julia,94,Female,2002
Brendan,103,Male,2002
Shakira,93,Female,2002
Charlie,103,Male,2002
Jemma,91,Female,2002
Dominic,101,Male,2002
Paris,91,Female,2002
Hamish,98,Male,2002
Maya,87,Female,2002
Rhys,98,Male,2002
Bethany,85,Female,2002
Charles,97,Male,2002
Kaitlyn,84,Female,2002
Edward,97,Male,2002
Abigail,83,Female,2002
Gabriel,96,Male,2002
Jennifer,82,Female,2002
Sam,94,Male,2002
Annabelle,81,Female,2002
Flynn,93,Male,2002
Eliza,80,Female,2002
Jamie,93,Male,2002
Nicole,79,Female,2002
Robert,93,Male,2002
Alice,78,Female,2002
Zane,93,Male,2002
Gemma,76,Female,2002
Brock,91,Male,2002
Caitlyn,74,Female,2002
Kai,91,Male,2002
Ellie,73,Female,2002
Jai,90,Male,2002
Megan,73,Female,2002
Adrian,86,Male,2002
Leah,72,Female,2002
Joshua,1021,Male,2001
Emily,747,Female,2001
Jack,860,Male,2001
Jessica,727,Female,2001
Lachlan,813,Male,2001
Chloe,604,Female,2001
Thomas,741,Male,2001
Sarah,561,Female,2001
James,686,Male,2001
Isabella,483,Female,2001
Daniel,646,Male,2001
Olivia,472,Female,2001
Matthew,623,Male,2001
Georgia,460,Female,2001
Nicholas,607,Male,2001
Hannah,434,Female,2001
William,607,Male,2001
Sophie,432,Female,2001
Benjamin,602,Male,2001
Emma,425,Female,2001
Jacob,548,Male,2001
Grace,398,Female,2001
Luke,512,Male,2001
Caitlin,325,Female,2001
Liam,511,Male,2001
Jasmine,310,Female,2001
Samuel,492,Male,2001
Zoe,283,Female,2001
Dylan,491,Male,2001
Amy,277,Female,2001
Ryan,468,Male,2001
Charlotte,276,Female,2001
Ethan,449,Male,2001
Lauren,273,Female,2001
Alexander,435,Male,2001
Samantha,261,Female,2001
Michael,435,Male,2001
Ella,257,Female,2001
Nathan,418,Male,2001
Madison,250,Female,2001
Jordan,412,Male,2001
Jade,235,Female,2001
Mitchell,385,Male,2001
Maddison,232,Female,2001
Harrison,378,Male,2001
Lily,213,Female,2001
Jake,356,Male,2001
Lucy,205,Female,2001
Jayden,327,Male,2001
Holly,204,Female,2001
Connor,318,Male,2001
Ruby,204,Female,2001
Cameron,312,Male,2001
Mia,202,Female,2001
Jackson,310,Male,2001
Brooke,195,Female,2001
Blake,308,Male,2001
Laura,182,Female,2001
Bailey,300,Male,2001
Chelsea,181,Female,2001
Riley,299,Male,2001
Hayley,179,Female,2001
Adam,295,Male,2001
Natasha,178,Female,2001
Andrew,289,Male,2001
Rebecca,176,Female,2001
Patrick,281,Male,2001
Amelia,175,Female,2001
Zachary,278,Male,2001
Elizabeth,175,Female,2001
Christopher,276,Male,2001
Stephanie,174,Female,2001
Anthony,261,Male,2001
Courtney,166,Female,2001
Joseph,260,Male,2001
Kayla,166,Female,2001
Noah,238,Male,2001
Amber,164,Female,2001
Aaron,237,Male,2001
Kate,161,Female,2001
Kyle,229,Male,2001
Lara,160,Female,2001
David,227,Male,2001
Claudia,159,Female,2001
Oliver,226,Male,2001
Natalie,153,Female,2001
Joel,224,Male,2001
Erin,152,Female,2001
Isaac,220,Male,2001
Taylah,152,Female,2001
Hayden,217,Male,2001
Taylor,152,Female,2001
Angus,209,Male,2001
Alexandra,150,Female,2001
Harry,205,Male,2001
Alyssa,149,Female,2001
Cooper,195,Male,2001
Rachel,146,Female,2001
Tyler,190,Male,2001
Ashleigh,143,Female,2001
Caleb,184,Male,2001
Tara,140,Female,2001
Callum,181,Male,2001
Isabelle,137,Female,2001
John,181,Male,2001
Abbey,134,Female,2001
Max,175,Male,2001
Anna,132,Female,2001
Jesse,172,Male,2001
Tahlia,131,Female,2001
Bradley,165,Male,2001
Brianna,129,Female,2001
Brandon,161,Male,2001
Phoebe,129,Female,2001
Jeremy,159,Male,2001
Bianca,126,Female,2001
Justin,159,Male,2001
Gabrielle,125,Female,2001
Timothy,158,Male,2001
Kiara,125,Female,2001
Brendan,157,Male,2001
Madeline,123,Female,2001
Cody,157,Male,2001
Tayla,123,Female,2001
Jonathan,149,Male,2001
Ashley,120,Female,2001
Alex,145,Male,2001
Ebony,120,Female,2001
Jason,144,Male,2001
Claire,119,Female,2001
Peter,142,Male,2001
Monique,119,Female,2001
Christian,138,Male,2001
Molly,118,Female,2001
Corey,138,Male,2001
Jennifer,108,Female,2001
Sean,135,Male,2001
Sophia,106,Female,2001
Zac,133,Male,2001
Gemma,104,Female,2001
Declan,129,Male,2001
Megan,104,Female,2001
George,124,Male,2001
Angela,103,Female,2001
Logan,123,Male,2001
Mikayla,103,Female,2001
Oscar,122,Male,2001
Victoria,102,Female,2001
Marcus,117,Male,2001
Bethany,100,Female,2001
Rhys,115,Male,2001
Paige,100,Female,2001
Henry,112,Male,2001
Madeleine,99,Female,2001
Jarrod,110,Male,2001
Julia,98,Female,2001
Aidan,109,Male,2001
Mackenzie,92,Female,2001
Robert,109,Male,2001
Alicia,91,Female,2001
Edward,108,Male,2001
Kaitlyn,91,Female,2001
Lucas,108,Male,2001
Leah,91,Female,2001
Sebastian,107,Male,2001
Paris,90,Female,2001
Charles,103,Male,2001
Jasmin,89,Female,2001
Charlie,99,Male,2001
Abby,88,Female,2001
Aiden,98,Male,2001
Tiana,88,Female,2001
Kye,97,Male,2001
Jemma,85,Female,2001
Ali,96,Male,2001
Danielle,84,Female,2001
Jai,96,Male,2001
Eliza,84,Female,2001
Mark,95,Male,2001
Imogen,83,Female,2001
Sam,95,Male,2001
Caitlyn,81,Female,2001
Reece,93,Male,2001
Maya,81,Female,2001
Zane,92,Male,2001
Vanessa,81,Female,2001
Brayden,91,Male,2001
Zara,81,Female,2001
Jamie,91,Male,2001
Nicole,80,Female,2001
Darcy,89,Male,2001
Annabelle,78,Female,2001
Jye,88,Male,2001
Katie,77,Female,2001
Kevin,86,Male,2001
Alice,76,Female,2001
Flynn,85,Male,2001
Christina,76,Female,2001
Hamish,83,Male,2001
Rachael,76,Female,2001
Joshua,1039,Male,2000
Jessica,784,Female,2000
Jack,888,Male,2000
Emily,741,Female,2000
Thomas,818,Male,2000
Sarah,629,Female,2000
Lachlan,810,Male,2000
Georgia,575,Female,2000
James,755,Male,2000
Olivia,524,Female,2000
Matthew,755,Male,2000
Chloe,496,Female,2000
Daniel,741,Male,2000
Emma,461,Female,2000
Benjamin,640,Male,2000
Sophie,449,Female,2000
Nicholas,639,Male,2000
Isabella,426,Female,2000
William,630,Male,2000
Hannah,417,Female,2000
Jacob,599,Male,2000
Caitlin,360,Female,2000
Ryan,576,Male,2000
Grace,318,Female,2000
Liam,558,Male,2000
Samantha,309,Female,2000
Luke,546,Male,2000
Amy,284,Female,2000
Samuel,546,Male,2000
Jasmine,281,Female,2000
Dylan,495,Male,2000
Lauren,273,Female,2000
Michael,453,Male,2000
Zoe,261,Female,2000
Nathan,450,Male,2000
Madison,255,Female,2000
Mitchell,438,Male,2000
Maddison,250,Female,2000
Alexander,425,Male,2000
Brooke,243,Female,2000
Ethan,414,Male,2000
Rebecca,237,Female,2000
Jordan,410,Male,2000
Laura,236,Female,2000
Jake,380,Male,2000
Courtney,232,Female,2000
Jayden,340,Male,2000
Jade,227,Female,2000
Andrew,339,Male,2000
Chelsea,223,Female,2000
Harrison,333,Male,2000
Charlotte,210,Female,2000
Cameron,325,Male,2000
Stephanie,205,Female,2000
Christopher,322,Male,2000
Hayley,201,Female,2000
Adam,319,Male,2000
Ella,200,Female,2000
Jackson,315,Male,2000
Natasha,198,Female,2000
Zachary,311,Male,2000
Elizabeth,189,Female,2000
Connor,305,Male,2000
Alexandra,187,Female,2000
Blake,304,Male,2000
Rachel,187,Female,2000
Kyle,301,Male,2000
Taylor,182,Female,2000
Bailey,278,Male,2000
Lucy,180,Female,2000
Riley,268,Male,2000
Lily,176,Female,2000
Anthony,266,Male,2000
Holly,169,Female,2000
Patrick,257,Male,2000
Ashleigh,168,Female,2000
Joseph,250,Male,2000
Gabrielle,166,Female,2000
Isaac,241,Male,2000
Kate,166,Female,2000
David,234,Male,2000
Anna,165,Female,2000
Joel,229,Male,2000
Brianna,164,Female,2000
Aaron,227,Male,2000
Abbey,163,Female,2000
Oliver,210,Male,2000
Natalie,162,Female,2000
Hayden,207,Male,2000
Amelia,161,Female,2000
Angus,206,Male,2000
Claudia,161,Female,2000
John,205,Male,2000
Bianca,157,Female,2000
Brandon,203,Male,2000
Amber,151,Female,2000
Bradley,198,Male,2000
Tayla,150,Female,2000
Cooper,197,Male,2000
Ruby,148,Female,2000
Jesse,196,Male,2000
Brittany,147,Female,2000
Jason,186,Male,2000
Ashley,145,Female,2000
Harry,182,Male,2000
Monique,143,Female,2000
Timothy,176,Male,2000
Molly,142,Female,2000
Tyler,176,Male,2000
Madeline,139,Female,2000
Cody,170,Male,2000
Kayla,136,Female,2000
Justin,166,Male,2000
Taylah,136,Female,2000
Max,166,Male,2000
Erin,135,Female,2000
Callum,160,Male,2000
Isabelle,135,Female,2000
Caleb,155,Male,2000
Phoebe,135,Female,2000
Jarrod,154,Male,2000
Tahlia,134,Female,2000
Corey,152,Male,2000
Alyssa,133,Female,2000
Brendan,146,Male,2000
Jennifer,128,Female,2000
Peter,146,Male,2000
Kiara,127,Female,2000
Sean,142,Male,2000
Claire,124,Female,2000
Aidan,139,Male,2000
Ebony,122,Female,2000
Kevin,138,Male,2000
Sophia,122,Female,2000
Jonathan,136,Male,2000
Mia,121,Female,2000
Robert,136,Male,2000
Tara,120,Female,2000
Logan,133,Male,2000
Julia,119,Female,2000
Alex,132,Male,2000
Eliza,117,Female,2000
Rhys,131,Male,2000
Lara,117,Female,2000
Christian,130,Male,2000
Victoria,114,Female,2000
Jeremy,130,Male,2000
Paige,113,Female,2000
Lucas,129,Male,2000
Madeleine,107,Female,2000
Noah,126,Male,2000
Abby,105,Female,2000
George,120,Male,2000
Megan,102,Female,2000
Oscar,117,Male,2000
Nicole,98,Female,2000
Henry,116,Male,2000
Gemma,97,Female,2000
Marcus,112,Male,2000
Angela,96,Female,2000
Reece,110,Male,2000
Katherine,96,Female,2000
Ali,107,Male,2000
Kaitlyn,95,Female,2000
Sam,107,Male,2000
Katie,94,Female,2000
Steven,106,Male,2000
Mikayla,92,Female,2000
Zac,105,Male,2000
Michelle,88,Female,2000
Adrian,104,Male,2000
Bethany,87,Female,2000
Aiden,103,Male,2000
Britney,87,Female,2000
Charles,95,Male,2000
Breanna,85,Female,2000
Mark,95,Male,2000
Katelyn,84,Female,2000
Brayden,92,Male,2000
Catherine,83,Female,2000
Bryce,92,Male,2000
Danielle,83,Female,2000
Charlie,92,Male,2000
Melissa,83,Female,2000
Edward,92,Male,2000
Vanessa,83,Female,2000
Brock,91,Male,2000
Rachael,81,Female,2000
Brodie,91,Male,2000
Jordan,80,Female,2000
Dominic,91,Male,2000
Tiana,80,Female,2000
Jamie,91,Male,2000
Caitlyn,79,Female,2000
Mathew,90,Male,2000
Sara,79,Female,2000
Sebastian,90,Male,2000
Alicia,78,Female,2000
Tristan,90,Male,2000
Annabelle,78,Female,2000
