Given Name,Amount,Position
"JESSICA","284","1"
"SARAH","270","2"
"EMMA","189","3"
"REBECCA","177","4"
"LAUREN","159","5"
"MELISSA","146","6"
"SAMANTHA","143","7"
"AMY","139","8"
"NICOLE","115","9"
"KATE","111","10"
"AMANDA","110","11"
"DANIELLE","107","12"
"EMILY","95","13"
"STEPHANIE","85","14"
"LISA","82","15"
"ALEXANDRA","81","=16"
"LAURA","81","=16"
"KELLY","78","18"
"STACEY","76","19"
"KIMBERLEY","70","20"
"BIANCA","69","21"
"ASHLEIGH","67","=22"
"RACHEL","67","=22"
"MICHELLE","66","24"
"MEGAN","65","25"
"KYLIE","63","=26"
"NATASHA","63","=26"
"HANNAH","62","28"
"JENNA","61","29"
"CHLOE","56","30"
"COURTNEY","55","=31"
"KATHERINE","55","=31"
"HAYLEY","52","33"
"CLAIRE","51","34"
"RENEE","48","35"
"ELIZABETH","46","36"
"JASMINE","45","37"
"CAITLIN","44","=38"
"ERIN","44","=38"
"TAMARA","44","=38"
"ASHLEE","43","=41"
"SOPHIE","43","=41"
"TARA","43","=41"
"ALICIA","42","=44"
"VANESSA","42","=44"
"BROOKE","40","=46"
"NATALIE","40","=46"
"TIFFANY","40","=46"
"BELINDA","39","49"
"CASSANDRA","38","=50"
"CHELSEA","38","=50"
"JADE","37","52"
"ALISON","36","=53"
"KIRSTY","36","=53"
"LEAH","36","=53"
"ALICE","34","=56"
"ANNA","34","=56"
"CATHERINE","33","=58"
"KATHRYN","33","=58"
"JENNIFER","32","=60"
"KIMBERLY","32","=60"
"KATRINA","31","=62"
"RHIANNON","31","=62"
"ANGELA","30","64"
"HOLLY","29","=65"
"KATIE","29","=65"
"CHANTELLE","28","67"
"CARLY","27","=68"
"MELANIE","27","=68"
"RACHAEL","27","=68"
"SKYE","27","=68"
"ZOE","27","=68"
"JACQUELINE","26","=73"
"KRISTY","26","=73"
"KRYSTAL","26","=73"
"MONIQUE","25","76"
"ALYCE","24","=77"
"AMELIA","24","=77"
