Given Name,Amount,Position
"EMILY","155","1"
"CHARLOTTE","138","=2"
"MIA","138","=2"
"ISABELLA","127","4"
"CHLOE","121","5"
"ELLA","118","=6"
"OLIVIA","118","=6"
"MATILDA","101","8"
"SOPHIE","98","9"
"GRACE","95","10"
"SIENNA","92","11"
"LILY","90","=12"
"MADISON","90","=12"
"AVA","88","14"
"AMELIA","84","15"
"RUBY","79","16"
"HANNAH","78","17"
"JESSICA","75","18"
"ZOE","73","19"
"GEORGIA","72","20"
"HOLLY","67","=21"
"LUCY","67","=21"
"JASMINE","66","23"
"IMOGEN","63","24"
"EMMA","59","25"
"HAYLEY","55","=26"
"SARAH","55","=26"
"CHELSEA","54","28"
"MADDISON","50","29"
"ALYSSA","48","=30"
"EVA","48","=30"
"ISABELLE","47","=32"
"SCARLETT","47","=32"
"JADE","42","34"
"PAIGE","41","35"
"MIKAYLA","39","36"
"TAYLA","37","37"
"LILLY","36","38"
"CAITLIN","35","39"
"LAYLA","34","=40"
"SOPHIA","34","=40"
"TAHLIA","34","=40"
"MOLLY","33","=43"
"PHOEBE","33","=43"
"CLAIRE","32","45"
"ISLA","31","=46"
"KATE","31","=46"
"MADELINE","31","=46"
"AMBER","30","=49"
"ERIN","30","=49"
"LARA","30","=49"
"ZARA","29","52"
"ELIZA","28","=53"
"KAYLA","28","=53"
"ABBY","27","=55"
"ALICE","27","=55"
"AMY","27","=55"
"ANNABELLE","27","=55"
"ISABEL","27","=55"
"KEIRA","27","=55"
"MAYA","27","=55"
"SUMMER","27","=55"
"ALICIA","26","=63"
"AMELIE","26","=63"
"CHARLI","26","=63"
"LAUREN","26","=63"
"ABIGAIL","24","=67"
"NATALIE","24","=67"
"SAMANTHA","24","=67"
"ALEXANDRA","23","=70"
"BELLA","23","=70"
"SAVANNAH","23","=70"
"ALANA","22","=73"
"ANNA","22","=73"
"MACKENZIE","22","=73"
"MAKAYLA","22","=73"
"POPPY","22","=73"
"ABBEY","21","=78"
"CHARLIZE","21","=78"
"DAKOTA","21","=78"
"EBONY","21","=78"
"GEMMA","21","=78"
"ANNABEL","20","=83"
"ASHLEY","20","=83"
"STELLA","20","=83"
"AALIYAH","19","=86"
"ANGELINA","19","=86"
"BROOKE","19","=86"
"EVIE","19","=86"
"LACEY","19","=86"
"MADELEINE","19","=86"
"REBECCA","19","=86"
"ELLIE","18","=93"
"GABRIELLA","18","=93"
"KIARA","18","=93"
"LAURA","18","=93"
"BRIANNA","17","=97"
"EVE","17","=97"
"JORJA","17","=97"
"KAITLYN","17","=97"
"MACY","17","=97"
"SKYE","17","=97"
"STEPHANIE","17","=97"
"ALEISHA","16","=104"
"KATIE","16","=104"
"MILLIE","16","=104"
"ADDISON","15","=107"
"ANGEL","15","=107"
"JEMMA","15","=107"
"MEGAN","15","=107"
"SOFIA","15","=107"
"TAYLAH","15","=107"
"ABBIE","14","=113"
"BETHANY","14","=113"
"BIANCA","14","=113"
"LYLA","14","=113"
"MONIQUE","14","=113"
"MYA","14","=113"
"ROSE","14","=113"
"TAMIKA","14","=113"
"TAYA","14","=113"
"WILLOW","14","=113"
"AIMEE","13","=123"
"ALEXIS","13","=123"
"ANASTASIA","13","=123"
"AUDREY","13","=123"
"CHARLIE","13","=123"
"EDEN","13","=123"
