Given Name,Amount,Position
"DEBRA","311","=1"
"SUSAN","311","=1"
"JULIE","239","3"
"JENNIFER","233","4"
"CHRISTINE","204","5"
"KAREN","165","6"
"HELEN","160","7"
"WENDY","157","8"
"DEBORAH","152","9"
"DIANNE","144","10"
"HEATHER","132","11"
"KERRY","130","12"
"LYNETTE","129","13"
"ELIZABETH","128","14"
"VICKI","127","15"
"MARGARET","119","16"
"SANDRA","118","17"
"JUDITH","115","18"
"ROBYN","113","19"
"MARIA","110","20"
"SHARON","109","21"
"KATHRYN","102","22"
"ANNE","99","=23"
"JANE","99","=23"
"MARY","99","=23"
"CATHERINE","90","26"
"PATRICIA","86","27"
"SUZANNE","84","28"
"LINDA","73","29"
"CAROL","72","30"
"CHERYL","70","31"
"ANNETTE","68","32"
"ANGELA","67","=33"
"JANET","67","=33"
"JILLIAN","66","=35"
"JOANNE","66","=35"
"LEANNE","66","=35"
"BARBARA","65","=38"
"CAROLYN","65","=38"
"PAMELA","64","40"
"KATHLEEN","62","=41"
"ROSEMARY","62","=41"
"ANN","59","=43"
"UNNAMED","59","=43"
"DEBBIE","57","=45"
"DIANE","57","=45"
"MICHELE","55","47"
"DENISE","53","48"
"LEONIE","48","49"
"BRONWYN","46","=50"
"PAULINE","46","=50"
"MEREDITH","45","52"
"DIANA","44","=53"
"MICHELLE","44","=53"
"ANDREA","42","55"
"LESLEY","41","=56"
"YVONNE","41","=56"
"JOSEPHINE","39","=58"
"SALLY","39","=58"
"SHIRLEY","39","=58"
"TRACY","37","61"
"MARIE","36","62"
"ANNA","35","=63"
"LORRAINE","35","=63"
"SUSANNE","35","=63"
"TERESA","35","=63"
"BEVERLEY","34","=67"
"GAIL","34","=67"
"AMANDA","33","=69"
"JANICE","33","=69"
"BERNADETTE","32","=71"
"JEANETTE","32","=71"
"ALISON","30","=73"
"SHARYN","30","=73"
"JAYNE","29","75"
"JANINE","28","=76"
"LISA","28","=76"
"ROSALIE","28","=76"
"VERONICA","28","=76"
"CARMEL","26","=80"
"COLLEEN","26","=80"
"MAUREEN","26","=80"
"TRACEY","26","=80"
"FIONA","25","=84"
"GILLIAN","25","=84"
"JACQUELINE","25","=84"
"PENELOPE","24","=87"
"RUTH","24","=87"
"IRENE","23","=89"
"JAN","23","=89"
"JANETTE","23","=89"
"VALERIE","23","=89"
"CAROLINE","22","=93"
"LYNNE","22","=93"
"MAXINE","22","=93"
"BRENDA","21","=96"
"GAYNOR","21","=96"
"GLENDA","20","=98"
"LEE","20","=98"
"LOUISE","20","=98"
"ROSSLYN","20","=98"
"SONIA","20","=98"
"STEPHANIE","20","=98"
