Given Name,Amount,Position
"CHRISTINE","363","1"
"SUSAN","254","2"
"MARGARET","243","3"
"DIANNE","229","4"
"HELEN","211","5"
"JENNIFER","200","6"
"JUDITH","196","7"
"JULIE","184","8"
"LYNETTE","182","9"
"ANNE","168","10"
"ELIZABETH","166","11"
"SANDRA","165","12"
"PATRICIA","152","13"
"CHERYL","137","14"
"WENDY","123","15"
"HEATHER","121","16"
"JANET","119","17"
"MARY","109","18"
"BARBARA","107","19"
"ROBYN","106","20"
"ROSEMARY","102","21"
"PAMELA","94","22"
"ANN","84","23"
"JILLIAN","82","24"
"DENISE","79","25"
"KATHRYN","77","26"
"KAREN","76","27"
"MARILYN","75","28"
"KATHLEEN","73","29"
"VICKI","69","30"
"LORRAINE","68","=31"
"SHARON","68","=31"
"SUZANNE","68","=31"
"CAROL","63","34"
"PAULINE","60","35"
"CAROLYN","58","=36"
"JANICE","58","=36"
"MARIA","52","=38"
"RAELENE","52","=38"
"JANE","51","=40"
"MAUREEN","51","=40"
"LESLEY","49","42"
"BEVERLEY","48","=43"
"DIANE","48","=43"
"SHIRLEY","48","=43"
"ANNETTE","47","46"
"BRONWYN","46","47"
"COLLEEN","45","48"
"CATHERINE","42","=49"
"ELAINE","42","=49"
"JOAN","42","=49"
"MARIE","40","52"
"IRENE","39","53"
"LEONIE","38","54"
"DEBORAH","36","=55"
"GAIL","36","=55"
"SUSANNE","36","=55"
"JOSEPHINE","35","=58"
"YVONNE","35","=58"
"JEANETTE","34","60"
"KERRY","33","61"
"ALISON","31","=62"
"CYNTHIA","31","=62"
"KAYE","31","=62"
"SALLY","31","=62"
"JANINE","29","66"
"JACQUELINE","27","=67"
"MEREDITH","27","=67"
"ROSLYN","27","=67"
"GLENDA","26","=70"
"JOANNE","26","=70"
"JUNE","26","=70"
"MAXINE","26","=70"
"DOROTHY","25","=74"
"KAY","25","=74"
"LINDA","25","=74"
"MARLENE","25","=74"
"ANGELA","24","=78"
"TERESA","24","=78"
"CLAIRE","23","=80"
"GILLIAN","23","=80"
"BETTY","22","=82"
"BRENDA","22","=82"
"CARMEL","22","=82"
"JOY","22","=82"
"JOYLENE","22","=82"
"KAYLENE","21","=87"
"RHONDA","21","=87"
"ROSSLYN","21","=87"
"UNNAMED","21","=87"
"CHARMAINE","20","=91"
"FRANCES","20","=91"
"GAYLE","20","=91"
"JANETTE","20","=91"
"RUTH","20","=91"
"GLORIA","19","=96"
"VALERIE","19","=96"
"BERNADETTE","18","=98"
"BEVERLY","18","=98"
"DIANA","18","=98"
"GERALDINE","18","=98"
"GLENYS","18","=98"
"JAN","18","=98"
"LOUISE","18","=98"
"MERILYN","18","=98"
"ROSALIE","18","=98"
"ANDREA","17","=107"
"MONICA","17","=107"
"PENELOPE","17","=107"
"BERYL","16","=110"
"LYNNETTE","16","=110"
"STEPHANIE","16","=110"
"DAWN","15","=113"
"MARION","15","=113"
"MICHELLE","15","=113"
"RAYLENE","15","=113"
"VERONICA","15","=113"
"VIRGINIA","15","=113"
"ANNA","14","=119"
"ERICA","14","=119"
"JEAN","14","=119"
"MICHELE","14","=119"
"NOLA","14","=119"
"RITA","14","=119"
"SHERYL","14","=119"
"CAROLINE","13","126"
"CAROLE","12","=127"
"DAPHNE","12","=127"
"DEBRA","12","=127"
"JANIS","12","=127"
"JILL","12","=127"
"SHARYN","12","=127"
"DEIDRE","11","=133"
"DOREEN","11","=133"
"JUDY","11","=133"
"LYNNE","11","=133"
"VICTORIA","11","=133"
"EVELYN","10","=138"
"HELENA","10","=138"
"SUE","10","=138"
"CHERYLE","9","=141"
"CHRISTINA","9","=141"
"CORAL","9","=141"
"CORALIE","9","=141"
"DONNA","9","=141"
"EVA","9","=141"
"FAYE","9","=141"
"JOYCE","9","=141"
"JOYLEEN","9","=141"
"KAYLEEN","9","=141"
"LYNN","9","=141"
"PAULA","9","=141"
"SYLVIA","9","=141"
"ANITA","8","=154"
"BETH","8","=154"
"EILEEN","8","=154"
"GAYE","8","=154"
