Given Name,Amount,Position
"MICHELLE","234","1"
"KYLIE","232","2"
"REBECCA","206","3"
"MELISSA","164","4"
"LISA","162","5"
"AMANDA","158","6"
"SARAH","150","7"
"JOANNE","145","8"
"KAREN","133","9"
"NICOLE","129","10"
"BELINDA","125","11"
"TANYA","112","12"
"MELANIE","110","13"
"RACHEL","106","14"
"UNNAMED","104","15"
"SAMANTHA","99","16"
"MEGAN","88","17"
"ALISON","87","=18"
"FIONA","87","=18"
"NATALIE","87","=18"
"KIRSTY","85","21"
"DONNA","83","22"
"JODIE","82","=23"
"TANIA","82","=23"
"JULIE","80","25"
"CATHERINE","77","=26"
"LEANNE","77","=26"
"NATASHA","76","28"
"LINDA","73","29"
"KELLY","71","30"
"SALLY","70","31"
"EMMA","68","32"
"KERRY","67","=33"
"SUSAN","67","=33"
"KATHERINE","65","=35"
"TRACY","65","=35"
"ANGELA","64","=37"
"DANIELLE","64","=37"
"KATHRYN","60","39"
"VANESSA","59","40"
"JANE","58","=41"
"SHARON","58","=41"
"MARIA","53","43"
"JENNIFER","52","44"
"TRACEY","51","45"
"LOUISE","50","46"
"ANNA","49","47"
"TAMARA","47","48"
"ELIZABETH","46","=49"
"HELEN","46","=49"
"JACQUELINE","46","=49"
"NAOMI","46","=49"
"PAULA","46","=49"
"VICKI","46","=49"
"SANDRA","43","55"
"KATE","41","=56"
"LEAH","41","=56"
"SIMONE","41","=56"
"KATRINA","38","59"
"HEIDI","36","=60"
"TAMMY","36","=60"
"ANDREA","35","=62"
"DEBORAH","35","=62"
"KRISTY","35","=62"
"RACHAEL","35","=62"
"SUZANNE","35","=62"
"CAROLINE","34","=67"
"KIM","34","=67"
"NARELLE","34","=67"
"TERESA","34","=67"
"ROBYN","33","=71"
"SONIA","33","=71"
"TINA","33","=71"
"CHRISTINE","32","=74"
"KELLIE","32","=74"
"WENDY","32","=74"
"CAROLYN","31","=77"
"CASSANDRA","31","=77"
"HEATHER","30","79"
"DEBRA","29","80"
"CINDY","28","81"
"PENELOPE","27","=82"
"STEPHANIE","27","=82"
"ANNE","26","=84"
"MANDY","26","=84"
"BRONWYN","25","=86"
"PATRICIA","25","=86"
"RENEE","25","=86"
"SONYA","25","=86"
"CHERYL","24","=90"
"JODI","24","=90"
"JODY","24","=90"
"TONI","24","=90"
"AMY","23","=94"
"ANNETTE","23","=94"
"BIANCA","22","=96"
"PETA","22","=96"
"TARA","22","=96"
"EMILY","21","=99"
"NICOLLE","21","=99"
"CHERIE","20","=101"
"KARINA","20","=101"
"KERRIE","20","=101"
"SHELLEY","20","=101"
"MONICA","19","105"
"DENISE","18","=106"
"GEORGINA","18","=106"
"JOANNA","18","=106"
"JULIA","18","=106"
"KERRI","18","=106"
"KIRSTEN","18","=106"
"KYM","18","=106"
"ANITA","17","=113"
"KATHLEEN","17","=113"
"KATIE","17","=113"
"LUCY","17","=113"
"MARGARET","17","=113"
"DIANA","16","=118"
"HAYLEY","16","=118"
"ROSEMARY","16","=118"
"TRICIA","16","=118"
"VICTORIA","16","=118"
"ALEXANDRA","15","=123"
"JANINE","15","=123"
"JOSEPHINE","15","=123"
"MARIE","15","=123"
"MARY","15","=123"
"MELINDA","15","=123"
