Given Name,Amount,Position
"EMILY","139","1"
"ELLA","121","2"
"GEORGIA","120","3"
"JESSICA","116","=4"
"SOPHIE","116","=4"
"CHLOE","111","6"
"CHARLOTTE","109","7"
"OLIVIA","102","8"
"ISABELLA","98","9"
"EMMA","92","10"
"HANNAH","83","11"
"GRACE","76","12"
"HOLLY","70","13"
"CHELSEA","67","=14"
"HAYLEY","67","=14"
"SARAH","67","=14"
"AMBER","64","=17"
"JASMINE","64","=17"
"MADISON","63","19"
"ZOE","62","20"
"TAHLIA","60","21"
"RUBY","59","22"
"AMELIA","58","23"
"ALYSSA","57","=24"
"AMY","57","=24"
"LAUREN","55","26"
"CAITLIN","53","27"
"LILY","51","=28"
"PAIGE","51","=28"
"ERIN","50","30"
"JADE","47","31"
"LUCY","46","32"
"IMOGEN","44","=33"
"KAYLA","44","=33"
"TAYLA","44","=33"
"MIA","42","36"
"STEPHANIE","40","37"
"EBONY","39","=38"
"JEMMA","39","=38"
"KATE","39","=38"
"BROOKE","38","=41"
"MADDISON","38","=41"
"JORDAN","35","43"
"ABBEY","34","=44"
"ALANA","34","=44"
"LARA","34","=44"
"MIKAYLA","34","=44"
"TAYLOR","33","48"
"MOLLY","32","49"
"BRIANNA","30","=50"
"CLAIRE","30","=50"
"ASHLEIGH","28","=52"
"COURTNEY","28","=52"
"ELIZA","27","=54"
"ELLIE","27","=54"
"NATASHA","27","=54"
"RACHEL","27","=54"
"ABBY","25","=58"
"BIANCA","25","=58"
"TIANA","25","=58"
"ABIGAIL","24","=61"
"LAURA","24","=61"
"PHOEBE","24","=61"
"ALICIA","23","=64"
"CLAUDIA","23","=64"
"KASEY","22","=66"
"TARA","22","=66"
"ELIZABETH","21","=68"
"KAITLYN","21","=68"
"MEGAN","21","=68"
"SKYE","21","=68"
"SOPHIA","21","=68"
"TAMIKA","21","=68"
"ZARA","21","=68"
"ASHLEY","20","=75"
"GEMMA","20","=75"
"ISABELLE","20","=75"
"TAYLAH","20","=75"
"ALEXANDRA","19","=79"
"DANIELLE","19","=79"
"GEORGINA","19","=79"
"ISABEL","19","=79"
"MONIQUE","19","=79"
"NATALIE","19","=79"
"NICOLE","19","=79"
"SAMANTHA","19","=79"
"TIA","19","=79"
"ALICE","18","=88"
"AVA","18","=88"
"BETHANY","18","=88"
"KIARA","18","=88"
"REBECCA","18","=88"
"VICTORIA","18","=88"
"ASHLEE","17","=94"
"CAITLYN","17","=94"
"KATIE","17","=94"
"MADELINE","17","=94"
"ANGELINA","16","=98"
"ANNA","16","=98"
"CHANTELLE","16","=98"
"DAKOTA","16","=98"
"GABRIELLE","16","=98"
"LEAH","16","=98"
"MACKENZIE","16","=98"
"REBEKAH","16","=98"
"CHARLI","15","=106"
"FELICITY","15","=106"
"GABRIELLA","15","=106"
"JACINTA","15","=106"
"PARIS","15","=106"
"RENEE","15","=106"
"SIENNA","15","=106"
"ALISHA","14","=113"
"ELOISE","14","=113"
"FAITH","14","=113"
"JASMIN","14","=113"
"JENNA","14","=113"
"JULIA","14","=113"
"MADELEINE","14","=113"
"MAYA","14","=113"
"NIKITA","14","=113"
"RACHAEL","14","=113"
"ANASTASIA","13","=123"
"CASEY","13","=123"
"CRYSTAL","13","=123"
"NAOMI","13","=123"
"SCARLETT","13","=123"
"STELLA","13","=123"
"BELLA","12","=129"
"ELEANOR","12","=129"
"ELISE","12","=129"
"JORJA","12","=129"
"LILLIAN","12","=129"
"LILLY","12","=129"
"MAKAYLA","12","=129"
"MATILDA","12","=129"
"MEG","12","=129"
"MICHAELA","12","=129"
"TEAGAN","12","=129"
"TEGAN","12","=129"
"ANNABEL","11","=141"
"JAMIE","11","=141"
"JAZMIN","11","=141"
"KAITLIN","11","=141"
"LIANA","11","=141"
"SHAE","11","=141"
"AIMEE","10","=147"
"ALEXIS","10","=147"
"AMELIE","10","=147"
"ANGELA","10","=147"
"CHARLIE","10","=147"
"DANIELLA","10","=147"
"EDEN","10","=147"
"HAYLEE","10","=147"
"JORDYN","10","=147"
"KIRA","10","=147"
"LAYLA","10","=147"
"PIPER","10","=147"
"RILEY","10","=147"
"SAVANNAH","10","=147"
"SUMMER","10","=147"
"TALIA","10","=147"
"TIFFANY","10","=147"
"TORI","10","=147"
"ABBIE","9","=165"
"ALANAH","9","=165"
"ALYSHA","9","=165"
"AMITY","9","=165"
"APRIL","9","=165"
"CHRISTINA","9","=165"
"EVE","9","=165"
