Given Name,Amount,Position
"MATTHEW","410","1"
"DANIEL","339","2"
"MICHAEL","317","3"
"BENJAMIN","235","4"
"CHRISTOPHER","229","5"
"DAVID","225","6"
"ANDREW","220","7"
"JAMES","219","8"
"JOSHUA","189","9"
"THOMAS","185","10"
"RYAN","179","11"
"ADAM","176","12"
"NICHOLAS","157","13"
"SCOTT","156","14"
"SAMUEL","154","15"
"LUKE","149","16"
"JASON","127","=17"
"NATHAN","127","=17"
"TIMOTHY","124","19"
"BRADLEY","119","20"
"STEVEN","116","21"
"MARK","114","22"
"AARON","109","23"
"ALEXANDER","106","24"
"PETER","100","25"
"SIMON","98","26"
"SHANE","95","27"
"ROBERT","90","28"
"ANTHONY","78","=29"
"JOHN","78","=29"
"PAUL","77","31"
"WILLIAM","75","32"
"JAMIE","70","33"
"SHAUN","69","34"
"BRETT","67","35"
"CRAIG","64","36"
"DYLAN","63","=37"
"STEPHEN","63","=37"
"TYSON","58","39"
"CAMERON","57","40"
"ASHLEY","56","=41"
"JOEL","56","=41"
"TODD","55","43"
"MATHEW","53","44"
"JAKE","49","=45"
"JUSTIN","49","=45"
"PATRICK","49","=45"
"SEAN","46","48"
"TRAVIS","42","49"
"RICHARD","41","50"
"DAMIEN","40","=51"
"JOSEPH","40","=51"
"ADRIAN","39","=53"
"JONATHAN","39","=53"
"JARRAD","38","=55"
"RHYS","38","=55"
"JESSE","37","=57"
"KYLE","37","=57"
"ALEX","36","=59"
"PHILLIP","36","=59"
"TRISTAN","36","=59"
"LACHLAN","35","62"
"BEN","34","63"
"DALE","33","64"
"JORDAN","32","65"
"BEAU","31","=66"
"COREY","31","=66"
"DARREN","31","=66"
"TROY","31","=66"
"JONATHON","30","70"
"BRENTON","29","71"
"JACOB","28","72"
"LIAM","27","=73"
"MARC","27","=73"
"BRENDAN","26","=75"
"JACK","26","=75"
"JARED","26","=75"
"LEIGH","26","=75"
"SAM","26","=75"
"EDWARD","24","=80"
"SHANNON","24","=80"
"JEREMY","23","=82"
"STUART","23","=82"
"ALAN","22","=84"
"GEORGE","22","=84"
"ANGUS","20","=86"
"CHAD","20","=86"
"DION","20","=86"
"KEVIN","20","=86"
"KYM","20","=86"
"MATT","20","=86"
"MITCHELL","20","=86"
"TRENT","20","=86"
"ROSS","19","=94"
"TONY","19","=94"
"BRAD","18","=96"
"DEAN","18","=96"
"GARY","18","=96"
"LEE","18","=96"
"TOM","18","=96"
"DANNY","17","=101"
"DWAYNE","17","=101"
"ROWAN","17","=101"
"ZACHARY","17","=101"
"EVAN","16","=105"
"HAYDEN","16","=105"
"PHILIP","16","=105"
"RICKY","16","=105"
"ALLAN","15","=109"
"BRIAN","15","=109"
"GAVIN","15","=109"
"GRANT","15","=109"
"HUGH","15","=109"
"KIERAN","15","=109"
"MARTIN","15","=109"
"REECE","15","=109"
"WAYNE","15","=109"
"GREGORY","14","=118"
"KANE","14","=118"
"KARL","14","=118"
"RORY","14","=118"
"RUSSELL","14","=118"
"TOBY","14","=118"
"BLAKE","13","=124"
"HAMISH","13","=124"
"HENRY","13","=124"
"GEOFFREY","12","=127"
"JAY","12","=127"
"KEITH","12","=127"
"OLIVER","12","=127"
"ROHAN","12","=127"
"CHRISTIAN","11","=132"
"DAMON","11","=132"
"GRAHAM","11","=132"
"JARROD","11","=132"
"LOUIS","11","=132"
"RAYMOND","11","=132"
"STEWART","11","=132"
"BRENDON","10","=139"
"CALEB","10","=139"
"CHARLES","10","=139"
"CLAYTON","10","=139"
"HARRY","10","=139"
"HEATH","10","=139"
"IAN","10","=139"
"LEON","10","=139"
"RICK","10","=139"
"STEFAN","10","=139"
"TERRY","10","=139"
"AIDAN","9","=150"
"ANDRE","9","=150"
"BRODIE","9","=150"
"BRYAN","9","=150"
"COLIN","9","=150"
"ERIC","9","=150"
"JARRYD","9","=150"
"JEFFREY","9","=150"
"LEWIS","9","=150"
"MARCUS","9","=150"
"MAX","9","=150"
"NATHANIEL","9","=150"
"WADE","9","=150"
