Given Name,Amount,Position
"PETER","619","1"
"DAVID","455","2"
"ROBERT","414","3"
"JOHN","397","4"
"MICHAEL","355","5"
"STEPHEN","263","6"
"MARK","226","7"
"GREGORY","224","8"
"CHRISTOPHER","212","9"
"IAN","197","=10"
"PAUL","197","=10"
"ANTHONY","189","12"
"ANDREW","169","13"
"TREVOR","162","14"
"BRIAN","155","15"
"GARY","150","16"
"WAYNE","136","17"
"RICHARD","134","18"
"GEOFFREY","132","19"
"GRAHAM","120","20"
"KEVIN","112","21"
"PHILIP","107","22"
"WILLIAM","104","23"
"GARRY","101","24"
"KYM","100","=25"
"STEVEN","100","=25"
"BRENTON","96","27"
"JAMES","95","28"
"PHILLIP","91","=29"
"RONALD","91","=29"
"JEFFREY","85","31"
"BARRY","74","=32"
"RODNEY","74","=32"
"NEIL","73","34"
"GRAEME","71","=35"
"ROGER","71","=35"
"ALAN","69","37"
"COLIN","67","38"
"DONALD","64","=39"
"MALCOLM","64","=39"
"RAYMOND","62","41"
"NEVILLE","60","42"
"DEAN","57","43"
"DARYL","54","44"
"BRUCE","52","45"
"GRANT","49","46"
"CRAIG","47","47"
"KENNETH","46","48"
"ALLAN","45","49"
"DARRYL","43","=50"
"TERRY","43","=50"
"THOMAS","42","52"
"TIMOTHY","41","53"
"SIMON","37","54"
"GLEN","35","55"
"ADRIAN","34","56"
"DENNIS","33","57"
"ALLEN","32","58"
"ROBIN","31","59"
"NICHOLAS","30","60"
"GEORGE","29","=61"
"MARTIN","29","=61"
"DESMOND","28","63"
"DOUGLAS","27","=64"
"EDWARD","27","=64"
"ERIC","27","=64"
"KEITH","27","=64"
"KIM","27","=64"
"LESLIE","27","=64"
"LINDSAY","27","=64"
"RUSSELL","27","=64"
"UNNAMED","27","=64"
"GORDON","23","=73"
"NOEL","23","=73"
"SHANE","23","=73"
"WARREN","23","=73"
"GLENN","21","=77"
"LEON","21","=77"
"ALEXANDER","19","=79"
"CHARLES","19","=79"
"LEONARD","19","=79"
"FRANK","18","=82"
"FREDERICK","18","=82"
"FRANCIS","17","=84"
"LEE","17","=84"
"BRYAN","16","=86"
"STUART","16","=86"
"ANTONIO","15","=88"
"DANIEL","15","=88"
"JOSEPH","15","=88"
"PATRICK","15","=88"
"VICTOR","15","=88"
"BERNARD","14","=93"
"ROSS","14","=93"
"SCOTT","14","=93"
"TONY","14","=93"
"ASHLEY","13","=97"
"GAVIN","13","=97"
"HENRY","13","=97"
"MERVYN","13","=97"
"TERRENCE","13","=97"
"BRONTE","12","=102"
"FRANCESCO","12","=102"
"IVAN","12","=102"
"JONATHAN","12","=102"
"ROCCO","12","=102"
"TERENCE","12","=102"
"BRADLEY","11","=108"
"GIUSEPPE","11","=108"
"LAURENCE","11","=108"
"MARIO","11","=108"
"NIGEL","11","=108"
"DOMENICO","10","=113"
"LARRY","10","=113"
"LYNTON","10","=113"
"MURRAY","10","=113"
"NORMAN","10","=113"
