Given Name,Amount,Position
"MATTHEW","346","1"
"MICHAEL","336","2"
"DANIEL","321","3"
"ADAM","276","4"
"DAVID","262","5"
"BENJAMIN","254","6"
"ANDREW","220","7"
"CHRISTOPHER","210","8"
"LUKE","207","9"
"MARK","199","10"
"JAMES","176","11"
"RYAN","173","12"
"SIMON","160","13"
"PAUL","155","14"
"NATHAN","148","15"
"NICHOLAS","147","16"
"SCOTT","146","17"
"JOSHUA","140","18"
"TIMOTHY","135","19"
"JASON","125","20"
"AARON","123","21"
"STEVEN","122","22"
"PETER","121","23"
"SAMUEL","113","24"
"ROBERT","110","25"
"ANTHONY","106","26"
"CRAIG","98","=27"
"SHANE","98","=27"
"JOHN","96","29"
"THOMAS","90","30"
"BRADLEY","84","31"
"JUSTIN","80","32"
"BRETT","76","33"
"ADRIAN","71","34"
"SHAUN","69","35"
"ALEXANDER","65","36"
"RICHARD","64","37"
"STEPHEN","62","38"
"TROY","57","39"
"DAMIEN","54","40"
"TRAVIS","53","41"
"CHAD","52","42"
"DARREN","51","43"
"BEN","50","44"
"ASHLEY","46","45"
"LEIGH","45","=46"
"MATHEW","45","=46"
"JAMIE","43","=48"
"WILLIAM","43","=48"
"JEREMY","42","50"
"JONATHAN","41","51"
"PHILIP","40","52"
"SEAN","38","53"
"JOSEPH","37","54"
"JOEL","36","55"
"DALE","35","=56"
"IAN","35","=56"
"JARRAD","34","=58"
"SHANNON","34","=58"
"TRISTAN","34","=58"
"GRANT","33","=61"
"ROSS","33","=61"
"DYLAN","32","=63"
"TODD","32","=63"
"BRENDAN","31","=65"
"JARROD","31","=65"
"WAYNE","31","=65"
"CAMERON","30","=68"
"LEE","30","=68"
"GREGORY","29","70"
"GAVIN","28","=71"
"KYM","28","=71"
"LACHLAN","28","=71"
"HEATH","26","=74"
"LIAM","26","=74"
"MARTIN","26","=74"
"PHILLIP","26","=74"
"RUSSELL","25","=78"
"TREVOR","25","=78"
"TYSON","25","=78"
"DAMIAN","24","=81"
"GEORGE","24","=81"
"PATRICK","24","=81"
"KEVIN","23","=84"
"STUART","23","=84"
"BRENTON","22","=86"
"CLINT","22","=86"
"JAY","21","=88"
"JORDAN","21","=88"
"MARCUS","21","=88"
"ALLAN","20","=91"
"BRIAN","20","=91"
"CHRISTIAN","20","=91"
"GARY","20","=91"
"JONATHON","20","=91"
"MARC","20","=91"
"NIGEL","20","=91"
"SAM","20","=91"
"BRAD","19","=99"
"COREY","19","=99"
"DANNY","19","=99"
"JARED","19","=99"
"KARL","19","=99"
"RICKY","19","=99"
"ALAN","18","=105"
"RAYMOND","18","=105"
"TONY","18","=105"
"CLINTON","17","=108"
"EDWARD","17","=108"
"GLENN","17","=108"
"WADE","17","=108"
"HAYDEN","16","=112"
"JEFFREY","16","=112"
"KEITH","16","=112"
"DEAN","15","=115"
"GARETH","15","=115"
"CASEY","14","=117"
"DION","14","=117"
"DWAYNE","14","=117"
"HAMISH","14","=117"
"JULIAN","14","=117"
"KENNETH","14","=117"
"LUCAS","14","=117"
"TERRY","14","=117"
"TRENT","14","=117"
"DARRYL","13","=126"
"DUSTIN","13","=126"
"GLEN","13","=126"
"GUY","13","=126"
"KANE","13","=126"
"OLIVER","13","=126"
"UNNAMED","13","=126"
"BLAKE","12","=133"
"JACOB","12","=133"
"KIM","12","=133"
"RHYS","12","=133"
"ROGER","12","=133"
"TOBY","12","=133"
"BARRY","11","=139"
"BEAU","11","=139"
"COLIN","11","=139"
"DARYL","11","=139"
"GRAHAM","11","=139"
"NEIL","11","=139"
"ROCCO","11","=139"
"RONALD","11","=139"
"BRYAN","10","=147"
"GIUSEPPE","10","=147"
"LEON","10","=147"
"OWEN","10","=147"
"ANGUS","9","=151"
"ANTONIO","9","=151"
"ANTONY","9","=151"
"BRENDON","9","=151"
"CARL","9","=151"
"GEOFFREY","9","=151"
"JARRED","9","=151"
"JESSE","9","=151"
"KIERAN","9","=151"
"RICK","9","=151"
"BRANDON","8","=161"
"CALLUM","8","=161"
"DAMON","8","=161"
"DOUGLAS","8","=161"
"DUNCAN","8","=161"
"EVAN","8","=161"
"HUGH","8","=161"
"IAIN","8","=161"
"JED","8","=161"
"LEVI","8","=161"
"REECE","8","=161"
"THANH","8","=161"
"ALEX","7","=173"
"CARLO","7","=173"
"CHRISTOS","7","=173"
"CLAYTON","7","=173"
"DENNIS","7","=173"
"GREG","7","=173"
"IVAN","7","=173"
"JACK","7","=173"
"KIRK","7","=173"
"LINDSAY","7","=173"
