Given Name,Amount,Position
"JOSHUA","223","1"
"JACK","184","2"
"LACHLAN","175","3"
"THOMAS","169","4"
"JAMES","159","5"
"MATTHEW","139","6"
"WILLIAM","130","7"
"DANIEL","127","8"
"BENJAMIN","125","9"
"DYLAN","124","=10"
"LIAM","124","=10"
"SAMUEL","119","12"
"NICHOLAS","118","13"
"JORDAN","110","=14"
"MITCHELL","110","=14"
"JACOB","102","16"
"LUKE","101","17"
"TYSON","96","18"
"ETHAN","95","=19"
"RYAN","95","=19"
"NATHAN","91","21"
"JAYDEN","90","22"
"HARRISON","88","23"
"JAKE","84","24"
"MICHAEL","83","25"
"ALEXANDER","81","26"
"CONNOR","79","27"
"RILEY","77","28"
"COOPER","74","=29"
"JACKSON","74","=29"
"CAMERON","69","31"
"ADAM","68","=32"
"CALEB","68","=32"
"ZACHARY","63","34"
"ANGUS","62","35"
"BAILEY","61","36"
"BLAKE","57","37"
"BRADLEY","55","=38"
"JOEL","55","=38"
"TYLER","54","40"
"ISAAC","53","=41"
"KYLE","53","=41"
"ANTHONY","48","43"
"BRODIE","47","=44"
"CHRISTOPHER","47","=44"
"DECLAN","46","=46"
"HARRY","46","=46"
"PATRICK","45","48"
"JESSE","44","49"
"HAYDEN","41","50"
"AARON","40","=51"
"NOAH","40","=51"
"BRANDON","39","53"
"MAX","38","54"
"AIDAN","37","=55"
"OLIVER","37","=55"
"HENRY","36","57"
"BRAYDEN","35","=58"
"COREY","35","=58"
"CALLUM","34","=60"
"JOSEPH","34","=60"
"DARCY","33","62"
"CODY","32","=63"
"KANE","32","=63"
"LUCAS","32","=63"
"SEAN","32","=63"
"ALEX","31","67"
"ANDREW","30","68"
"HAMISH","26","=69"
"PETER","26","=69"
"SEBASTIAN","26","=69"
"SETH","26","=69"
"CHARLIE","25","=73"
"CHRISTIAN","25","=73"
"OSCAR","25","=73"
"JARROD","24","=76"
"ZAC","24","=76"
"DAVID","23","78"
"AIDEN","22","=79"
"CHARLES","22","=79"
"RHYS","21","81"
"ASHLEY","20","=82"
"JOHN","20","=82"
"BEN","19","=84"
"GEORGE","19","=84"
"JAMIE","19","=84"
"KALEB","19","=84"
"SCOTT","19","=84"
"SAM","18","89"
"EDWARD","17","=90"
"JASON","17","=90"
"LEWIS","17","=90"
"OWEN","17","=90"
"TIMOTHY","17","=90"
"AUSTIN","16","=95"
"BILLY","16","=95"
"FLYNN","16","=95"
"JAI","16","=95"
"MARK","16","=95"
"MAXWELL","16","=95"
"STEVEN","16","=95"
"JASPER","15","=102"
"JUSTIN","15","=102"
"LOUIS","15","=102"
"ROBERT","15","=102"
"TRAVIS","15","=102"
"ALEC","14","=107"
"ISAIAH","14","=107"
"JARED","14","=107"
"MASON","14","=107"
"TOM","14","=107"
"TRENT","14","=107"
"TRISTAN","14","=107"
"ZANE","14","=107"
"HUGH","13","=115"
"JAY","13","=115"
"JONATHAN","13","=115"
"LOGAN","13","=115"
"LUCA","13","=115"
"MACKENZIE","13","=115"
"MARCUS","13","=115"
"ZAK","13","=115"
"ELIJAH","12","=123"
"JAKOB","12","=123"
"KYE","12","=123"
"MATHEW","12","=123"
"PAUL","12","=123"
"SHANNON","12","=123"
"ADRIAN","11","=129"
"ANTONIO","11","=129"
"BLAIR","11","=129"
"COLBY","11","=129"
"DAMIEN","11","=129"
"JEREMY","11","=129"
"JONATHON","11","=129"
"JULIAN","11","=129"
"JYE","11","=129"
"REECE","11","=129"
"STEFAN","11","=129"
"TYRONE","11","=129"
"WILL","11","=129"
"ZACHARIAH","11","=129"
"BRADY","10","=143"
"BRETT","10","=143"
"BROCK","10","=143"
"BRODY","10","=143"
"CURTIS","10","=143"
"FRASER","10","=143"
"JAXON","10","=143"
"JED","10","=143"
"JOSH","10","=143"
"KIERAN","10","=143"
"RONAN","10","=143"
"VINCENT","10","=143"
"CONOR","9","=155"
"DAMIAN","9","=155"
"DOMINIC","9","=155"
"HARLEY","9","=155"
"LEVI","9","=155"
"SHAUN","9","=155"
"TOBY","9","=155"
"TROY","9","=155"
"BEAU","8","=163"
"BRADEN","8","=163"
"DALE","8","=163"
"DILLON","8","=163"
"ELLIOT","8","=163"
"HEATH","8","=163"
"HUGO","8","=163"
"JAIDEN","8","=163"
"KADE","8","=163"
"PHOENIX","8","=163"
"ANTONY","7","=173"
"CASEY","7","=173"
"KAI","7","=173"
"KEEGAN","7","=173"
"LEO","7","=173"
"SHANE","7","=173"
"SIMON","7","=173"
"STEPHEN","7","=173"
"TATE","7","=173"
"ALISTAIR","6","=182"
"ANDRE","6","=182"
"BRAYDON","6","=182"
"BRENDAN","6","=182"
"CAIN","6","=182"
"COBY","6","=182"
"DARREN","6","=182"
"DILLAN","6","=182"
"DIMITRIOS","6","=182"
"DION","6","=182"
"DOUGLAS","6","=182"
"DREW","6","=182"
"ELI","6","=182"
"EVAN","6","=182"
"FINN","6","=182"
"FLETCHER","6","=182"
"GRIFFIN","6","=182"
"JADEN","6","=182"
"JARRAD","6","=182"
"JONAH","6","=182"
"JOSIAH","6","=182"
"KEVIN","6","=182"
"KOBE","6","=182"
"LOCHLAN","6","=182"
"LUKAS","6","=182"
"NATHANIEL","6","=182"
"NELSON","6","=182"
"NICOLAS","6","=182"
"RAYMOND","6","=182"
"REUBEN","6","=182"
"ROHAN","6","=182"
"TAYLOR","6","=182"
"TOMMY","6","=182"
"TONY","6","=182"
"WADE","6","=182"
"ZAKARY","6","=182"
"ABRAHAM","5","=218"
"ALESSANDRO","5","=218"
"ANDY","5","=218"
"ANTON","5","=218"
"AYDEN","5","=218"
"BAYDEN","5","=218"
"BRANDEN","5","=218"
"BRIAN","5","=218"
"CALVIN","5","=218"
"CAMPBELL","5","=218"
"CLAYTON","5","=218"
"DAMON","5","=218"
"DOMENIC","5","=218"
"ERIC","5","=218"
"FELIX","5","=218"
"GABRIEL","5","=218"
"GIOVANNI","5","=218"
"HUDSON","5","=218"
"HUNTER","5","=218"
"JAIDYN","5","=218"
"JAKEB","5","=218"
"JETT","5","=218"
"JORDON","5","=218"
"LEON","5","=218"
"NIKOLA","5","=218"
"PHILLIP","5","=218"
"RHETT","5","=218"
"RICKY","5","=218"
"RORY","5","=218"
"ROSS","5","=218"
"TODD","5","=218"
"TOMAS","5","=218"
"ZACK","5","=218"
"ADEN","4","=251"
"ALAN","4","=251"
"ALBERT","4","=251"
"ANDREAS","4","=251"
"ANGAS","4","=251"
"ASHTON","4","=251"
"BEVAN","4","=251"
"BILL","4","=251"
"BRANDAN","4","=251"
"BRYCE","4","=251"
"BYRON","4","=251"
"CALLAN","4","=251"
"CLAY","4","=251"
"CLINTON","4","=251"
"CRAIG","4","=251"
"DANNY","4","=251"
"DANTE","4","=251"
"DIMITRI","4","=251"
"EMMANUEL","4","=251"
"ERIK","4","=251"
"FRANCESCO","4","=251"
"HARVEY","4","=251"
"HAYDN","4","=251"
"ISIAH","4","=251"
"IZAAK","4","=251"
"JAK","4","=251"
"KOBI","4","=251"
"KODY","4","=251"
"KONSTANTINOS","4","=251"
"KRISTIAN","4","=251"
"KURT","4","=251"
"LUKA","4","=251"
"MALIK","4","=251"
"MARC","4","=251"
"MARTIN","4","=251"
"MASSIMO","4","=251"
"MICHEAL","4","=251"
"MINH","4","=251"
"MOHAMMED","4","=251"
"PHILIP","4","=251"
"RYLEIGH","4","=251"
"RYLEY","4","=251"
"SOLOMON","4","=251"
"TAJ","4","=251"
"TANNER","4","=251"
"THANH","4","=251"
"TOBIAS","4","=251"
"TYE","4","=251"
"VINCENZO","4","=251"
"WIL","4","=251"
"WYATT","4","=251"
"AHMAD","3","=302"
"ALEKSANDAR","3","=302"
"ALEKSANDER","3","=302"
"ALI","3","=302"
"ARI","3","=302"
"ASTON","3","=302"
"ATHANASIOS","3","=302"
"AXEL","3","=302"
"BILAL","3","=302"
"BLADE","3","=302"
"BRAD","3","=302"
"BRAIDEN","3","=302"
"BRENNAN","3","=302"
"BRENTON","3","=302"
"CHRISTOS","3","=302"
"COHEN","3","=302"
"COLE","3","=302"
"CONNER","3","=302"
"DEAN","3","=302"
"DEKLAN","3","=302"
"DENZEL","3","=302"
"DUSTIN","3","=302"
"EDEN","3","=302"
"ELLIOTT","3","=302"
"EWAN","3","=302"
"EZEKIEL","3","=302"
"FINLAY","3","=302"
"FINLEY","3","=302"
"GAGE","3","=302"
