Given Name,Amount,Position
"PETER","510","1"
"ROBERT","461","2"
"JOHN","457","3"
"DAVID","338","4"
"MICHAEL","265","5"
"IAN","213","6"
"TREVOR","195","7"
"STEPHEN","183","8"
"BRIAN","179","9"
"CHRISTOPHER","171","10"
"GRAHAM","165","11"
"PAUL","164","12"
"GARY","153","13"
"ANTHONY","145","14"
"GEOFFREY","143","15"
"RICHARD","138","16"
"GREGORY","129","17"
"KEVIN","125","18"
"BARRY","117","19"
"JAMES","112","20"
"WILLIAM","108","21"
"COLIN","105","=22"
"JEFFREY","105","=22"
"RONALD","103","24"
"RODNEY","102","25"
"PHILIP","101","26"
"ANDREW","97","27"
"MALCOLM","95","28"
"WAYNE","93","29"
"RAYMOND","92","30"
"PHILLIP","91","31"
"DENNIS","90","32"
"KENNETH","89","33"
"MARK","85","34"
"BRUCE","82","35"
"NEIL","76","36"
"DONALD","70","37"
"ALLAN","69","38"
"ALAN","64","39"
"BRENTON","63","=40"
"GRAEME","63","=40"
"NEVILLE","59","42"
"ROGER","56","43"
"GARRY","55","44"
"KYM","53","45"
"DEAN","51","46"
"GRANT","48","=47"
"TERRY","48","=47"
"TERENCE","46","49"
"DOUGLAS","45","50"
"THOMAS","42","51"
"ROBIN","40","=52"
"RUSSELL","40","=52"
"DESMOND","39","54"
"DARRYL","38","=55"
"KEITH","38","=55"
"STEVEN","38","=55"
"GEORGE","37","58"
"LESLIE","36","59"
"TIMOTHY","35","60"
"EDWARD","34","61"
"LEON","32","62"
"MURRAY","30","63"
"ADRIAN","28","64"
"DARYL","27","=65"
"GLEN","27","=65"
"LINDSAY","27","=65"
"CHARLES","24","=68"
"CRAIG","24","=68"
"WARREN","24","=68"
"ERIC","22","=71"
"ROSS","22","=71"
"FRANK","21","=73"
"PATRICK","21","=73"
"DENIS","20","=75"
"UNNAMED","20","=75"
"ALLEN","19","=77"
"NOEL","19","=77"
"GORDON","18","=79"
"JOSEPH","18","=79"
"LAWRENCE","18","=79"
"ALEXANDER","17","=82"
"ASHLEY","17","=82"
"HAROLD","17","=82"
"LEONARD","17","=82"
"NORMAN","17","=82"
"JEFFERY","16","=87"
