Given Name,Amount,Position
"MATTHEW","337","1"
"MICHAEL","292","2"
"DANIEL","290","3"
"DAVID","273","4"
"ANDREW","256","5"
"ADAM","235","6"
"BENJAMIN","228","7"
"MARK","219","8"
"CHRISTOPHER","196","9"
"PAUL","179","10"
"JASON","168","11"
"SCOTT","161","12"
"JAMES","158","13"
"PETER","154","=14"
"SIMON","154","=14"
"CRAIG","152","16"
"LUKE","148","17"
"NATHAN","143","18"
"SHANE","138","19"
"TIMOTHY","137","20"
"STEVEN","121","21"
"NICHOLAS","103","22"
"BRETT","99","23"
"AARON","98","24"
"DAMIEN","95","25"
"SAMUEL","93","26"
"ANTHONY","91","=27"
"RYAN","91","=27"
"ROBERT","83","29"
"JOHN","79","30"
"THOMAS","78","31"
"JOSHUA","67","32"
"BRADLEY","66","33"
"STEPHEN","65","34"
"JUSTIN","64","=35"
"TROY","64","=35"
"DARREN","62","37"
"RICHARD","60","38"
"ADRIAN","58","39"
"CHAD","57","40"
"UNNAMED","52","41"
"TRAVIS","50","42"
"JAMIE","48","43"
"COREY","47","44"
"GREGORY","45","45"
"BEN","44","46"
"JOSEPH","43","=47"
"LEE","43","=47"
"SHAUN","43","=47"
"ALEXANDER","41","=50"
"HEATH","41","=50"
"MATHEW","40","52"
"KYM","39","53"
"CLINTON","38","54"
"JEREMY","37","=55"
"NIGEL","37","=55"
"SEAN","37","=55"
"LEIGH","36","=58"
"WILLIAM","36","=58"
"BRENTON","33","=60"
"JOEL","33","=60"
"GRANT","32","=62"
"SHANNON","32","=62"
"WAYNE","32","=62"
"PHILLIP","31","=65"
"STUART","31","=65"
"ASHLEY","30","=67"
"DAMIAN","30","=67"
"ROSS","30","=67"
"TODD","30","=67"
"RUSSELL","27","71"
"TRENT","26","72"
"DION","25","=73"
"JONATHAN","25","=73"
"JONATHON","25","=73"
"MARTIN","25","=73"
"ALLAN","24","=77"
"TOBY","24","=77"
"CAMERON","23","=79"
"GLENN","23","=79"
"JARROD","23","=79"
"BRIAN","22","=82"
"CHRISTIAN","22","=82"
"KANE","22","=82"
"TONY","22","=82"
"LACHLAN","20","86"
"DANNY","19","=87"
"GAVIN","19","=87"
"JEFFREY","19","=87"
"TYSON","19","=87"
"DYLAN","18","=91"
"GEORGE","18","=91"
"PATRICK","18","=91"
"PHILIP","18","=91"
"SAM","18","=91"
"TRISTAN","18","=91"
"DALE","17","=97"
"EDWARD","17","=97"
"JARRAD","17","=97"
"JORDAN","17","=97"
"KARL","17","=97"
"TREVOR","17","=97"
"WADE","17","=97"
"EVAN","16","=104"
"GARY","16","=104"
"WESLEY","16","=104"
"ALAN","15","=107"
