Given Name,Amount,Position
"MICHELLE","238","1"
"KYLIE","236","2"
"REBECCA","221","3"
"SARAH","174","4"
"NICOLE","172","5"
"MELISSA","166","6"
"LISA","141","7"
"AMANDA","138","8"
"RACHEL","136","9"
"BELINDA","126","10"
"MELANIE","123","11"
"TANYA","122","12"
"EMMA","105","13"
"JOANNE","98","14"
"KAREN","96","=15"
"NATALIE","96","=15"
"MEGAN","95","17"
"NATASHA","92","18"
"SAMANTHA","91","=19"
"UNNAMED","91","=19"
"KELLY","90","21"
"JODIE","86","22"
"KIRSTY","81","23"
"CATHERINE","80","24"
"DONNA","77","25"
"ANGELA","76","26"
"ALISON","75","27"
"JENNIFER","71","=28"
"TANIA","71","=28"
"JULIE","70","30"
"SALLY","69","=31"
"TRACY","69","=31"
"FIONA","68","33"
"JANE","67","=34"
"LEANNE","67","=34"
"KERRY","66","=36"
"VANESSA","66","=36"
"NAOMI","62","38"
"LINDA","59","=39"
"SHARON","59","=39"
"SUSAN","57","41"
"TAMARA","56","42"
"KATHRYN","55","43"
"KELLIE","53","44"
"KATE","52","=45"
"KATHERINE","52","=45"
"DANIELLE","50","=47"
"TRACEY","50","=47"
"JACQUELINE","49","49"
"KATRINA","48","50"
"HELEN","47","=51"
"TAMMY","47","=51"
"MARIA","44","53"
"LOUISE","42","=54"
"SANDRA","42","=54"
"ELIZABETH","41","56"
"PAULA","40","57"
"LEAH","39","58"
"CHRISTINE","38","=59"
"RACHAEL","38","=59"
"DEBORAH","36","61"
"KIM","34","62"
"ANDREA","33","63"
"ANNA","32","=64"
"RENEE","32","=64"
"TINA","32","=64"
"AMY","31","=67"
"CHERIE","31","=67"
"KATIE","31","=67"
"SUZANNE","31","=67"
"CASSANDRA","30","=71"
"EMILY","30","=71"
"SONIA","30","=71"
"TONI","30","=71"
"CINDY","29","=75"
"WENDY","29","=75"
"BIANCA","28","=77"
"KERRI","28","=77"
"LAURA","28","=77"
"NARELLE","28","=77"
"SIMONE","28","=77"
"CAROLINE","27","=82"
"DEBRA","27","=82"
"HEIDI","27","=82"
"ROBYN","27","=82"
"SOPHIE","27","=82"
"JESSICA","26","=87"
"PATRICIA","26","=87"
"VICKI","26","=87"
"KYM","25","=90"
"TARA","25","=90"
"JULIA","24","=92"
"PENELOPE","24","=92"
"ALEXANDRA","23","=94"
"ANNE","23","=94"
"GEORGINA","23","=94"
"MELINDA","23","=94"
"KARINA","22","98"
"AMBER","21","=99"
"BRONWYN","21","=99"
"KRISTY","21","=99"
"TERESA","21","=99"
"HEATHER","20","=103"
"KATHLEEN","20","=103"
"ANITA","19","=105"
"CAROL","19","=105"
"CHRISTINA","19","=105"
"MANDY","19","=105"
"MARY","19","=105"
"STEPHANIE","19","=105"
"CAROLYN","18","=111"
"JODI","18","=111"
"PETA","18","=111"
"SONYA","18","=111"
"ALLISON","17","=115"
"CHERYL","17","=115"
"HAYLEY","17","=115"
"MARIE","17","=115"
"FELICITY","16","=119"
"JODY","16","=119"
"MICHELE","16","=119"
"OLIVIA","16","=119"
"MONIQUE","15","=123"
"PAMELA","15","=123"
"VICTORIA","15","=123"
"BRIONY","14","=126"
"CLAIRE","14","=126"
"COLLEEN","14","=126"
"JOANNA","14","=126"
"KIRSTEN","14","=126"
"LEONIE","14","=126"
"NICOLLE","14","=126"
"RENAE","14","=126"
"ROSEMARY","14","=126"
"SHEREE","14","=126"
"TRUDY","14","=126"
"VERONICA","14","=126"
"ANNETTE","13","=138"
"GEORGIA","13","=138"
"JANELLE","13","=138"
"MARDI","13","=138"
"MEAGAN","13","=138"
"NADINE","13","=138"
"SHARYN","13","=138"
"SHELLEY","13","=138"
"TARYN","13","=138"
"TRICIA","13","=138"
"DEBBIE","12","=148"
"HOLLY","12","=148"
"KRISTINA","12","=148"
"LEE","12","=148"
"LYNETTE","12","=148"
"MONICA","12","=148"
"NIKKI","12","=148"
"ZOE","12","=148"
"ALICIA","11","=156"
"ANN","11","=156"
"CHARMAINE","11","=156"
"JOSEPHINE","11","=156"
"KIRSTIE","11","=156"
"LARA","11","=156"
"NICOLA","11","=156"
"PAULINE","11","=156"
"RUTH","11","=156"
"SARA","11","=156"
"SOPHIA","11","=156"
"YVETTE","11","=156"
"BERNADETTE","10","=168"
"CARLA","10","=168"
"JANET","10","=168"
"JO-ANNE","10","=168"
"KATHY","10","=168"
"KRISTEN","10","=168"
"LOUISA","10","=168"
"NINA","10","=168"
"STACEY","10","=168"
"TIFFANY","10","=168"
"BARBARA","9","=178"
