Given Name,Amount,Position
"MATTHEW","415","1"
"MICHAEL","367","2"
"DANIEL","336","3"
"CHRISTOPHER","291","4"
"DAVID","259","5"
"BENJAMIN","256","6"
"ADAM","252","7"
"ANDREW","233","8"
"JAMES","230","9"
"LUKE","217","10"
"MARK","199","11"
"RYAN","198","12"
"JOSHUA","184","13"
"TIMOTHY","148","14"
"AARON","143","15"
"JASON","141","16"
"NICHOLAS","140","17"
"THOMAS","136","18"
"NATHAN","135","19"
"SCOTT","134","20"
"PETER","132","21"
"STEVEN","127","22"
"PAUL","125","23"
"SIMON","120","24"
"SAMUEL","113","25"
"BRADLEY","111","26"
"JOHN","105","27"
"ROBERT","101","28"
"ANTHONY","93","29"
"SHANE","89","30"
"CRAIG","83","=31"
"STEPHEN","83","=31"
"BRETT","78","33"
"SHAUN","75","34"
"ALEXANDER","73","35"
"JUSTIN","64","36"
"ADRIAN","63","37"
"ASHLEY","56","=38"
"RICHARD","56","=38"
"TRAVIS","56","=38"
"BEN","55","41"
"BRENDAN","54","42"
"LEIGH","48","43"
"DARREN","45","=44"
"WILLIAM","45","=44"
"SEAN","44","=46"
"TROY","44","=46"
"DALE","43","=48"
"DAMIEN","43","=48"
"MATHEW","41","=50"
"WAYNE","41","=50"
"CAMERON","39","=52"
"JAMIE","39","=52"
"JARRAD","39","=52"
"DYLAN","37","=55"
"JOEL","37","=55"
"RUSSELL","36","57"
"BRENTON","35","=58"
"JOSEPH","35","=58"
"PATRICK","35","=58"
"JARROD","34","61"
"LACHLAN","33","62"
"JEREMY","32","63"
"PHILLIP","31","=64"
"SHANNON","31","=64"
"TODD","31","=64"
"CHAD","30","67"
"COREY","29","68"
"GEORGE","28","=69"
"JACOB","28","=69"
"JONATHON","28","=69"
"PHILIP","28","=69"
"GREGORY","27","=73"
"LIAM","27","=73"
"DAMIAN","26","75"
"ALAN","25","=76"
"JONATHAN","25","=76"
"STUART","25","=76"
"JAKE","24","=79"
"LEE","24","=79"
"SAM","24","=79"
"IAN","23","=82"
"MARTIN","23","=82"
"JESSE","22","=84"
"KANE","22","=84"
"KYM","21","=86"
"TRISTAN","21","=86"
"BRIAN","20","=88"
"DANNY","20","=88"
"JORDAN","20","=88"
"MARC","20","=88"
"CLINTON","19","=92"
"GEOFFREY","19","=92"
"GRANT","19","=92"
"RHYS","19","=92"
"RICKY","19","=92"
"TYSON","19","=92"
"WADE","19","=92"
"DWAYNE","18","=99"
"HAYDEN","18","=99"
"KEVIN","18","=99"
"JACK","17","=102"
"MARCUS","17","=102"
"ANGUS","16","=104"
"BRENDON","16","=104"
"DEAN","16","=104"
"JEFFREY","16","=104"
"MICHEAL","16","=104"
"DION","15","=109"
"HEATH","15","=109"
"KARL","15","=109"
"NEIL","15","=109"
"RAYMOND","15","=109"
"TONY","15","=109"
"TRENT","15","=109"
"BLAKE","14","=116"
"BRAD","14","=116"
"GAVIN","14","=116"
"JULIAN","14","=116"
"KEITH","14","=116"
"KYLE","14","=116"
"LUCAS","14","=116"
"MATT","14","=116"
"TERRY","14","=116"
"CHRISTIAN","13","=125"
"EDWARD","13","=125"
"EVAN","13","=125"
"GLENN","13","=125"
"KENNETH","13","=125"
"ROSS","13","=125"
"ALEX","12","=131"
"ALLAN","12","=131"
"COLIN","12","=131"
"GLEN","12","=131"
"JAY","12","=131"
"STEFAN","12","=131"
"CASEY","11","=137"
"KIERAN","11","=137"
"ANTONIO","10","=139"
"BRODIE","10","=139"
"BYRON","10","=139"
"CLAYTON","10","=139"
"DREW","10","=139"
"FRANK","10","=139"
"GARY","10","=139"
"GRAHAM","10","=139"
"TOM","10","=139"
"TREVOR","10","=139"
"ANTON","9","=149"
"CODY","9","=149"
"DOUGLAS","9","=149"
"GARETH","9","=149"
"HENRY","9","=149"
"HUGH","9","=149"
"LEWIS","9","=149"
"OWEN","9","=149"
"REECE","9","=149"
"TOBY","9","=149"
"TYLER","9","=149"
"CARL","8","=160"
"CHARLES","8","=160"
"DARYL","8","=160"
"JAI","8","=160"
"JARRED","8","=160"
"MITCHELL","8","=160"
"OLIVER","8","=160"
"ROHAN","8","=160"
"ROWAN","8","=160"
"SHAWN","8","=160"
"THANH","8","=160"
"UNNAMED","8","=160"
"ANTONY","7","=172"
"BARRY","7","=172"
"BRYAN","7","=172"
"DARRYL","7","=172"
"DIMITRIOS","7","=172"
"FABIAN","7","=172"
"GREG","7","=172"
"KIM","7","=172"
"NATHANIEL","7","=172"
"NIGEL","7","=172"
"RODNEY","7","=172"
"SEBASTIAN","7","=172"
"STEWART","7","=172"
"TOBIAS","7","=172"
"BRENT","6","=186"
"CALEB","6","=186"
"DANE","6","=186"
"DENNIS","6","=186"
"DILLON","6","=186"
"EDWIN","6","=186"
"ERIC","6","=186"
"GARRY","6","=186"
"GUY","6","=186"
"HAMISH","6","=186"
"KRISTIAN","6","=186"
"KURT","6","=186"
"MINH","6","=186"
"MORGAN","6","=186"
"QUOC","6","=186"
"RORY","6","=186"
"TY","6","=186"
"TYRONE","6","=186"
"ADRIANO","5","=204"
"ANDRE","5","=204"
"BEVAN","5","=204"
"BRYCE","5","=204"
"CALLAN","5","=204"
"CURTIS","5","=204"
"DEREK","5","=204"
"DUNCAN","5","=204"
"DUSTIN","5","=204"
"ETHAN","5","=204"
"FRANCESCO","5","=204"
"GIUSEPPE","5","=204"
"GRAEME","5","=204"
"ISAAC","5","=204"
"IVAN","5","=204"
"JARED","5","=204"
"JIMMY","5","=204"
"JOHNATHON","5","=204"
"KRISTOPHER","5","=204"
"LANCE","5","=204"
"LEON","5","=204"
"LESLIE","5","=204"
"NGOC","5","=204"
"RICK","5","=204"
"ROCCO","5","=204"
"RONALD","5","=204"
"ROY","5","=204"
"SHAYNE","5","=204"
"THE","5","=204"
"VINCENT","5","=204"
"WESLEY","5","=204"
"AIDAN","4","=235"
"ALASTAIR","4","=235"
"ARON","4","=235"
"ARTHUR","4","=235"
"BOBBY","4","=235"
"BOYD","4","=235"
"CALLUM","4","=235"
"CARLO","4","=235"
"CLAY","4","=235"
"CLINT","4","=235"
"CONSTANTINOS","4","=235"
"DENIS","4","=235"
"DEVON","4","=235"
"DOMENIC","4","=235"
"DOMENICO","4","=235"
"DUANE","4","=235"
"EMMANUEL","4","=235"
"GORDON","4","=235"
"JED","4","=235"
"JESS","4","=235"
"JOHNATHAN","4","=235"
"JON","4","=235"
"JOSH","4","=235"
"KRISTEN","4","=235"
"LEVI","4","=235"
"LINCOLN","4","=235"
"LINDSAY","4","=235"
"LYNDON","4","=235"
"MARCO","4","=235"
"NATHANAEL","4","=235"
"NEVILLE","4","=235"
"NICKOLAS","4","=235"
"NICOLAS","4","=235"
"NIKOLAS","4","=235"
"PAOLO","4","=235"
"PASQUALE","4","=235"
"REUBEN","4","=235"
"ROBIN","4","=235"
"ROGER","4","=235"
"SALVATORE","4","=235"
"TERRANCE","4","=235"
"TIM","4","=235"
"VAN","4","=235"
"VINCENZO","4","=235"
"WARREN","4","=235"
"XAVIER","4","=235"
"ADEN","3","=281"
"ALI","3","=281"
"ANGELO","3","=281"
"ARRON","3","=281"
"ATHANASIOS","3","=281"
"BILL","3","=281"
"BRADEN","3","=281"
"BROCK","3","=281"
"CHEYNE","3","=281"
"CHRIS","3","=281"
"CORY","3","=281"
"DAMON","3","=281"
"DARCY","3","=281"
"DESMOND","3","=281"
"DINH","3","=281"
"DOMINIC","3","=281"
"DWAINE","3","=281"
"ELI","3","=281"
"ERIN","3","=281"
"FREDERICK","3","=281"
"GILES","3","=281"
"HOANG","3","=281"
"IAIN","3","=281"
"KAI","3","=281"
"KENTON","3","=281"
"KIRBY","3","=281"
"KRIS","3","=281"
"LAWRENCE","3","=281"
"LEIGHTON","3","=281"
"LEROY","3","=281"
"MARTYN","3","=281"
"MAX","3","=281"
"PHAN","3","=281"
"RENATO","3","=281"
"RHETT","3","=281"
"RILEY","3","=281"
"SASHA","3","=281"
"SETH","3","=281"
"SHANON","3","=281"
"STEPHAN","3","=281"
"TASMAN","3","=281"
"TATE","3","=281"
"TERRENCE","3","=281"
"TRONG","3","=281"
"TYE","3","=281"
"XUAN","3","=281"
"ZACHARY","3","=281"
"ALESSANDRO","2","=328"
"ALEXEI","2","=328"
"ALLEN","2","=328"
"APOSTOLOS","2","=328"
"ASHER","2","=328"
"ASHLEIGH","2","=328"
"AUSTIN","2","=328"
"BENN","2","=328"
"BENNY","2","=328"
"BILLY","2","=328"
"BLAIR","2","=328"
"BRADY","2","=328"
"BRANDON","2","=328"
"BRAYDEN","2","=328"
"BRENDEN","2","=328"
"BRONTE","2","=328"
"BROOK","2","=328"
"CAIN","2","=328"
"CALUM","2","=328"
"CHARLIE","2","=328"
"CHASE","2","=328"
"CLAUDE","2","=328"
"CLEM","2","=328"
"CLIFFORD","2","=328"
"COLE","2","=328"
"DALLAS","2","=328"
"DARIO","2","=328"
"DAYLE","2","=328"
"DERRYN","2","=328"
"DIMITRI","2","=328"
"DINO","2","=328"
"DIONYSIOS","2","=328"
"DIRK","2","=328"
"DOMINIK","2","=328"
"EDDIE","2","=328"
"ELLIOTT","2","=328"
"EMIL","2","=328"
"EVANGELOS","2","=328"
"FERGUS","2","=328"
"GABRIEL","2","=328"
"GARRETT","2","=328"
"GARTH","2","=328"
"GEORGIOS","2","=328"
"GIOVANNI","2","=328"
"GLYNN","2","=328"
"GREGG","2","=328"
"HANS","2","=328"
"HARLEY","2","=328"
"HARRIS","2","=328"
"HARRY","2","=328"
"IOANNIS","2","=328"
"JACE","2","=328"
"JACKSON","2","=328"
"JADE","2","=328"
"JAMIN","2","=328"
"JARON","2","=328"
"JARRON","2","=328"
"JARVIS","2","=328"
"JEFFERY","2","=328"
"JERMAINE","2","=328"
"JEROME","2","=328"
"JERRY","2","=328"
"JETHRO","2","=328"
"JOE","2","=328"
"JOHNNY","2","=328"
"JORDON","2","=328"
"JOSEF","2","=328"
"JUDD","2","=328"
"JUSTYN","2","=328"
"KAYNE","2","=328"
"KEATON","2","=328"
"KEN","2","=328"
"KENT","2","=328"
"KINGSLEY","2","=328"
"KONSTANTINOS","2","=328"
"KOSTA","2","=328"
"KRISTOFER","2","=328"
"KYNAN","2","=328"
"LAURENCE","2","=328"
"LE","2","=328"
"LEITH","2","=328"
"LEO","2","=328"
"LEONARD","2","=328"
"LLOYD","2","=328"
"LOUIS","2","=328"
"MALCOLM","2","=328"
"MAREK","2","=328"
"MARIO","2","=328"
"MARKO","2","=328"
"NEAL","2","=328"
"NICOLA","2","=328"
"NIKI","2","=328"
"NIKOLA","2","=328"
"NIKOLAOS","2","=328"
"PANAGIOTIS","2","=328"
"PHILIPPE","2","=328"
"PIETER","2","=328"
"RANDALL","2","=328"
"RAUL","2","=328"
"REGINALD","2","=328"
"REILLY","2","=328"
"ROBERTO","2","=328"
"ROCKY","2","=328"
"ROMAN","2","=328"
"RUSSEL","2","=328"
"SEBASTIEN","2","=328"
"SHAMUS","2","=328"
"SOTIRIOS","2","=328"
"SPIRO","2","=328"
"STANLEY","2","=328"
"STEFANOS","2","=328"
"STEVE","2","=328"
"TALON","2","=328"
"TERENCE","2","=328"
"TOMAS","2","=328"
"TORIN","2","=328"
"TRI","2","=328"
"TUAN","2","=328"
"TYRON","2","=328"
"TYSEN","2","=328"
"VERNON","2","=328"
"VINH","2","=328"
"WARRICK","2","=328"
"ZAK","2","=328"
"ZANE","2","=328"
"ZARIN","2","=328"
"ZEBULON","2","=328"
"AAMIN","1","=455"
"AARON-WILLIAM","1","=455"
"AARRON","1","=455"
"AARYN","1","=455"
"ABDUL","1","=455"
"ABE","1","=455"
"ABID","1","=455"
"ABRAHAM","1","=455"
"ADAM-JACOB","1","=455"
"ADILSON","1","=455"
"ADREC","1","=455"
"ADRIK-COOK","1","=455"
"AGAPIOS","1","=455"
"AGOSTINO","1","=455"
"AGRIANANTA","1","=455"
"AIDEN","1","=455"
"AILIN","1","=455"
"AINSLEY","1","=455"
"ALASDAIR","1","=455"
"ALBERT","1","=455"
"ALEKSANDAR","1","=455"
"ALEXANDAR","1","=455"
"ALEXIOS","1","=455"
"ALIN","1","=455"
"ALISTAIR","1","=455"
"ALPER","1","=455"
"ANASTASIOS","1","=455"
"ANDERS","1","=455"
"ANDERSON","1","=455"
"ANDREA","1","=455"
"ANDREAS","1","=455"
"ANDREW","1","=455"
"ANDY","1","=455"
"ANIL","1","=455"
"ANIS","1","=455"
"ANNABEL","1","=455"
"ANSON","1","=455"
"ANTONI","1","=455"
"ANTONIUS","1","=455"
"APOSTOLI","1","=455"
"APOSTOLIS","1","=455"
"ARAN","1","=455"
"ARIC","1","=455"
"ARIE","1","=455"
"ARIF","1","=455"
"ARLO","1","=455"
"ARNALDO","1","=455"
"ARNOLD","1","=455"
"ARRAN","1","=455"
"ARROD","1","=455"
"ARRYN","1","=455"
"ARTEMIO","1","=455"
"ARTI","1","=455"
"ARTO","1","=455"
"ASHLEE","1","=455"
"ASHRAF","1","=455"
"ASHTON","1","=455"
"ATTILA","1","=455"
"AZAR","1","=455"
"BALDWIN","1","=455"
"BANJO","1","=455"
"BARCLAY","1","=455"
"BARRIE","1","=455"
"BART","1","=455"
"BARTON","1","=455"
"BASSAL","1","=455"
"BASSEM","1","=455"
"BAXTER","1","=455"
"BAYDEN","1","=455"
"BEAU","1","=455"
"BEAUDEAN","1","=455"
"BELLAMY","1","=455"
"BENEN","1","=455"
"BENJAMEN","1","=455"
"BENJAMEN-BRADLEY","1","=455"
"BENJAMINE","1","=455"
"BERNARD","1","=455"
"BILLAL","1","=455"
"BINH","1","=455"
"BJORN","1","=455"
"BJORNE","1","=455"
"BLAINE","1","=455"
"BLAISE","1","=455"
"BOB","1","=455"
"BODEN","1","=455"
"BODHI","1","=455"
"BODINE","1","=455"
