Given Name,Amount,Position
"MATTHEW","356","1"
"MICHAEL","333","2"
"DANIEL","318","3"
"DAVID","276","4"
"BENJAMIN","271","5"
"ANDREW","254","6"
"ADAM","253","7"
"LUKE","214","8"
"MARK","210","9"
"CHRISTOPHER","188","10"
"PAUL","155","=11"
"SIMON","155","=11"
"SCOTT","149","13"
"NATHAN","148","14"
"JAMES","146","15"
"JASON","144","16"
"TIMOTHY","143","17"
"RYAN","140","18"
"NICHOLAS","137","19"
"PETER","135","20"
"ROBERT","118","21"
"JOSHUA","114","22"
"SHANE","112","23"
"ANTHONY","111","24"
"AARON","109","25"
"STEVEN","108","26"
"CRAIG","105","27"
"SAMUEL","102","28"
"SHAUN","94","29"
"BRETT","93","30"
"BRADLEY","91","31"
"JOHN","87","32"
"THOMAS","85","33"
"JUSTIN","75","34"
"DAMIEN","71","35"
"STEPHEN","70","36"
"ADRIAN","64","37"
"TRAVIS","62","38"
"ALEXANDER","57","=39"
"TROY","57","=39"
"JAMIE","54","41"
"JOEL","50","42"
"DARREN","49","=43"
"RICHARD","49","=43"
"JOSEPH","47","45"
"PHILLIP","46","46"
"KYM","45","47"
"LEIGH","41","=48"
"SEAN","41","=48"
"CHAD","40","=50"
"JONATHAN","40","=50"
"MATHEW","39","=52"
"WAYNE","39","=52"
"ASHLEY","38","=54"
"BEN","38","=54"
"GREGORY","37","=56"
"WILLIAM","37","=56"
"JARROD","35","58"
"COREY","34","59"
"BRAD","33","=60"
"DAMIAN","33","=60"
"GRANT","33","=60"
"SHANNON","33","=60"
"STUART","33","=60"
"JEREMY","32","=65"
"LEE","32","=65"
"WADE","30","67"
"BRENTON","29","=68"
"CAMERON","29","=68"
"HEATH","29","=68"
"MARTIN","29","=68"
"DYLAN","28","=72"
"IAN","28","=72"
"TRISTAN","28","=72"
"DALE","27","=75"
"PATRICK","27","=75"
"TODD","27","=75"
"RUSSELL","24","=78"
"UNNAMED","24","=78"
"COLIN","23","80"
"GRAHAM","21","=81"
"KANE","21","=81"
"LIAM","21","=81"
"LUCAS","21","=81"
"PHILIP","21","=81"
"EDWARD","20","=86"
"GEOFFREY","20","=86"
"HAYDEN","20","=86"
"JARED","20","=86"
"JARRAD","20","=86"
"KEVIN","20","=86"
"KARL","19","92"
"ALAN","18","=93"
"BRIAN","18","=93"
"NEIL","18","=93"
"ALLAN","17","=96"
"GLENN","17","=96"
"JESSE","17","=96"
"LACHLAN","17","=96"
"TYSON","17","=96"
"BARRY","16","=101"
"CHRISTIAN","16","=101"
"MARC","16","=101"
"RHYS","16","=101"
"DEAN","15","=105"
"JORDAN","15","=105"
"TREVOR","15","=105"
"BRENDAN","14","=108"
"CHARLES","14","=108"
"CLINTON","14","=108"
"GARY","14","=108"
"HAMISH","14","=108"
"JONATHON","14","=108"
"NIGEL","14","=108"
"RAYMOND","14","=108"
"DANNY","13","=116"
"DION","13","=116"
"GEORGE","13","=116"
"TRENT","13","=116"
"RICKY","12","=120"
"TERRY","12","=120"
"DENNIS","11","=122"
"FRANCESCO","11","=122"
"GLEN","11","=122"
"MICHEAL","11","=122"
"ANDRE","10","=126"
"DEREK","10","=126"
"DOMINIC","10","=126"
"EVAN","10","=126"
"GAVIN","10","=126"
"GREG","10","=126"
"JEFFREY","10","=126"
"JULIAN","10","=126"
"KIM","10","=126"
"ROHAN","10","=126"
"ROSS","10","=126"
"ANGUS","9","=137"
"ANTONIO","9","=137"
"CLINT","9","=137"
"DOUGLAS","9","=137"
"GUY","9","=137"
"HENRY","9","=137"
"JACOB","9","=137"
"JAY","9","=137"
"KRISTIAN","9","=137"
"LEON","9","=137"
"MARCUS","9","=137"
"ROWAN","9","=137"
"SAM","9","=137"
"TOBY","9","=137"
"TONY","9","=137"
"WARREN","9","=137"
"WESLEY","9","=137"
"BEAU","8","=154"
"CLAYTON","8","=154"
"DARRYL","8","=154"
"ISAAC","8","=154"
"JAI","8","=154"
"JARRED","8","=154"
"KEITH","8","=154"
"MALCOLM","8","=154"
"RORY","8","=154"
"SHAWN","8","=154"
"STEWART","8","=154"
"TOM","8","=154"
"BRUCE","7","=166"
"CARL","7","=166"
"DARYL","7","=166"
"DIMITRIOS","7","=166"
"DWAYNE","7","=166"
"ERIC","7","=166"
"FRANK","7","=166"
"KYLE","7","=166"
"NATHANIEL","7","=166"
"OWEN","7","=166"
"ROBERTO","7","=166"
"RODNEY","7","=166"
"RONALD","7","=166"
"ALASTAIR","6","=179"
"ALEX","6","=179"
"ANGELO","6","=179"
"ANTONY","6","=179"
"BLAKE","6","=179"
"BRENT","6","=179"
"DREW","6","=179"
"DUANE","6","=179"
"GARETH","6","=179"
"GARRY","6","=179"
"HUGH","6","=179"
"JED","6","=179"
"KENT","6","=179"
"KIERAN","6","=179"
"LESLIE","6","=179"
"LINDSAY","6","=179"
"MITCHELL","6","=179"
"REECE","6","=179"
"ROBIN","6","=179"
"STEFAN","6","=179"
"TIM","6","=179"
"ADRIANO","5","=200"
"ALLEN","5","=200"
"ANDREAS","5","=200"
"ATHANASIOS","5","=200"
"BRENDON","5","=200"
"BRYAN","5","=200"
"BYRON","5","=200"
"CASEY","5","=200"
"CHRIS","5","=200"
"CORY","5","=200"
"GARTH","5","=200"
"JACK","5","=200"
"JON","5","=200"
"KERRY","5","=200"
"KURT","5","=200"
"LYNDON","5","=200"
"MORGAN","5","=200"
"PASQUALE","5","=200"
"RICK","5","=200"
"STEVE","5","=200"
"TERENCE","5","=200"
"TOBIAS","5","=200"
"VINCENZO","5","=200"
"ALISTAIR","4","=223"
"AUSTIN","4","=223"
"BJORN","4","=223"
"BROCK","4","=223"
"DAMON","4","=223"
"DANE","4","=223"
"DOMENIC","4","=223"
"FABIAN","4","=223"
"FRANCIS","4","=223"
"GREGG","4","=223"
"HAYDN","4","=223"
"HOANG","4","=223"
"JARAD","4","=223"
"JOHNNY","4","=223"
"KENNETH","4","=223"
"KRISTOPHER","4","=223"
"LEIGHTON","4","=223"
"LEITH","4","=223"
"LEONARD","4","=223"
"LINCOLN","4","=223"
"MARCO","4","=223"
"NOEL","4","=223"
"OLIVER","4","=223"
"ROGER","4","=223"
"TY","4","=223"
"TYRONE","4","=223"
"VASILIOS","4","=223"
"ZACHARY","4","=223"
"ZANE","4","=223"
"AIDAN","3","=252"
"ALEXIS","3","=252"
"ARON","3","=252"
"ARRON","3","=252"
"ARTHUR","3","=252"
"ASHLEIGH","3","=252"
"BENJAMAN","3","=252"
"BEVAN","3","=252"
"BRANDON","3","=252"
"BRET","3","=252"
"CALEB","3","=252"
"CALLUM","3","=252"
"CONSTANTINOS","3","=252"
"DANIELE","3","=252"
"DARIAN","3","=252"
"DAVIN","3","=252"
"DERRYN","3","=252"
"DUSTIN","3","=252"
"EUGENE","3","=252"
"GERARD","3","=252"
"GIOVANNI","3","=252"
"GIUSEPPE","3","=252"
"HARALAMBOS","3","=252"
"HARLEY","3","=252"
"HARRY","3","=252"
"HUY","3","=252"
"IAIN","3","=252"
"IOANNIS","3","=252"
"JADE","3","=252"
"JEFFERY","3","=252"
"JEROME","3","=252"
"JUAN","3","=252"
"JUDD","3","=252"
"KAIN","3","=252"
"KEN","3","=252"
"KINGSLEY","3","=252"
"KIRK","3","=252"
"LANCE","3","=252"
"LAURENCE","3","=252"
"LEVI","3","=252"
"LLOYD","3","=252"
"LYNTON","3","=252"
"MATT","3","=252"
"MYLES","3","=252"
"NATHANAEL","3","=252"
"PANAGIOTIS","3","=252"
"PAOLO","3","=252"
"RHETT","3","=252"
"SETH","3","=252"
"SHAYNE","3","=252"
"THANH","3","=252"
"TOMISLAV","3","=252"
"VAN","3","=252"
"VINCENT","3","=252"
"VITO","3","=252"
"VITTORIO","3","=252"
"WALTER","3","=252"
"ZEB","3","=252"
"ZORAN","3","=252"
"ABRAHAM","2","=311"
"ADAMO","2","=311"
"ADRIEN","2","=311"
"AIDEN","2","=311"
"ALEKSANDAR","2","=311"
"ALISTER","2","=311"
"ANDREI","2","=311"
"ANDREJA","2","=311"
"ANTON","2","=311"
