Given Name,Amount,Position
"CHRISTINE","284","1"
"MARGARET","282","2"
"HELEN","239","3"
"JUDITH","233","4"
"JENNIFER","199","5"
"PATRICIA","183","6"
"DIANNE","177","7"
"SANDRA","174","8"
"LYNETTE","169","9"
"SUSAN","156","10"
"BARBARA","155","11"
"HEATHER","143","12"
"LORRAINE","140","13"
"PAMELA","139","14"
"ELIZABETH","125","=15"
"JANET","125","=15"
"BEVERLEY","120","17"
"ROSEMARY","118","18"
"JILLIAN","99","19"
"MARILYN","98","20"
"JANICE","97","21"
"WENDY","95","22"
"SHIRLEY","94","23"
"MARY","93","24"
"PAULINE","90","25"
"CAROL","83","26"
"KATHLEEN","80","27"
"RAELENE","78","28"
"ANNE","77","29"
"JOAN","74","30"
"CHERYL","72","31"
"SUZANNE","71","32"
"JULIE","69","33"
"CAROLYN","68","=34"
"DIANE","68","=34"
"DENISE","64","36"
"MAUREEN","59","37"
"MARIE","58","38"
"COLLEEN","56","=39"
"KAYE","56","=39"
"ANN","54","=41"
"YVONNE","54","=41"
"KAY","51","43"
"GLORIA","49","44"
"ELAINE","44","=45"
"ROBYN","44","=45"
"VALERIE","44","=45"
"LESLEY","41","48"
"JEANETTE","40","49"
"DOROTHY","39","50"
"BEVERLY","38","51"
"ANNETTE","36","=52"
"BETTY","36","=52"
"MAXINE","35","54"
"JOSEPHINE","34","=55"
"RHONDA","34","=55"
"ROSLYN","33","57"
"JUNE","32","=58"
"MARLENE","32","=58"
"BRONWYN","31","60"
"KATHRYN","30","=61"
"SUSANNE","30","=61"
"JACQUELINE","29","63"
"JANETTE","28","=64"
"KAYLENE","28","=64"
"RUTH","28","=64"
"GLENYS","27","67"
"UNNAMED","26","68"
"CATHERINE","25","=69"
"DIANA","25","=69"
"LEONIE","25","=69"
"SHARON","24","72"
"CARMEL","23","=73"
"CYNTHIA","23","=73"
"JOY","23","=73"
"VICKI","23","=73"
"ROSALIE","22","77"
"ALISON","21","=78"
"GAIL","21","=78"
"JANE","21","=78"
"KAREN","21","=78"
"BRENDA","20","=82"
"EILEEN","20","=82"
"GERALDINE","20","=82"
"JOYLENE","20","=82"
"DAWN","19","=86"
"JOYLEEN","19","=86"
"FRANCES","18","=88"
"MEREDITH","18","=88"
"FAYE","17","=90"
"LOIS","17","=90"
"VIVIENNE","17","=90"
