Given Name,Amount,Position
"MATTHEW","337","1"
"JOSHUA","292","2"
"JAMES","264","3"
"DANIEL","260","4"
"MICHAEL","247","5"
"THOMAS","229","6"
"BENJAMIN","210","7"
"SAMUEL","187","8"
"JAKE","180","=9"
"LUKE","180","=9"
"CHRISTOPHER","171","11"
"ALEXANDER","165","12"
"DYLAN","164","13"
"NICHOLAS","162","14"
"ANDREW","158","15"
"RYAN","136","16"
"DAVID","133","17"
"NATHAN","129","18"
"BRADLEY","121","19"
"ADAM","120","20"
"JORDAN","117","21"
"SCOTT","115","22"
"JACK","109","23"
"CAMERON","103","24"
"ANTHONY","100","25"
"AARON","91","26"
"TIMOTHY","84","27"
"WILLIAM","78","28"
"MITCHELL","75","29"
"ALEX","71","=30"
"JASON","71","=30"
"JACOB","70","32"
"JOHN","68","33"
"JESSE","64","34"
"ASHLEY","63","=35"
"LACHLAN","63","=35"
"PATRICK","60","37"
"MARK","59","=38"
"PETER","59","=38"
"STEVEN","59","=38"
"SEAN","57","41"
"JOSEPH","55","=42"
"JUSTIN","55","=42"
"RHYS","55","=42"
"JAMIE","53","45"
"ROBERT","52","=46"
"SAM","52","=46"
"BRANDON","47","=48"
"STEPHEN","47","=48"
"BLAKE","46","50"
"JOEL","45","=51"
"SIMON","45","=51"
"SHAUN","43","53"
"KYLE","42","54"
"ANGUS","41","55"
"COREY","40","=56"
"HAYDEN","40","=56"
"RICHARD","38","58"
"HENRY","37","59"
"JARRAD","36","=60"
"LIAM","36","=60"
"BRODIE","35","=62"
"JONATHAN","35","=62"
"MATHEW","35","=62"
"PAUL","35","=62"
"TYLER","35","=62"
"ADRIAN","33","=67"
"BRETT","33","=67"
"HARLEY","33","=67"
"TOM","33","=67"
"TRENT","33","=67"
"KIERAN","32","72"
"CRAIG","31","73"
"SHANE","30","=74"
"TYSON","30","=74"
"CALLUM","29","=76"
"TAYLOR","29","=76"
"TODD","29","=76"
"ZACHARY","29","=76"
"BEN","28","=80"
"DALE","28","=80"
"TROY","28","=80"
"JACKSON","27","=83"
"TRAVIS","27","=83"
"AIDAN","25","=85"
"HARRISON","25","=85"
"JONATHON","25","=85"
"DILLON","23","=88"
"EDWARD","23","=88"
"DAMIEN","21","=90"
"SEBASTIAN","21","=90"
"SHANNON","21","=90"
"TRISTAN","21","=90"
"HARRY","20","=94"
"PHILLIP","20","=94"
"REECE","20","=94"
"ETHAN","19","=97"
"GEORGE","19","=97"
"MARCUS","19","=97"
"TONY","19","=97"
"BEAU","18","=101"
"CHARLES","18","=101"
"JARROD","18","=101"
"MATT","18","=101"
"MAX","18","=101"
"NATHANIEL","18","=101"
"BRENDAN","17","=107"
"JAY","17","=107"
"LEWIS","17","=107"
"OLIVER","17","=107"
"STUART","17","=107"
"JEREMY","16","=112"
"KEVIN","16","=112"
"DEAN","15","=114"
"GREGORY","15","=114"
"AIDEN","14","=116"
"CODY","14","=116"
"DARCY","14","=116"
"DECLAN","14","=116"
"HAMISH","14","=116"
"JARED","14","=116"
"JAYDEN","14","=116"
"LOUIS","14","=116"
"LUCAS","14","=116"
"STEFAN","14","=116"
"BRYCE","13","=126"
"CHRISTIAN","13","=126"
"DAMIAN","13","=126"
"DARREN","13","=126"
"KARL","13","=126"
"RICKY","13","=126"
"ZAK","13","=126"
"BRAD","12","=133"
"GAVIN","12","=133"
"KIEREN","12","=133"
"PHILIP","12","=133"
"CALEB","11","=137"
"DOMINIC","11","=137"
"ERIC","11","=137"
"JARRYD","11","=137"
"JED","11","=137"
"JULIAN","11","=137"
"KANE","11","=137"
"LEIGH","11","=137"
"MARC","11","=137"
"MARTIN","11","=137"
"RUSSELL","11","=137"
"ZAC","11","=137"
"BRENTON","10","=149"
"CHAD","10","=149"
"DOUGLAS","10","=149"
"LEE","10","=149"
"ROSS","10","=149"
"ANTONIO","9","=154"
"BRAYDEN","9","=154"
"ISAAC","9","=154"
"MAXWELL","9","=154"
"RORY","9","=154"
"ROWAN","9","=154"
"VINCENT","9","=154"
"ALAN","8","=161"
"ALASTAIR","8","=161"
"ALLAN","8","=161"
"BILLY","8","=161"
"BRIAN","8","=161"
"CALLAN","8","=161"
"CARL","8","=161"
"DREW","8","=161"
"HEATH","8","=161"
"HUGH","8","=161"
"KRISTOPHER","8","=161"
"LAWRENCE","8","=161"
"MICHEAL","8","=161"
"TERRY","8","=161"
"TOBY","8","=161"
"TYRONE","8","=161"
"WADE","8","=161"
"ZANE","8","=161"
"BRADEN","7","=179"
"BRADY","7","=179"
"BROCK","7","=179"
"CORY","7","=179"
"ELLIOT","7","=179"
"EVAN","7","=179"
"GRANT","7","=179"
"JAI","7","=179"
"JOSH","7","=179"
"KEITH","7","=179"
"KURT","7","=179"
"MASON","7","=179"
"MORGAN","7","=179"
"OWEN","7","=179"
"STEVE","7","=179"
"WAYNE","7","=179"
"ZACHARIAH","7","=179"
"ALEC","6","=196"
"ANTON","6","=196"
"ARRON","6","=196"
"BRENT","6","=196"
"CAIN","6","=196"
"CHRISTOS","6","=196"
"DAMON","6","=196"
"DIMITRIOS","6","=196"
"DUNCAN","6","=196"
"FRASER","6","=196"
"GABRIEL","6","=196"
"GEOFFREY","6","=196"
"GLEN","6","=196"
"JOSIAH","6","=196"
"KINGSLEY","6","=196"
"KYAL","6","=196"
"LEON","6","=196"
"LLOYD","6","=196"
"MINH","6","=196"
"OSCAR","6","=196"
"REGINALD","6","=196"
"RILEY","6","=196"
"ROHAN","6","=196"
"STEWART","6","=196"
"TREVOR","6","=196"
"ALESSANDRO","5","=221"
"ANGAS","5","=221"
"CHARLIE","5","=221"
"CLAY","5","=221"
"CLINTON","5","=221"
"COLIN","5","=221"
"DANNY","5","=221"
"DWAYNE","5","=221"
"GLENN","5","=221"
"GRAHAM","5","=221"
"HOANG","5","=221"
"HUGO","5","=221"
"JAK","5","=221"
"JARRED","5","=221"
"JEFFREY","5","=221"
"JEROME","5","=221"
"JOHNATHON","5","=221"
"JOHNNY","5","=221"
"JON","5","=221"
"KRISTIAN","5","=221"
"LOCHLAN","5","=221"
"LYNDON","5","=221"
"MARCO","5","=221"
"MYLES","5","=221"
"REUBEN","5","=221"
"ROY","5","=221"
"ZACK","5","=221"
"ABRAHAM","4","=248"
"ALBY","4","=248"
"ANGELO","4","=248"
"ANTONINO","4","=248"
"ARTHUR","4","=248"
"AXEL","4","=248"
"CALUM","4","=248"
"CASEY","4","=248"
"CHASE","4","=248"
"CURTIS","4","=248"
"DANE","4","=248"
"DILLAN","4","=248"
"DION","4","=248"
"ERIK","4","=248"
"FABIAN","4","=248"
"FRANCESCO","4","=248"
"FRANCIS","4","=248"
"GIA","4","=248"
"JAKOB","4","=248"
"JIMMY","4","=248"
"KADE","4","=248"
"KAIN","4","=248"
"KEEGAN","4","=248"
"KYM","4","=248"
"LEVI","4","=248"
"LUKAS","4","=248"
"MAXIMILIAN","4","=248"
"MICAH","4","=248"
"NIKOLAS","4","=248"
"QUOC","4","=248"
"RHETT","4","=248"
"RONALD","4","=248"
"SALVATORE","4","=248"
"SHAWN","4","=248"
"TOBIAS","4","=248"
"TUAN","4","=248"
"TY","4","=248"
"TYE","4","=248"
"TYRON","4","=248"
"ADEN","3","=287"
"ALEKSANDER","3","=287"
"ALI","3","=287"
"BRADLY","3","=287"
"BRANDEN","3","=287"
"BRENDON","3","=287"
"BRODY","3","=287"
"CHAN","3","=287"
"COHEN","3","=287"
"CONNOR","3","=287"
"CONOR","3","=287"
"COOPER","3","=287"
"DANIAL","3","=287"
"DIMITRI","3","=287"
"DINH","3","=287"
"DOMENICO","3","=287"
"DUSTIN","3","=287"
"DUY","3","=287"
"ELIAS","3","=287"
"EWAN","3","=287"
"FELIX","3","=287"
"FRANK","3","=287"
"GARRY","3","=287"
"GIOVANNI","3","=287"
"GUY","3","=287"
"HAYDN","3","=287"
"IAN","3","=287"
"JADE","3","=287"
"JERRY","3","=287"
"JESS","3","=287"
"JIM","3","=287"
"JOHNATHAN","3","=287"
"JORDON","3","=287"
"KAI","3","=287"
"KEENAN","3","=287"
"KEIRAN","3","=287"
"KELVIN","3","=287"
