Given Name,Amount,Position
"REBECCA","196","1"
"SARAH","182","2"
"KELLY","174","3"
"MELISSA","162","4"
"AMANDA","153","5"
"MICHELLE","150","6"
"NICOLE","133","7"
"BELINDA","131","8"
"LISA","126","9"
"KATE","122","10"
"EMMA","114","11"
"KYLIE","111","12"
"MEGAN","100","13"
"AMY","93","14"
"DANIELLE","91","15"
"MELANIE","78","16"
"NATALIE","77","17"
"JOANNE","75","18"
"RACHEL","70","19"
"KRISTY","68","20"
"NATASHA","67","21"
"HAYLEY","66","22"
"TANYA","62","23"
"SAMANTHA","60","24"
"ALISON","59","25"
"ANGELA","58","=26"
"DONNA","58","=26"
"KAREN","57","28"
"SALLY","56","29"
"JESSICA","55","30"
"JODIE","54","=31"
"KIRSTY","54","=31"
"NAOMI","54","=31"
"RENEE","54","=31"
"VANESSA","54","=31"
"FIONA","51","=36"
"LAUREN","51","=36"
"LAURA","49","38"
"EMILY","48","39"
"BROOKE","47","=40"
"CATHERINE","47","=40"
"JENNIFER","47","=40"
"KATHERINE","47","=40"
"LOUISE","47","=40"
"ANNA","46","45"
"JANE","44","=46"
"JULIE","44","=46"
"KATHRYN","44","=46"
"KELLIE","44","=46"
"KERRY","44","=46"
"TAMMY","44","=46"
"ELIZABETH","43","52"
"LEAH","41","53"
"ALICIA","40","54"
"TAMARA","39","55"
"LEANNE","38","56"
"CARLY","37","57"
"BIANCA","36","=58"
"RACHAEL","36","=58"
"NARELLE","35","60"
"CASSANDRA","34","=61"
"KATIE","34","=61"
"KIM","34","=61"
"ALEXANDRA","33","=64"
"HEIDI","33","=64"
"JADE","33","=64"
"MARIA","33","=64"
"STACEY","33","=64"
"CLAIRE","32","=69"
"KATRINA","32","=69"
"OLIVIA","31","=71"
"TANIA","31","=71"
"VICTORIA","31","=71"
"CAROLINE","30","=74"
"JACQUELINE","30","=74"
"TRACEY","29","76"
"RENAE","28","77"
"LINDA","27","78"
"TRACY","26","79"
"ALICE","25","80"
"HELEN","24","=81"
"MARIE","24","=81"
"WENDY","24","=81"
"ANDREA","23","=84"
"ANITA","23","=84"
"GEORGINA","23","=84"
"CHERYL","22","=87"
"JOANNA","22","=87"
"SUSAN","22","=87"
"DEBORAH","21","90"
"AMELIA","20","=91"
"ANNE","20","=91"
"BRONWYN","20","=91"
"SHARON","20","=91"
"ZOE","20","=91"
"CAROLYN","19","=96"
"JULIA","19","=96"
"NADIA","19","=96"
"PETA","19","=96"
"ROBYN","19","=96"
"SKYE","19","=96"
"SUZANNE","19","=96"
"FELICITY","18","=103"
"PATRICIA","18","=103"
"TARA","18","=103"
"TERESA","18","=103"
"CHRISTINE","17","=107"
"COURTNEY","17","=107"
"RHIANNON","17","=107"
"SHANNON","17","=107"
"TINA","17","=107"
"AMBER","16","=112"
"KYM","16","=112"
"MARY","16","=112"
"SOPHIE","16","=112"
"ALLISON","15","=116"
"GEMMA","15","=116"
"JODI","15","=116"
"SANDRA","15","=116"
"SARA","15","=116"
"SIMONE","15","=116"
"TONI","15","=116"
"CINDY","14","=123"
"DIANNE","14","=123"
"HEATHER","14","=123"
"KARINA","14","=123"
"MANDY","14","=123"
"REBEKAH","14","=123"
"BRIONY","13","=129"
"CHERIE","13","=129"
"ERIN","13","=129"
"KATHLEEN","13","=129"
"LUCY","13","=129"
"PAULA","13","=129"
"PENELOPE","13","=129"
"SHELLEY","13","=129"
"SHEREE","13","=129"
"THERESA","13","=129"
"JANELLE","12","=139"
"MEAGAN","12","=139"
"NICOLA","12","=139"
"SONYA","12","=139"
"TARYN","12","=139"
"ALANA","11","=144"
"CHELSEA","11","=144"
"CHRISTIE","11","=144"
"CHRISTINA","11","=144"
"CHRISTY","11","=144"
"CLARE","11","=144"
"DEBBIE","11","=144"
"HOLLY","11","=144"
"JASMINE","11","=144"
"JOSEPHINE","11","=144"
"KRISTIE","11","=144"
"SONIA","11","=144"
"STEPHANIE","11","=144"
"CARRIE","10","=157"
"CHANTAL","10","=157"
"DANIELA","10","=157"
"INGRID","10","=157"
"MELINDA","10","=157"
"NINA","10","=157"
"ADELE","9","=163"
"BETH","9","=163"
"CARLA","9","=163"
"CAROL","9","=163"
"CHANTEL","9","=163"
"CHANTELLE","9","=163"
"DEBRA","9","=163"
"ESTHER","9","=163"
"HANNAH","9","=163"
"JASMIN","9","=163"
"JODY","9","=163"
"LEONIE","9","=163"
"MONICA","9","=163"
"RUTH","9","=163"
"BERNADETTE","8","=177"
"BONNIE","8","=177"
"CANDICE","8","=177"
"CARMEN","8","=177"
"DANIELLA","8","=177"
"KERYN","8","=177"
"MARISA","8","=177"
"MARISSA","8","=177"
