Given Name,Amount,Position
"PETER","722","1"
"DAVID","498","2"
"JOHN","365","=3"
"MICHAEL","365","=3"
"ROBERT","340","5"
"MARK","288","6"
"GREGORY","251","7"
"STEPHEN","246","8"
"PAUL","224","9"
"CHRISTOPHER","215","10"
"IAN","207","11"
"TREVOR","169","12"
"ANTHONY","156","13"
"ANDREW","151","14"
"KYM","147","15"
"RICHARD","143","16"
"BRIAN","140","17"
"WAYNE","135","18"
"GARY","133","19"
"GEOFFREY","125","20"
"STEVEN","122","21"
"KEVIN","116","22"
"GRAHAM","111","23"
"PHILLIP","108","24"
"WILLIAM","106","25"
"BRENTON","88","=26"
"PHILIP","88","=26"
"JAMES","86","28"
"GARRY","79","29"
"BARRY","78","30"
"RODNEY","77","=31"
"RONALD","77","=31"
"COLIN","76","33"
"JEFFREY","74","34"
"ALAN","69","=35"
"BRUCE","69","=35"
"NEIL","69","=35"
"RAYMOND","69","=35"
"GRANT","68","39"
"CRAIG","67","40"
"DONALD","62","41"
"GRAEME","58","=42"
"NEVILLE","58","=42"
"DARYL","57","44"
"ROGER","56","45"
"MALCOLM","55","46"
"SIMON","53","47"
"GEORGE","51","48"
"KENNETH","50","49"
"ALLAN","47","50"
"TERRY","46","=51"
"THOMAS","46","=51"
"TIMOTHY","44","53"
"DEAN","43","54"
"DARRYL","42","55"
"SHANE","40","56"
"LESLIE","37","=57"
"MARTIN","37","=57"
"DESMOND","34","=59"
"LINDSAY","34","=59"
"ADRIAN","32","61"
"DENNIS","31","=62"
"NICHOLAS","31","=62"
"ALEXANDER","30","64"
"EDWARD","29","=65"
"LEON","29","=65"
"ROBIN","29","=65"
"DOUGLAS","28","=68"
"GLENN","28","=68"
"NIGEL","28","=68"
"ROSS","26","71"
"FRANK","25","=72"
"PATRICK","25","=72"
"UNNAMED","25","=72"
"GLEN","24","75"
"ERIC","23","=76"
"GORDON","23","=76"
"KEITH","23","=76"
"TERENCE","22","79"
"MURRAY","21","80"
"KIM","20","81"
"ANTONIO","19","=82"
"CHARLES","19","=82"
"DANIEL","19","=82"
"NOEL","19","=82"
"SCOTT","19","=82"
"WARREN","19","=82"
"FRANCIS","18","88"
"ALLEN","17","=89"
"IVAN","17","=89"
"LEE","17","=89"
"RUSSELL","17","=89"
"BERNARD","16","=93"
"BRADLEY","16","=93"
"GAVIN","16","=93"
"JONATHAN","15","=96"
"LEIGH","15","=96"
"STUART","15","=96"
"ASHLEY","14","=99"
"DALE","14","=99"
"GIUSEPPE","14","=99"
"TONY","14","=99"
"ARTHUR","13","=103"
"JEFFERY","13","=103"
"LARRY","13","=103"
"BRETT","12","=106"
"FRANCESCO","12","=106"
"GERALD","12","=106"
"JOSEPH","12","=106"
"LAURENCE","12","=106"
"MAURICE","12","=106"
"NORMAN","12","=106"
"RICKY","12","=106"
"ANGELO","11","=114"
"BRONTE","11","=114"
"BRYAN","11","=114"
"GRANTLEY","11","=114"
"JAN","11","=114"
"LAWRENCE","11","=114"
"MAXWELL","11","=114"
"GIOVANNI","10","=121"
"HENRY","10","=121"
"KELVIN","10","=121"
"MERVYN","10","=121"
"REX","10","=121"
"VICTOR","10","=121"
"VINCENT","10","=121"
"DOMENICO","9","=128"
"HAROLD","9","=128"
"JEREMY","9","=128"
"KINGSLEY","9","=128"
"RALPH","9","=128"
"ROBERTO","9","=128"
"ROY","9","=128"
"VINCENZO","9","=128"
"WALTER","9","=128"
"ALBERT","8","=137"
"DENIS","8","=137"
"FREDERICK","8","=137"
"HARRY","8","=137"
"KERRY","8","=137"
"LANCE","8","=137"
"LUIGI","8","=137"
"MARIO","8","=137"
"MICHEAL","8","=137"
"ROMAN","8","=137"
"STEFAN","8","=137"
"DANNY","7","=148"
"EVAN","7","=148"
"GILBERT","7","=148"
"GUISEPPE","7","=148"
"GUY","7","=148"
"HUGH","7","=148"
"JIM","7","=148"
"JULIAN","7","=148"
"LEONARD","7","=148"
"LLOYD","7","=148"
"MATTHEW","7","=148"
"PIETRO","7","=148"
"QUENTIN","7","=148"
"RANDALL","7","=148"
"STANLEY","7","=148"
"STEWART","7","=148"
"ALFRED","6","=164"
"BEVAN","6","=164"
"BRUNO","6","=164"
"CLIFFORD","6","=164"
"GERARD","6","=164"
"HANS","6","=164"
"HELMUT","6","=164"
"JOHANNES","6","=164"
"KENT","6","=164"
"LYNTON","6","=164"
"PASQUALE","6","=164"
"PERRY","6","=164"
"RODERICK","6","=164"
"ROWAN","6","=164"
"TERRANCE","6","=164"
"WARWICK","6","=164"
"ALDO","5","=180"
"ANDREAS","5","=180"
"DARREL","5","=180"
"DARRELL","5","=180"
"DEREK","5","=180"
"DINO","5","=180"
"DUNCAN","5","=180"
"ERROL","5","=180"
"FRANCO","5","=180"
"GARTH","5","=180"
"GLYN","5","=180"
"JONATHON","5","=180"
"JUSTIN","5","=180"
"KARL","5","=180"
"LYNN","5","=180"
"MILTON","5","=180"
"NORBERT","5","=180"
"RAY","5","=180"
"REGINALD","5","=180"
"RYSZARD","5","=180"
"SERGIO","5","=180"
"SHAUN","5","=180"
"TERRENCE","5","=180"
"ANGUS","4","=203"
"BARRIE","4","=203"
"CAMERON","4","=203"
"CLIVE","4","=203"
"CON","4","=203"
"DEANE","4","=203"
"DOMENIC","4","=203"
"ERNEST","4","=203"
"GINO","4","=203"
"IAIN","4","=203"
"JACK","4","=203"
"JAMIE","4","=203"
"JON","4","=203"
"JOSEF","4","=203"
"JOZEF","4","=203"
"NEALE","4","=203"
"RENATO","4","=203"
"ROLF","4","=203"
"RUDOLF","4","=203"
"SAMUEL","4","=203"
"VALENTINE","4","=203"
"VIVIAN","4","=203"
"ALASTAIR","3","=225"
"ALEX","3","=225"
"ALISTER","3","=225"
"ANDRZEJ","3","=225"
"ANTON","3","=225"
"BENJAMIN","3","=225"
"BERNHARD","3","=225"
"BILL","3","=225"
"BRENT","3","=225"
"BRYCE","3","=225"
"BRYON","3","=225"
"BYRON","3","=225"
"CARL","3","=225"
"CARLO","3","=225"
"CARMINE","3","=225"
"CHARLIE","3","=225"
"CLAUS","3","=225"
"CLINTON","3","=225"
"DAMIAN","3","=225"
"DARYLL","3","=225"
"DERRICK","3","=225"
"EARL","3","=225"
"EDWIN","3","=225"
"GAVAN","3","=225"
"GEOFFRY","3","=225"
"GERHARD","3","=225"
"GIAN","3","=225"
"GUENTHER","3","=225"
"GUNTHER","3","=225"
"HEINZ","3","=225"
"JEFFRIE","3","=225"
"JOHNNY","3","=225"
"KLAUS","3","=225"
"LACHLAN","3","=225"
"LIONEL","3","=225"
"LOUIS","3","=225"
"LYALL","3","=225"
"LYLE","3","=225"
"LYNDON","3","=225"
"MARC","3","=225"
"MARCUS","3","=225"
"MARKUS","3","=225"
"MARTYN","3","=225"
"MASSIMO","3","=225"
"MILAN","3","=225"
"OSCAR","3","=225"
"OWEN","3","=225"
"RAFFAELE","3","=225"
"ROCCO","3","=225"
"RODGER","3","=225"
"ROLAND","3","=225"
"RORY","3","=225"
"RUSSEL","3","=225"
"SAVERIO","3","=225"
"SIDNEY","3","=225"
