Given Name,Amount,Position
"JESSICA","201","1"
"EMILY","182","2"
"SARAH","139","3"
"CHLOE","129","=4"
"GEORGIA","129","=4"
"EMMA","119","6"
"COURTNEY","112","7"
"HANNAH","105","8"
"AMY","97","9"
"CHELSEA","96","10"
"LAUREN","94","11"
"TAYLA","85","12"
"REBECCA","82","13"
"ASHLEIGH","76","14"
"CAITLIN","72","=15"
"SAMANTHA","72","=15"
"STEPHANIE","72","=15"
"BROOKE","68","=18"
"JADE","68","=18"
"SOPHIE","65","20"
"LAURA","64","21"
"MADELINE","63","22"
"RACHEL","62","23"
"AMBER","61","24"
"OLIVIA","60","25"
"ALEXANDRA","58","26"
"JASMINE","56","=27"
"KATE","56","=27"
"TAYLOR","56","=27"
"BIANCA","55","30"
"NICOLE","54","31"
"AMELIA","52","32"
"KAYLA","51","=33"
"ZOE","51","=33"
"ISABELLA","48","35"
"LUCY","47","36"
"GRACE","46","37"
"MEGAN","42","38"
"CHARLOTTE","41","=39"
"SHANNON","41","=39"
"TAHLIA","41","=39"
"EBONY","39","=42"
"HAYLEY","39","=42"
"MADISON","39","=42"
"NATASHA","37","45"
"BRITTANY","36","46"
"DANIELLE","35","47"
"CLAUDIA","34","48"
"BRIANNA","33","=49"
"CLAIRE","33","=49"
"ERIN","33","=49"
"MIKAYLA","33","=49"
"ABBEY","32","=53"
"GEORGINA","32","=53"
"VICTORIA","32","=53"
"HOLLY","31","56"
"ALICIA","30","=57"
"RACHAEL","30","=57"
"ALANA","29","=59"
"CAITLYN","29","=59"
"GEMMA","29","=59"
"MADELEINE","29","=59"
"MOLLY","29","=59"
"PAIGE","29","=59"
"MELISSA","28","=65"
"MIKAELA","28","=65"
"RUBY","28","=65"
"TAYLAH","27","68"
"ANNA","26","=69"
"BETHANY","26","=69"
"CASSANDRA","26","=69"
"ELIZABETH","26","=69"
"NIKKI","26","=69"
"JESSIE","25","=74"
"JORDAN","25","=74"
"MADDISON","25","=74"
"NATALIE","25","=74"
"TEAGAN","25","=74"
"KATELYN","24","=79"
"KIMBERLEY","24","=79"
"MONIQUE","24","=79"
"REBEKAH","24","=79"
"STACEY","24","=79"
"ELIZA","23","=84"
"KAITLYN","23","=84"
"SKYE","23","=84"
"TAMIKA","23","=84"
"TEGAN","23","=84"
"ASHLEY","22","=89"
"KELLY","22","=89"
"LISA","22","=89"
"MICHELLE","22","=89"
"ALICE","21","=93"
"CASEY","21","=93"
"ELLEN","21","=93"
"ASHLEE","20","=96"
"CHANTELLE","20","=96"
"ELLA","20","=96"
"JAMIE","20","=96"
"KIMBERLY","20","=96"
"KRYSTAL","20","=96"
"NICOLA","20","=96"
"SARA","20","=96"
"MONICA","19","=104"
"TESSA","19","=104"
"VANESSA","19","=104"
"ALISHA","18","=107"
"CARLY","18","=107"
"CRYSTAL","18","=107"
"ELLIE","18","=107"
"ISABELLE","18","=107"
"JULIA","18","=107"
"KAITLIN","18","=107"
"KELSEY","18","=107"
"KIARA","18","=107"
"MATILDA","18","=107"
"MICHAELA","18","=107"
"NAOMI","18","=107"
"RENEE","18","=107"
"SHANIA","18","=107"
"SOPHIA","18","=107"
"TIFFANY","18","=107"
"BRIDGET","17","=123"
"DEANNA","17","=123"
"ELEANOR","17","=123"
"PHOEBE","17","=123"
"AMANDA","16","=127"
"CATHERINE","16","=127"
"IMOGEN","16","=127"
"JACINTA","16","=127"
"JEMMA","16","=127"
"JENNIFER","16","=127"
"MARY","16","=127"
"TAMARA","16","=127"
"TARA","16","=127"
"GABRIELLE","15","=136"
"JASMIN","15","=136"
"LILY","15","=136"
"ELISE","14","=139"
"MARIAH","14","=139"
"MORGAN","14","=139"
"RHIANNON","14","=139"
"SIMONE","14","=139"
"DANA","13","=144"
"JACQUELINE","13","=144"
"KATIE","13","=144"
"MELANIE","13","=144"
"RHIANNA","13","=144"
"AIMEE","12","=149"
"APRIL","12","=149"
"BREANNA","12","=149"
"CHEYENNE","12","=149"
"CHRISTINA","12","=149"
"DEMI","12","=149"
"ISOBEL","12","=149"
"JENNA","12","=149"
"LOUISE","12","=149"
"MARISSA","12","=149"
"MIA","12","=149"
"TORI","12","=149"
"ABBY","11","=161"
"ANNABEL","11","=161"
"CARLA","11","=161"
"ELOISE","11","=161"
"ESTHER","11","=161"
