Given Name,Amount,Position
"JESSICA","229","1"
"SARAH","176","2"
"EMILY","156","3"
"EMMA","134","4"
"LAUREN","121","5"
"GEORGIA","114","6"
"HANNAH","103","7"
"REBECCA","101","8"
"STEPHANIE","100","9"
"AMY","96","10"
"CAITLIN","93","11"
"ASHLEIGH","84","12"
"NICOLE","82","13"
"BROOKE","81","14"
"CHLOE","78","15"
"COURTNEY","75","=16"
"SAMANTHA","75","=16"
"OLIVIA","72","18"
"DANIELLE","71","19"
"KATE","68","=20"
"LAURA","68","=20"
"SOPHIE","68","=20"
"RACHEL","67","23"
"CHELSEA","65","=24"
"TAYLA","65","=24"
"MADELEINE","63","26"
"ALEXANDRA","61","27"
"AMBER","57","28"
"JASMINE","56","29"
"JADE","55","30"
"NATASHA","54","31"
"BRITTANY","53","32"
"MEGAN","52","=33"
"ZOE","52","=33"
"MELISSA","50","35"
"KAYLA","49","=36"
"LUCY","49","=36"
"ELLEN","47","38"
"BIANCA","44","=39"
"VICTORIA","44","=39"
"TAYLOR","43","41"
"GEORGINA","42","42"
"ISABELLA","41","=43"
"MADELINE","41","=43"
"HAYLEY","40","=45"
"MONIQUE","40","=45"
"TAHLIA","40","=45"
"GRACE","39","=48"
"PAIGE","39","=48"
"CASSANDRA","36","=50"
"KELSEY","36","=50"
"MADDISON","36","=50"
"SHANNON","36","=50"
"ALICE","35","=54"
"CHARLOTTE","35","=54"
"ERIN","35","=54"
"AMANDA","34","=57"
"NATALIE","34","=57"
"AMELIA","33","=59"
"MOLLY","33","=59"
"ASHLEE","32","=61"
"MADISON","32","=61"
"MORGAN","32","=61"
"RACHAEL","32","=61"
"HOLLY","31","=65"
"KIMBERLEY","31","=65"
"TORI","31","=65"
"CLAIRE","30","68"
"EBONY","29","=69"
"JASMIN","29","=69"
"ALANA","28","=71"
"KELLY","28","=71"
"KIARA","28","=71"
"RENEE","28","=71"
"STACEY","28","=71"
"CLAUDIA","27","=76"
"JORDAN","27","=76"
"KAITLYN","27","=76"
"BRIANNA","26","=79"
"ELIZABETH","26","=79"
"MICHAELA","26","=79"
"MICHELLE","26","=79"
"NAOMI","26","=79"
"CHANTELLE","25","=84"
"JENNIFER","25","=84"
"ELLA","24","=86"
"LISA","24","=86"
"MIKAYLA","23","=88"
"NIKKI","23","=88"
"TAMARA","23","=88"
"TIFFANY","23","=88"
"BETHANY","22","=92"
"BRIDGET","22","=92"
"CATHERINE","22","=92"
"GEMMA","22","=92"
"JULIA","22","=92"
"MIKAELA","22","=92"
"NICOLA","22","=92"
"SKYE","22","=92"
"ALICIA","21","=100"
"ANGELA","21","=100"
"ANNA","21","=100"
"TAYLAH","21","=100"
"TEGAN","21","=100"
"ABBEY","20","=105"
"DEMI","20","=105"
"ELISE","20","=105"
"JACINTA","20","=105"
"JESSIE","20","=105"
"KATELYN","20","=105"
"KATIE","20","=105"
"MELANIE","20","=105"
"REBEKAH","19","=113"
"RUBY","19","=113"
"CHRISTINA","18","=115"
"CRYSTAL","18","=115"
"KATHERINE","18","=115"
"RHIANNON","18","=115"
"SARA","18","=115"
"TESS","18","=115"
"ASHLEY","17","=121"
"CAITLYN","17","=121"
"CASEY","17","=121"
"ELOISE","17","=121"
"KIMBERLY","17","=121"
"VANESSA","17","=121"
"ALISHA","16","=127"
"ELEANOR","16","=127"
"JACQUELINE","16","=127"
"JOANNA","16","=127"
"MEG","16","=127"
"SOPHIA","16","=127"
"TAMIKA","16","=127"
"ADELE","15","=134"
"CARLY","15","=134"
"DANA","15","=134"
"IMOGEN","15","=134"
"KIRSTY","15","=134"
"LOUISE","15","=134"
"MARIAH","15","=134"
"MIA","15","=134"
"TARA","15","=134"
"DANIELLA","14","=143"
"KAITLIN","14","=143"
"LEAH","14","=143"
"SIMONE","14","=143"
"AIMEE","13","=147"
"APRIL","13","=147"
"CARLA","13","=147"
"CLARE","13","=147"
"DAYNA","13","=147"
"ELIZA","13","=147"
"LARA","13","=147"
"PHOEBE","13","=147"
"RHIANNA","13","=147"
"TEAGAN","13","=147"
"TESSA","13","=147"
"ALYSSA","12","=158"
"CHANTEL","12","=158"
"ISABELLE","12","=158"
"JEMMA","12","=158"
"MONICA","12","=158"
"SHANNEN","12","=158"
"ABBY","11","=164"
"ANASTASIA","11","=164"
"ANDREA","11","=164"
"ANNIE","11","=164"
"BONNIE","11","=164"
"GABRIELLE","11","=164"
"JENNA","11","=164"
"KRYSTAL","11","=164"
"LILY","11","=164"
"MARIA","11","=164"
"NIKITA","11","=164"
"RENAE","11","=164"
"THI","11","=164"
"ELLIE","10","=177"
"ESTHER","10","=177"
"GENEVIEVE","10","=177"
"ADRIANA","9","=180"
"ALISON","9","=180"
"BELINDA","9","=180"
"DEANNA","9","=180"
"FELICITY","9","=180"
"HELENA","9","=180"
"ISABEL","9","=180"
"KATHRYN","9","=180"
"KATRINA","9","=180"
"KELLIE","9","=180"
