Given Name,Amount,Position
"REBECCA","230","1"
"KYLIE","208","2"
"MICHELLE","187","3"
"MELISSA","174","4"
"SARAH","166","5"
"AMANDA","142","6"
"LISA","140","7"
"NICOLE","129","8"
"NATALIE","124","9"
"RACHEL","117","10"
"EMMA","115","11"
"MELANIE","108","12"
"BELINDA","107","=13"
"TANYA","107","=13"
"MEGAN","101","15"
"JOANNE","96","16"
"JENNIFER","91","=17"
"KAREN","91","=17"
"KIRSTY","85","19"
"JODIE","81","20"
"NATASHA","79","21"
"AMY","78","22"
"KELLY","75","=23"
"SAMANTHA","75","=23"
"SALLY","73","25"
"FIONA","72","26"
"ANGELA","71","27"
"JULIE","69","28"
"KATE","67","29"
"DONNA","65","30"
"RENEE","63","=31"
"UNNAMED","63","=31"
"CATHERINE","61","33"
"LEANNE","60","34"
"DANIELLE","57","=35"
"TAMARA","57","=35"
"KERRY","56","37"
"SUSAN","53","38"
"NAOMI","52","39"
"ALISON","50","=40"
"KATHERINE","50","=40"
"TRACY","50","=40"
"SHARON","49","=43"
"VANESSA","49","=43"
"TAMMY","47","45"
"ELIZABETH","45","=46"
"LINDA","45","=46"
"LOUISE","45","=46"
"ANNA","44","=49"
"HELEN","44","=49"
"KATHRYN","43","51"
"CASSANDRA","39","=52"
"SANDRA","39","=52"
"BIANCA","38","=54"
"EMILY","38","=54"
"KIM","36","=56"
"PAULA","36","=56"
"LEAH","35","=58"
"TANIA","35","=58"
"KRISTY","34","60"
"JANE","33","61"
"ANDREA","32","=62"
"NARELLE","32","=62"
"TINA","32","=62"
"BRONWYN","31","=65"
"JESSICA","31","=65"
"RACHAEL","31","=65"
"SUZANNE","30","68"
"CHRISTINE","29","=69"
"JACQUELINE","29","=69"
"LAURA","29","=69"
"PETA","29","=69"
"DEBORAH","28","=73"
"KELLIE","28","=73"
"SONIA","28","=73"
"KATRINA","27","=76"
"SIMONE","27","=76"
"TRACEY","27","=76"
"HEIDI","26","79"
"GEORGINA","25","=80"
"MARIA","25","=80"
"OLIVIA","25","=80"
"ROBYN","25","=80"
"SONYA","25","=80"
"WENDY","25","=80"
"ANNE","23","=86"
"CAROLINE","23","=86"
"STEPHANIE","23","=86"
"TERESA","23","=86"
"FELICITY","22","=90"
"JODI","22","=90"
"KERRIE","22","=90"
"REBEKAH","22","=90"
"KATIE","21","=94"
"SHANNON","21","=94"
"CINDY","20","=96"
"HAYLEY","20","=96"
"KARINA","20","=96"
"TARA","20","=96"
"CAROLYN","19","=100"
"CHELSEA","19","=100"
"HEATHER","19","=100"
"RENAE","19","=100"
"SARA","19","=100"
"ALEXANDRA","18","=105"
"DEBRA","18","=105"
"JOANNA","18","=105"
"LUCY","18","=105"
"MANDY","18","=105"
"ANNETTE","17","=110"
"CARLY","17","=110"
"JANINE","17","=110"
"MARY","17","=110"
"PATRICIA","17","=110"
"TAMMIE","17","=110"
"TONI","17","=110"
"VICKI","17","=110"
"ALLISON","16","=118"
"DIANNE","16","=118"
