Given Name,Amount,Position
"CHARLOTTE","143","1"
"CHLOE","125","=2"
"EMILY","125","=2"
"ELLA","118","4"
"ISABELLA","115","5"
"LILY","112","6"
"OLIVIA","109","=7"
"RUBY","109","=7"
"AMELIA","108","9"
"MIA","103","10"
"AVA","97","11"
"GRACE","96","12"
"SIENNA","94","13"
"SOPHIE","93","14"
"HANNAH","80","15"
"EMMA","79","16"
"MATILDA","70","17"
"CHELSEA","66","18"
"ZOE","62","19"
"LUCY","58","20"
"GEORGIA","56","=21"
"JESSICA","56","=21"
"JASMINE","49","=23"
"MADDISON","49","=23"
"HAYLEY","46","25"
"ZARA","45","26"
"HOLLY","44","=27"
"ISABELLE","44","=27"
"MADISON","42","=29"
"SCARLETT","42","=29"
"SUMMER","41","31"
"TAHLIA","39","32"
"LARA","38","=33"
"SARAH","38","=33"
"IMOGEN","37","35"
"AMBER","36","36"
"ALYSSA","35","=37"
"CAITLIN","35","=37"
"CHARLI","35","=37"
"ISABEL","35","=37"
"JADE","35","=37"
"LILLY","35","=37"
"ALEXIS","34","43"
"ISLA","33","44"
"EVA","31","=45"
"LAYLA","31","=45"
"MIKAYLA","31","=45"
"PAIGE","31","=45"
"EVIE","30","=49"
"POPPY","30","=49"
"ALICE","29","=51"
"ERIN","29","=51"
"SAVANNAH","29","=51"
"CLAIRE","28","=54"
"MAYA","28","=54"
"TAYLA","28","=54"
"ELIZA","27","=57"
"KAYLA","27","=57"
"SOPHIA","27","=57"
"ABIGAIL","26","=60"
"STELLA","26","=60"
"TAYLOR","26","=60"
"MOLLY","25","63"
"ANNABELLE","24","=64"
"ASHLEE","24","=64"
"LAUREN","24","=64"
"BIANCA","23","=67"
"MAKAYLA","23","=67"
"TAYLAH","23","=67"
"AMY","22","=70"
"GEMMA","22","=70"
"MACKENZIE","22","=70"
"ADDISON","21","=73"
"BELLA","21","=73"
"DAKOTA","21","=73"
"EDEN","21","=73"
"ELIZABETH","21","=73"
"GABRIELLA","21","=73"
"MADELINE","21","=73"
"PHOEBE","21","=73"
"STEPHANIE","21","=73"
"ABBY","19","=82"
"ALEXANDRA","19","=82"
