Given Name,Amount,Position
"DAVID","562","1"
"MARK","470","2"
"ANDREW","442","3"
"MICHAEL","429","4"
"PAUL","419","5"
"DARREN","349","6"
"JASON","337","7"
"CRAIG","262","8"
"PETER","260","9"
"MATTHEW","231","10"
"SCOTT","228","11"
"JOHN","223","12"
"ANTHONY","222","13"
"ROBERT","215","14"
"CHRISTOPHER","204","15"
"STEVEN","193","16"
"SIMON","185","17"
"SHANE","159","18"
"STEPHEN","158","19"
"UNNAMED","144","20"
"TIMOTHY","141","21"
"JAMES","138","22"
"RICHARD","136","23"
"NICHOLAS","134","24"
"GREGORY","130","25"
"BRETT","127","26"
"JUSTIN","124","27"
"BENJAMIN","107","28"
"BRENTON","103","29"
"JAMIE","102","=30"
"WAYNE","102","=30"
"ADAM","88","32"
"SHAUN","80","33"
"SEAN","78","34"
"DANIEL","73","=35"
"STUART","73","=35"
"GRANT","66","37"
"DAMIEN","65","=38"
"IAN","65","=38"
"MARTIN","63","40"
"ADRIAN","62","=41"
"PHILIP","62","=41"
"GARY","61","43"
"TROY","56","44"
"WILLIAM","54","45"
"DEAN","53","46"
"BRADLEY","51","47"
"KYM","49","48"
"KEVIN","48","=49"
"PHILLIP","48","=49"
"BRIAN","46","=51"
"NIGEL","46","=51"
"GAVIN","45","53"
"THOMAS","44","54"
"DARRYL","43","=55"
"TREVOR","43","=55"
"JEFFREY","41","57"
"GEORGE","40","58"
"RUSSELL","39","59"
"COREY","38","60"
"DAMIAN","37","=61"
"GRAHAM","37","=61"
"GLENN","36","63"
"COLIN","35","64"
"GEOFFREY","32","=65"
"JONATHAN","32","=65"
"ROGER","32","=65"
"RONALD","32","=65"
"RICKY","31","=69"
"TODD","31","=69"
"AARON","30","=71"
"GIUSEPPE","30","=71"
"NEIL","30","=71"
"SAMUEL","30","=71"
"ALEXANDER","29","=75"
"ANTONIO","29","=75"
"ASHLEY","29","=75"
"DALE","29","=75"
"GLEN","29","=75"
"PATRICK","29","=75"
"BARRY","28","=81"
"MICHEAL","28","=81"
"ROBERTO","27","83"
"ALAN","26","=84"
"DEREK","26","=84"
"JOSEPH","26","=84"
"LEE","26","=84"
"BRUCE","25","=88"
"DIMITRIOS","25","=88"
"DWAYNE","24","=90"
"MATHEW","24","=90"
"TONY","24","=90"
"BRENDAN","22","=93"
"GARRY","22","=93"
"JEREMY","22","=93"
"EDWARD","21","=96"
"RAYMOND","21","=96"
"ALLAN","20","=98"
"KENNETH","20","=98"
"WARREN","20","=98"
"CAMERON","19","=101"
"DARRIN","19","=101"
"GUY","19","=101"
"VINCENZO","19","=101"
"DARYL","18","=105"
"DION","18","=105"
"FRANCESCO","17","=107"
"FRANK","17","=107"
"HEATH","16","=109"
"LEIGH","16","=109"
"NEVILLE","16","=109"
"ROBIN","16","=109"
"DENNIS","15","=113"
"DOMENICO","15","=113"
"ERIC","15","=113"
"JONATHON","15","=113"
"RODNEY","15","=113"
"ANGELO","14","=118"
"ANTONY","14","=118"
"CARL","14","=118"
"DOUGLAS","14","=118"
"MARCO","14","=118"
"MARCUS","14","=118"
"MARIO","14","=118"
"RANDALL","14","=118"
"SHAWN","14","=118"
"DONALD","13","=127"
"GRAEME","13","=127"
"KARL","13","=127"
"TERRY","13","=127"
"CHRISTIAN","12","=131"
"LESLIE","12","=131"
"MALCOLM","12","=131"
"MARC","12","=131"
"NATHAN","12","=131"
"SALVATORE","12","=131"
"GORDON","11","=137"
"IVAN","11","=137"
"JARROD","11","=137"
"KEITH","11","=137"
"LEON","11","=137"
"TRISTAN","11","=137"
"ALLEN","10","=143"
"ARTHUR","10","=143"
"BYRON","10","=143"
"CLINTON","10","=143"
"DAMON","10","=143"
"GIOVANNI","10","=143"
"HAMISH","10","=143"
"JIMMY","10","=143"
"JOEL","10","=143"
"KIM","10","=143"
"NORMAN","10","=143"
"ROSS","10","=143"
"VASILIOS","10","=143"
"ANGUS","9","=156"
"BRYAN","9","=156"
"CONSTANTINOS","9","=156"
"DANNY","9","=156"
"DAVID","9","=156"
"LACHLAN","9","=156"
"LUKE","9","=156"
"ROCCO","9","=156"
"VINCENT","9","=156"
"CHARLES","8","=165"
"DARRYN","8","=165"
"EVAN","8","=165"
"EVANGELOS","8","=165"
"KINGSLEY","8","=165"
"LEITH","8","=165"
"MARTYN","8","=165"
"NOEL","8","=165"
