Given Name,Amount,Position
"JOSHUA","200","1"
"LACHLAN","196","2"
"JACK","175","3"
"ETHAN","167","4"
"THOMAS","160","5"
"SAMUEL","129","6"
"JAMES","122","7"
"LIAM","121","8"
"JORDAN","117","=9"
"WILLIAM","117","=9"
"MATTHEW","115","11"
"DYLAN","113","12"
"DANIEL","110","13"
"BENJAMIN","107","14"
"CONNOR","106","15"
"LUKE","102","16"
"NICHOLAS","99","17"
"JACOB","97","18"
"JAYDEN","93","19"
"HARRISON","92","20"
"COOPER","89","21"
"CAMERON","86","22"
"MITCHELL","85","23"
"JAKE","83","24"
"RYAN","82","25"
"RILEY","73","26"
"ALEXANDER","71","=27"
"TYLER","71","=27"
"TYSON","68","29"
"BAILEY","66","=30"
"JACKSON","66","=30"
"BLAKE","64","32"
"MAX","63","=33"
"MICHAEL","63","=33"
"ANGUS","62","35"
"HAYDEN","58","36"
"CALEB","56","=37"
"DECLAN","56","=37"
"OLIVER","55","39"
"ISAAC","54","=40"
"ZACHARY","54","=40"
"ALEX","52","=42"
"NATHAN","52","=42"
"PATRICK","52","=42"
"ADAM","50","45"
"NOAH","49","46"
"SETH","48","47"
"BRODIE","45","=48"
"HARRY","45","=48"
"JESSE","44","50"
"AIDAN","43","=51"
"SEBASTIAN","43","=51"
"BRADLEY","42","=53"
"CODY","42","=53"
"CALLUM","39","=55"
"HENRY","39","=55"
"JOSEPH","39","=55"
"ANTHONY","36","58"
"AARON","35","=59"
"BRAYDEN","35","=59"
"KANE","35","=59"
"OSCAR","34","62"
"CHRISTOPHER","33","=63"
"COREY","33","=63"
"JOEL","33","=63"
"DARCY","32","=66"
"DAVID","32","=66"
"KYLE","32","=66"
"ANDREW","31","=69"
"CHARLIE","31","=69"
"LUCAS","30","71"
"AIDEN","29","=72"
"GEORGE","29","=72"
"BRANDON","28","=74"
"JAMIE","28","=74"
"EDWARD","27","=76"
"JOHN","27","=76"
"OWEN","27","=76"
"MASON","26","79"
"HAMISH","25","=80"
"JASON","25","=80"
"PETER","25","=80"
"DAMON","23","=83"
"JAXON","23","=83"
"JUSTIN","23","=83"
"TOBY","23","=83"
"ASHTON","22","=87"
"BEN","22","=87"
"FLYNN","22","=87"
"RHYS","22","=87"
"ZAC","22","=87"
"ELIJAH","21","=92"
"TIMOTHY","21","=92"
"AUSTIN","20","=94"
"BROCK","20","=94"
"JAY","20","=94"
"KALEB","20","=94"
"LUCA","20","=94"
"LOGAN","19","99"
"LEWIS","18","=100"
"ZANE","18","=100"
"CHRISTIAN","17","=102"
"KAI","17","=102"
"SAM","17","=102"
"SEAN","17","=102"
"TOM","17","=102"
"FINN","16","107"
"ADRIAN","15","=108"
"JONATHAN","15","=108"
"MARCUS","15","=108"
"MAXWELL","15","=108"
"RORY","15","=108"
"SCOTT","15","=108"
"TRENT","15","=108"
"WILL","15","=108"
"BILLY","14","=116"
"CHARLES","14","=116"
"ERIC","14","=116"
"KYE","14","=116"
"LOUIS","14","=116"
"MARK","14","=116"
"ROBERT","14","=116"
"DION","13","=123"
"HEATH","13","=123"
"HUDSON","13","=123"
"HUGH","13","=123"
"HUGO","13","=123"
"JAI","13","=123"
"JULIAN","13","=123"
"LUKA","13","=123"
"ANTONIO","12","=131"
"ASHLEY","12","=131"
"JEREMY","12","=131"
"JETT","12","=131"
"LOCHLAN","12","=131"
"MATHEW","12","=131"
"NATHANIEL","12","=131"
"SAXON","12","=131"
"ARCHIE","11","=139"
"FLETCHER","11","=139"
"GABRIEL","11","=139"
"JAIDEN","11","=139"
"JARROD","11","=139"
"KADE","11","=139"
"NED","11","=139"
"SHANE","11","=139"
"ZACHARIAH","11","=139"
"ALEC","10","=148"
"BRENDAN","10","=148"
"DREW","10","=148"
"JAKOB","10","=148"
"JASPER","10","=148"
"JUDE","10","=148"
"JYE","10","=148"
"REECE","10","=148"
"REUBEN","10","=148"
"STEFAN","10","=148"
"TRISTAN","10","=148"
"ZAK","10","=148"
"BEAU","9","=160"
"BRETT","9","=160"
"ELLIOTT","9","=160"
"JARED","9","=160"
"NICOLAS","9","=160"
"PAUL","9","=160"
"TRAVIS","9","=160"
"TROY","9","=160"
"CLAYTON","8","=168"
"DAMIEN","8","=168"
"DANNY","8","=168"
"DOMINIC","8","=168"
"HUNTER","8","=168"
"JORDON","8","=168"
"JOSIAH","8","=168"
"KEVIN","8","=168"
"KIERAN","8","=168"
"KOBE","8","=168"
"LEVI","8","=168"
"LUKAS","8","=168"
"MACKENZIE","8","=168"
"MARCO","8","=168"
"MYLES","8","=168"
"RICKY","8","=168"
"SHAUN","8","=168"
"ZACK","8","=168"
"ANDY","7","=186"
"ARCHER","7","=186"
"BRADY","7","=186"
"BRYCE","7","=186"
"CASEY","7","=186"
"DEAN","7","=186"
"ELI","7","=186"
"HARLEY","7","=186"
"HARVEY","7","=186"
"JARRAD","7","=186"
"JED","7","=186"
"JOE","7","=186"
"JONATHON","7","=186"
"JOSH","7","=186"
"KOBI","7","=186"
"KOSTA","7","=186"
"KURT","7","=186"
"ORLANDO","7","=186"
"OSKAR","7","=186"
"PHILLIP","7","=186"
"RYLEY","7","=186"
"TAJ","7","=186"
"TAYLOR","7","=186"
"TREY","7","=186"
"XANDER","7","=186"
"XAVIER","7","=186"
"ZACH","7","=186"
"ANDRE","6","=213"
"AYDEN","6","=213"
"BAXTER","6","=213"
"BRAD","6","=213"
"BRAEDEN","6","=213"
"CAIN","6","=213"
"CALLAN","6","=213"
"DAMIAN","6","=213"
"FELIX","6","=213"
"GAVIN","6","=213"
"JAYDAN","6","=213"
"JET","6","=213"
"LEON","6","=213"
"MARKO","6","=213"
"MARSHALL","6","=213"
"RAYMOND","6","=213"
"RICHARD","6","=213"
"SHANNON","6","=213"
"STEPHEN","6","=213"
"TOMAS","6","=213"
"TY","6","=213"
"ADEN","5","=234"
"ALLAN","5","=234"
"BRODY","5","=234"
"CARL","5","=234"
"ELLIOT","5","=234"
"EUAN","5","=234"
"EVAN","5","=234"
"FRASER","5","=234"
"ISAIAH","5","=234"
"JAIDYN","5","=234"
"JAK","5","=234"
"JOCK","5","=234"
"KAINE","5","=234"
"KODY","5","=234"
"MALACHI","5","=234"
"MARTIN","5","=234"
