Given Name,Amount,Position
"SARAH","274","1"
"REBECCA","213","2"
"JESSICA","209","3"
"MELISSA","202","4"
"NICOLE","158","5"
"LAUREN","143","6"
"AMANDA","141","7"
"EMMA","137","8"
"LISA","136","9"
"AMY","127","10"
"KYLIE","120","11"
"KATE","117","12"
"MICHELLE","112","13"
"KELLY","106","14"
"DANIELLE","100","15"
"EMILY","95","=16"
"RACHEL","95","=16"
"ERIN","94","18"
"HAYLEY","93","19"
"LAURA","88","20"
"NATALIE","84","21"
"KIMBERLEY","81","22"
"MEGAN","74","23"
"BELINDA","73","24"
"SAMANTHA","67","25"
"NATASHA","65","=26"
"RENEE","65","=26"
"STACEY","65","=26"
"JENNIFER","60","29"
"ALISON","59","30"
"KATHERINE","58","=31"
"KIRSTY","58","=31"
"CATHERINE","57","33"
"CARLY","54","34"
"ANGELA","51","=35"
"LEAH","51","=35"
"BIANCA","50","=37"
"MELANIE","50","=37"
"CASSANDRA","49","=39"
"SALLY","49","=39"
"NAOMI","48","41"
"ALICIA","47","=42"
"ANNA","47","=42"
"JOANNE","47","=42"
"KRISTY","47","=42"
"ELIZABETH","44","46"
"KATIE","42","=47"
"LOUISE","42","=47"
"TAMARA","42","=47"
"DONNA","40","=50"
"SARA","40","=50"
"VANESSA","40","=50"
"KATHRYN","38","=53"
"TANYA","38","=53"
"TARA","37","55"
"JODIE","36","56"
"CLAIRE","35","=57"
"STEPHANIE","35","=57"
"JADE","34","=59"
"KAREN","34","=59"
"SIMONE","33","61"
"ANDREA","32","=62"
"CHELSEA","32","=62"
"COURTNEY","32","=62"
"HANNAH","32","=62"
"ALEXANDRA","31","=66"
"BROOKE","31","=66"
"HOLLY","31","=66"
"JANE","31","=66"
"KERRY","31","=66"
"ALANA","30","=71"
"HEIDI","30","=71"
"JULIA","30","=71"
"KIMBERLY","30","=71"
"KRYSTAL","30","=71"
"ALICE","28","=76"
"FIONA","28","=76"
"LINDA","28","=76"
"GEORGINA","27","=79"
