Given Name,Amount,Position
"JOHN","545","1"
"ROBERT","465","2"
"PETER","397","3"
"DAVID","269","4"
"TREVOR","244","5"
"GRAHAM","203","6"
"BRIAN","192","7"
"IAN","164","8"
"BARRY","156","9"
"WILLIAM","141","10"
"KEVIN","125","=11"
"MICHAEL","125","=11"
"RICHARD","125","=11"
"MALCOLM","121","=14"
"RONALD","121","=14"
"ROGER","114","16"
"GEOFFREY","110","17"
"ANTHONY","96","18"
"COLIN","95","=19"
"JAMES","95","=19"
"DENNIS","94","21"
"RAYMOND","91","22"
"RODNEY","90","23"
"PAUL","89","24"
"DONALD","87","25"
"KENNETH","80","26"
"JEFFREY","79","27"
"CHRISTOPHER","76","28"
"WAYNE","75","29"
"ALAN","67","30"
"TERENCE","59","31"
"DEAN","53","=32"
"DESMOND","53","=32"
"ALLAN","49","=34"
"DOUGLAS","49","=34"
"BRUCE","48","=36"
"NEVILLE","48","=36"
"NEIL","41","=38"
"PHILLIP","41","=38"
"THOMAS","39","40"
"BRENTON","38","=41"
"PHILIP","38","=41"
"GARY","37","=43"
"GRAEME","37","=43"
"LESLIE","37","=43"
"ROSS","36","46"
"KEITH","35","47"
"ROBIN","34","48"
"ANDREW","33","49"
"ADRIAN","32","=50"
"MAXWELL","32","=50"
"MURRAY","32","=50"
"TERRY","32","=50"
"DARRYL","30","54"
"ERIC","28","55"
"DARYL","27","=56"
"DENIS","27","=56"
"FRANCIS","27","=56"
"GEORGE","27","=56"
"EDWARD","26","=60"
"LEONARD","26","=60"
"ARTHUR","23","=62"
"GARRY","23","=62"
"GLEN","23","=62"
"GORDON","23","=62"
"WARREN","23","=62"
"LINDSAY","21","67"
"FREDERICK","20","=68"
"GREGORY","20","=68"
"MERVYN","20","=68"
"REGINALD","20","=68"
"STEPHEN","19","72"
"KERRY","18","=73"
"LAURENCE","18","=73"
"RUSSELL","18","=73"
"WALTER","18","=73"
"LAWRENCE","17","=77"
"LEON","17","=77"
"BARRIE","16","=79"
"MARK","16","=79"
"NOEL","16","=79"
"RALPH","16","=79"
"TERRENCE","16","=79"
"IVAN","15","=84"
"UNNAMED","15","=84"
"BRYAN","14","=86"
"HAROLD","14","=86"
"KINGSLEY","14","=86"
"MAURICE","14","=86"
"NORMAN","14","=86"
"HOWARD","13","=91"
"REX","13","=91"
"VICTOR","13","=91"
"ALLEN","12","=94"
"CLIFFORD","12","=94"
"PATRICK","12","=94"
"STANLEY","12","=94"
"BERNARD","11","=98"
"CHARLES","11","=98"
"ERROL","11","=98"
"FRANK","11","=98"
"TIMOTHY","11","=98"
"ALBERT","10","=103"
"GERALD","10","=103"
"MARTIN","10","=103"
"WINSTON","10","=103"
"ALEXANDER","9","=107"
"BEVAN","9","=107"
"BRONTE","9","=107"
"CRAIG","9","=107"
"EDWIN","9","=107"
"GILBERT","9","=107"
"GRANT","9","=107"
"JEFFERY","9","=107"
"LANCE","9","=107"
"RODGER","9","=107"
"ROY","9","=107"
"ALFRED","8","=118"
"DEANE","8","=118"
"KYM","8","=118"
"LYNTON","8","=118"
"ROLAND","8","=118"
"VINCENT","8","=118"
"BRADLEY","7","=124"
"DARRELL","7","=124"
"DUDLEY","7","=124"
"GLENN","7","=124"
"GRANTLEY","7","=124"
"JON","7","=124"
"JOSEPH","7","=124"
"NIGEL","7","=124"
"OWEN","7","=124"
"CHESTER","6","=133"
"CYRIL","6","=133"
"EUGENE","6","=133"
"GAVIN","6","=133"
"JONATHAN","6","=133"
"LEO","6","=133"
"LYALL","6","=133"
"STUART","6","=133"
"TERRANCE","6","=133"
"ANTONIO","5","=142"
"ASHLEIGH","5","=142"
"ASHLEY","5","=142"
"GARTH","5","=142"
"HARRY","5","=142"
"HENRY","5","=142"
