Given Name,Amount,Position
"MATTHEW","401","1"
"DANIEL","336","2"
"MICHAEL","304","3"
"JAMES","263","4"
"CHRISTOPHER","246","5"
"JOSHUA","239","6"
"BENJAMIN","233","7"
"ANDREW","211","8"
"THOMAS","190","9"
"LUKE","184","10"
"DAVID","182","11"
"NICHOLAS","175","12"
"JASON","158","13"
"SCOTT","155","14"
"ADAM","154","15"
"SAMUEL","153","16"
"NATHAN","140","17"
"TIMOTHY","139","18"
"AARON","125","=19"
"RYAN","125","=19"
"ALEXANDER","115","21"
"BRADLEY","102","22"
"PETER","96","23"
"MARK","94","24"
"ROBERT","90","25"
"PAUL","89","26"
"SIMON","87","=27"
"STEVEN","87","=27"
"JOHN","85","29"
"ANTHONY","83","30"
"JAMIE","77","31"
"SHANE","73","32"
"WILLIAM","69","33"
"SHAUN","67","=34"
"TYSON","67","=34"
"DYLAN","66","36"
"CRAIG","62","37"
"JACK","61","=38"
"SEAN","61","=38"
"TODD","60","40"
"CAMERON","59","41"
"PATRICK","57","42"
"JAKE","55","43"
"BRETT","54","=44"
"JUSTIN","54","=44"
"MATHEW","50","46"
"JOEL","49","47"
"ASHLEY","48","48"
"ALEX","46","49"
"JARRAD","45","50"
"JOSEPH","44","51"
"RHYS","42","=52"
"TRENT","42","=52"
"ADRIAN","40","=54"
"BRENDAN","40","=54"
"DAMIEN","38","=56"
"JESSE","38","=56"
"STEPHEN","38","=56"
"LACHLAN","36","=59"
"TROY","36","=59"
"DALE","34","61"
"JACOB","33","=62"
"JONATHAN","33","=62"
"JORDAN","33","=62"
"RICHARD","33","=62"
"SAM","33","=62"
"BEN","32","=67"
"LEIGH","32","=67"
"JARED","31","=69"
"MARTIN","31","=69"
"TRAVIS","29","71"
"COREY","28","=72"
"DARREN","28","=72"
"MITCHELL","28","=72"
"STEFAN","28","=72"
"PHILLIP","27","76"
"JONATHON","25","=77"
"KYLE","25","=77"
"RUSSELL","24","=79"
"SHANNON","24","=79"
"TRISTAN","24","=79"
"GEORGE","23","=82"
"JARRYD","23","=82"
"MATT","23","=82"
"ZACHARY","23","=82"
"STUART","22","86"
"BEAU","21","=87"
"BRENTON","21","=87"
"DAMIAN","21","=87"
"HAYDEN","21","=87"
"KANE","21","=87"
"KEVIN","21","=87"
"LIAM","21","=87"
"PHILIP","21","=87"
"GARY","20","=95"
"WAYNE","20","=95"
"GREGORY","19","=97"
"JAY","19","=97"
"BLAKE","18","=99"
"BRODIE","18","=99"
"HENRY","18","=99"
"DION","17","=102"
"EDWARD","17","=102"
"JARRED","17","=102"
"JARROD","17","=102"
"RORY","17","=102"
"ANGUS","16","=107"
"IAN","16","=107"
"JEREMY","16","=107"
"KIERAN","16","=107"
"ROSS","16","=107"
"DANNY","15","=112"
"DWAYNE","15","=112"
"ERIC","15","=112"
"HEATH","15","=112"
"KYM","15","=112"
"MARC","15","=112"
"TOM","15","=112"
"ALAN","14","=119"
"BRAD","14","=119"
"DOUGLAS","14","=119"
"JULIAN","14","=119"
"LEE","14","=119"
"RICKY","14","=119"
"TOBY","14","=119"
"BRADEN","13","=126"
"CALLUM","13","=126"
"GRANT","13","=126"
"NATHANIEL","13","=126"
"OLIVER","13","=126"
"TREVOR","13","=126"
"TYLER","13","=126"
"EVAN","12","=133"
"HAMISH","12","=133"
"LEWIS","12","=133"
"MARCUS","12","=133"
"REECE","12","=133"
"BRIAN","11","=138"
"BROCK","11","=138"
"CALEB","11","=138"
"CHRISTIAN","11","=138"
"DAMON","11","=138"
"ISAAC","11","=138"
"KIM","11","=138"
"NIGEL","11","=138"
"ALLAN","10","=146"
"ANTONY","10","=146"
"CHARLES","10","=146"
"GAVIN","10","=146"
"GLEN","10","=146"
"HUGH","10","=146"
"JACKSON","10","=146"
"TONY","10","=146"
"ANTON","9","=154"
"BRENDON","9","=154"
"CASEY","9","=154"
"CHAD","9","=154"
"DEAN","9","=154"
"GRAHAM","9","=154"
"JED","9","=154"
"JEFFREY","9","=154"
"JOSH","9","=154"
"KENNETH","9","=154"
"MICHEAL","9","=154"
"NEIL","9","=154"
"RAYMOND","9","=154"
"ROWAN","9","=154"
"AIDAN","8","=168"
"ELLIOT","8","=168"
"FRASER","8","=168"
"GEOFFREY","8","=168"
"GIOVANNI","8","=168"
"GLENN","8","=168"
"LEON","8","=168"
"LOUIS","8","=168"
"ROHAN","8","=168"
"SHAYNE","8","=168"
"TERRY","8","=168"
"WADE","8","=168"
"BRADY","7","=180"
"BYRON","7","=180"
"CLAYTON","7","=180"
"DANE","7","=180"
"DIMITRIOS","7","=180"
"DOMINIC","7","=180"
"DREW","7","=180"
"JAI","7","=180"
"JOHNATHON","7","=180"
"KARL","7","=180"
"KEITH","7","=180"
"LEVI","7","=180"
"MAX","7","=180"
"OWEN","7","=180"
"QUOC","7","=180"
"ARRON","6","=195"
"BRANDON","6","=195"
"CALLAN","6","=195"
"COLIN","6","=195"
"CORY","6","=195"
